Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,129.72,140.76,122.44,118.3,109.61,98.62,84.42,77.84,67.81,61.28,Upgrade
Revenue Growth (YoY),-7.84%,14.96%,3.50%,7.93%,11.14%,16.82%,8.45%,14.80%,10.65%,12.44%,Upgrade
Gross Profit,129.72,140.76,122.44,118.3,109.61,98.62,84.42,77.84,67.81,61.28,Upgrade
"Selling, General & Admin",56.77,52.27,50.02,45.82,46.43,41.1,35.22,31.77,29.27,28.19,Upgrade
Other Operating Expenses,28.03,31.29,25.89,24.76,23.6,24.35,22.84,18.93,17.11,16.62,Upgrade
Operating Expenses,84.8,83.56,75.91,70.58,70.02,65.44,58.05,50.7,46.38,44.82,Upgrade
Operating Income,44.92,57.2,46.52,47.72,39.58,33.18,26.37,27.14,21.43,16.46,Upgrade
Pretax Income,44.92,57.2,46.52,47.72,39.58,33.18,26.37,27.14,21.43,16.46,Upgrade
Income Tax,11.26,14.19,11.08,11.76,9.91,13.64,8.8,9.07,6.19,3.09,Upgrade
Net Income,33.66,43.01,35.44,35.96,29.68,19.54,17.57,18.07,15.24,13.37,Upgrade
Net Income Growth,-21.75%,21.35%,-1.44%,21.17%,51.89%,11.23%,-2.77%,18.55%,14.00%,63.34%,Upgrade
Shares Outstanding (Basic),15,15,15,15,15,14,14,13,14,14,Upgrade
Shares Outstanding (Diluted),15,15,15,15,15,14,14,14,14,14,Upgrade
Shares Change,-2.15%,0.48%,-1.02%,0.03%,7.48%,5.17%,0.49%,-3.90%,-1.08%,1.20%,Upgrade
EPS (Basic),2.25,2.82,2.33,2.35,1.94,1.38,1.30,1.34,1.09,0.94,Upgrade
EPS (Diluted),2.24,2.80,2.32,2.33,1.92,1.36,1.29,1.33,1.08,0.94,Upgrade
EPS Growth,-20.00%,20.69%,-0.43%,21.35%,41.18%,5.43%,-3.01%,23.15%,14.89%,62.07%,Upgrade
Free Cash Flow Per Share,2.16,3.52,2.44,3.00,1.79,2.72,0.89,1.95,1.93,2.36,Upgrade
Dividend Per Share,0.920,0.860,0.800,0.740,0.640,0.560,0.480,0.420,0.340,0.260,Upgrade
Dividend Growth,6.98%,7.50%,8.11%,15.63%,14.29%,16.67%,14.29%,23.53%,30.77%,8.33%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.63%,40.64%,38.00%,40.34%,36.11%,33.64%,31.23%,34.86%,31.61%,26.86%,Upgrade
Profit Margin,25.95%,30.56%,28.95%,30.40%,27.08%,19.81%,20.81%,23.21%,22.48%,21.82%,Upgrade
Free Cash Flow Margin,24.90%,38.16%,30.31%,38.86%,24.93%,39.08%,14.21%,33.69%,39.76%,54.56%,Upgrade
Effective Tax Rate,25.06%,24.80%,23.81%,24.64%,25.03%,41.11%,33.38%,33.43%,28.89%,18.79%,Upgrade
EBITDA,48.45,61.47,50.62,51.78,43.78,36.72,29.22,29.54,23.55,18.59,Upgrade
EBITDA Margin,37.35%,43.67%,41.35%,43.77%,39.94%,37.23%,34.62%,37.95%,34.73%,30.34%,Upgrade
Depreciation & Amortization,3.54,4.27,4.1,4.06,4.19,3.54,2.86,2.41,2.12,2.13,Upgrade
EBIT,44.92,57.2,46.52,47.72,39.58,33.18,26.37,27.14,21.43,16.46,Upgrade
EBIT Margin,34.63%,40.64%,38.00%,40.34%,36.11%,33.64%,31.23%,34.86%,31.61%,26.86%,Upgrade
