Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,112.33,101.78,72.93,60.75,50.22,48.39,46.6,45.89,45.78,41.58,Upgrade
Revenue Growth (YoY),10.36%,39.56%,20.06%,20.97%,3.78%,3.84%,1.55%,0.23%,10.10%,6.02%,Upgrade
Gross Profit,112.33,101.78,72.93,60.75,50.22,48.39,46.6,45.89,45.78,41.58,Upgrade
"Selling, General & Admin",63.01,54.45,41.56,33.06,24.3,25.8,25.22,24.01,24.14,22.91,Upgrade
Other Operating Expenses,26.47,24.18,15.81,15.08,11,8.06,8.86,9.71,10.84,11.71,Upgrade
Operating Expenses,89.48,78.63,57.38,48.14,35.3,33.86,34.07,33.72,34.98,34.62,Upgrade
Operating Income,22.85,23.15,15.56,12.61,14.92,14.53,12.52,12.16,10.8,6.96,Upgrade
Other Expense / Income,-,-,0.93,-,-,-,-,-,-,-,Upgrade
Pretax Income,22.85,23.15,14.63,12.61,14.92,14.53,12.52,12.16,10.8,6.96,Upgrade
Income Tax,3.31,4.5,2.82,2.4,3,6.78,3.85,3.79,3.27,2.33,Upgrade
Net Income,19.54,18.66,11.82,10.21,11.92,7.75,8.67,8.37,7.53,4.63,Upgrade
Preferred Dividends,0,0,0,0,0,0.21,1.49,2.38,2.69,1.51,Upgrade
Net Income Common,19.54,18.66,11.82,10.21,11.92,7.54,7.18,6,4.84,3.12,Upgrade
Net Income Growth,4.73%,57.93%,15.71%,-14.32%,58.04%,5.02%,19.71%,23.84%,55.21%,158.75%,Upgrade
Shares Outstanding (Basic),17,11,9,9,8,8,8,8,8,8,Upgrade
Shares Outstanding (Diluted),17,11,9,9,9,9,9,8,8,8,Upgrade
Shares Change,52.75%,18.48%,4.04%,6.92%,-1.10%,1.41%,0.65%,0.23%,-,-,Upgrade
EPS (Basic),1.14,1.66,1.24,1.12,1.41,0.89,0.85,0.71,0.57,0.37,Upgrade
EPS (Diluted),1.14,1.66,1.24,1.12,1.40,0.87,0.84,0.71,0.57,0.37,Upgrade
EPS Growth,-31.33%,33.87%,10.71%,-20.00%,60.92%,3.57%,18.31%,24.56%,54.05%,164.29%,Upgrade
Free Cash Flow Per Share,2.75,2.83,-2.35,0.12,1.44,1.33,1.21,1.29,1.55,2.06,Upgrade
Dividend Per Share,0.430,0.410,0.400,0.300,0.200,0.100,-,-,-,-,Upgrade
Dividend Growth,4.88%,2.50%,33.33%,50.00%,100.00%,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,20.34%,22.75%,21.33%,20.76%,29.71%,30.02%,26.88%,26.50%,23.59%,16.75%,Upgrade
Profit Margin,17.40%,18.33%,16.20%,16.81%,23.73%,15.58%,15.41%,13.07%,10.58%,7.50%,Upgrade
Free Cash Flow Margin,42.17%,31.26%,-30.58%,1.78%,24.25%,23.22%,21.93%,23.77%,28.61%,41.81%,Upgrade
Effective Tax Rate,14.48%,19.41%,19.24%,19.02%,20.11%,46.65%,30.75%,31.15%,30.26%,33.53%,Upgrade
EBITDA,34.48,31.78,20.49,15.5,16.75,17.63,15.74,15.61,13.71,11.16,Upgrade
EBITDA Margin,30.70%,31.23%,28.09%,25.52%,33.36%,36.42%,33.79%,34.03%,29.94%,26.84%,Upgrade
Depreciation & Amortization,11.63,8.63,5.86,2.9,1.84,3.1,3.22,3.45,2.91,4.19,Upgrade
EBIT,22.85,23.15,14.63,12.61,14.92,14.53,12.52,12.16,10.8,6.96,Upgrade
EBIT Margin,20.34%,22.75%,20.06%,20.76%,29.71%,30.02%,26.88%,26.50%,23.59%,16.75%,Upgrade
