Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,389.65,470.7,481.46,283.06,279.62,276.93,304.33,280.35,225.05,215.32,Upgrade
Revenue Growth (YoY),-17.22%,-2.24%,70.09%,1.23%,0.97%,-9.01%,8.55%,24.58%,4.52%,-8.09%,Upgrade
Cost of Revenue,97.65,97.19,89.66,71.36,65.68,61.66,56.5,52.41,49.55,50.05,Upgrade
Gross Profit,292.01,373.51,391.8,211.7,213.94,215.26,247.84,227.94,175.5,165.27,Upgrade
"Selling, General & Admin",176.01,232.9,221.67,132.82,129.87,152.9,173.76,155.34,119.46,119.07,Upgrade
Other Operating Expenses,73.78,81.69,90.1,57.55,50.94,48.8,49.26,47.13,39.32,33.52,Upgrade
Operating Expenses,249.8,314.58,311.77,190.37,180.81,201.69,223.02,202.47,158.78,152.59,Upgrade
Operating Income,42.21,58.93,80.03,21.33,33.14,13.57,24.82,25.47,16.72,12.68,Upgrade
Interest Expense / Income,7.83,7.13,8.58,7.39,6.96,6.04,5.11,4.46,2.99,2.85,Upgrade
Pretax Income,34.38,51.8,71.45,13.94,26.18,7.53,19.7,21.01,13.73,9.82,Upgrade
Income Tax,8.69,12.28,15.85,3.05,4.49,-6.58,7.51,7.66,5.51,2.24,Upgrade
Net Income,25.69,39.52,55.6,10.89,21.69,14.11,12.19,13.35,8.22,7.59,Upgrade
Net Income Growth,-34.99%,-28.92%,410.36%,-49.77%,53.66%,15.79%,-8.71%,62.49%,8.32%,-54.61%,Upgrade
Shares Outstanding (Basic),22,21,21,21,21,21,20,20,20,38,Upgrade
Shares Change,1.11%,1.18%,1.27%,0.48%,0.29%,1.42%,1.18%,1.08%,-47.51%,12.62%,Upgrade
EPS (Basic),1.22,1.87,2.68,0.54,1.07,0.71,0.63,0.70,0.45,0.42,Upgrade
EPS (Diluted),1.17,1.80,2.61,0.53,1.05,0.69,0.62,0.68,0.44,0.40,Upgrade
EPS Growth,-35.00%,-31.03%,396.20%,-50.05%,52.39%,11.81%,-9.12%,55.96%,9.00%,-58.51%,Upgrade
Free Cash Flow Per Share,5.02,2.20,-8.11,-4.12,0.37,2.10,1.57,-1.43,-0.66,0.87,Upgrade
Dividend Per Share,-,-,-,-,0.181,0.264,-,-,-,-,Upgrade
Dividend Growth,-,-,-,-,-31.44%,-,-,-,-,-,Upgrade
Gross Margin,74.94%,79.35%,81.38%,74.79%,76.51%,77.73%,81.44%,81.31%,77.98%,76.76%,Upgrade
Operating Margin,10.83%,12.52%,16.62%,7.54%,11.85%,4.90%,8.15%,9.09%,7.43%,5.89%,Upgrade
Profit Margin,6.59%,8.40%,11.55%,3.85%,7.76%,5.10%,4.01%,4.76%,3.65%,3.52%,Upgrade
Free Cash Flow Margin,27.84%,9.99%,-35.57%,-30.37%,2.77%,15.68%,10.52%,-10.29%,-5.82%,15.38%,Upgrade
Effective Tax Rate,25.27%,23.71%,22.19%,21.88%,17.17%,-87.37%,38.14%,36.46%,40.14%,22.78%,Upgrade
EBITDA,59.88,79.32,97.32,33.57,43.88,23.43,32.8,31.87,21.86,17.29,Upgrade
EBITDA Margin,15.37%,16.85%,20.21%,11.86%,15.69%,8.46%,10.78%,11.37%,9.71%,8.03%,Upgrade
Depreciation & Amortization,17.68,20.39,17.29,12.24,10.74,9.86,7.99,6.4,5.14,4.61,Upgrade
EBIT,42.21,58.93,80.03,21.33,33.14,13.57,24.82,25.47,16.72,12.68,Upgrade
EBIT Margin,10.83%,12.52%,16.62%,7.54%,11.85%,4.90%,8.15%,9.09%,7.43%,5.89%,Upgrade
