Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,657.96,565.17,534.72,545.03,521.67,486.24,473.54,465.07,451.68,400.72,Upgrade
Revenue Growth (YoY),16.42%,5.69%,-1.89%,4.48%,7.29%,2.68%,1.82%,2.96%,12.72%,8.72%,Upgrade
Gross Profit,657.96,565.17,534.72,545.03,521.67,486.24,473.54,465.07,451.68,400.72,Upgrade
"Selling, General & Admin",283.62,258.45,240.07,211.12,194.65,176.38,177.43,169.87,154.49,125.41,Upgrade
Other Operating Expenses,74.31,73.58,75.46,71.13,69.77,53.65,47.97,45.68,52.27,40.69,Upgrade
Operating Expenses,357.92,332.03,315.53,282.25,264.42,230.03,225.4,215.55,206.75,166.1,Upgrade
Operating Income,300.04,233.14,219.19,262.78,257.24,256.22,248.13,249.52,244.93,234.62,Upgrade
Pretax Income,300.04,233.14,219.19,262.78,257.24,256.22,248.13,249.52,244.93,234.62,Upgrade
Income Tax,63.71,49.52,45.75,52.52,53.39,82.68,84.09,89.2,87.56,83.11,Upgrade
Net Income,236.33,183.62,173.44,210.26,203.85,173.53,164.05,160.32,157.36,151.51,Upgrade
Preferred Dividends,14.63,10.03,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,221.71,173.58,173.44,210.26,203.85,173.53,164.05,160.32,157.36,151.51,Upgrade
Net Income Growth,27.72%,0.08%,-17.51%,3.14%,17.47%,5.78%,2.33%,1.88%,3.87%,9.64%,Upgrade
Shares Outstanding (Basic),65,73,77,80,85,89,91,96,101,105,Upgrade
Shares Outstanding (Diluted),65,73,77,80,85,89,92,96,102,105,Upgrade
Shares Change,-9.87%,-5.43%,-4.68%,-5.42%,-4.61%,-2.93%,-4.31%,-5.45%,-3.10%,-2.16%,Upgrade
EPS (Basic),3.40,2.39,2.26,2.61,2.40,1.95,1.79,1.68,1.56,1.45,Upgrade
EPS (Diluted),3.39,2.39,2.26,2.61,2.40,1.94,1.78,1.67,1.55,1.45,Upgrade
EPS Growth,41.84%,5.75%,-13.41%,8.75%,23.71%,8.99%,6.59%,7.74%,6.90%,12.40%,Upgrade
Free Cash Flow Per Share,3.93,3.98,2.48,2.66,1.92,1.91,2.13,1.07,1.21,1.45,Upgrade
Dividend Per Share,0.950,0.910,0.870,0.790,0.670,0.840,0.550,0.537,0.410,0.340,Upgrade
Dividend Growth,4.40%,4.60%,10.13%,17.91%,-20.24%,52.73%,2.42%,30.98%,20.59%,13.33%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,45.60%,41.25%,40.99%,48.21%,49.31%,52.69%,52.40%,53.65%,54.23%,58.55%,Upgrade
Profit Margin,33.70%,30.71%,32.44%,38.58%,39.08%,35.69%,34.64%,34.47%,34.84%,37.81%,Upgrade
Free Cash Flow Margin,39.02%,51.02%,35.51%,39.28%,31.36%,34.85%,41.10%,22.11%,26.99%,37.98%,Upgrade
Effective Tax Rate,21.23%,21.24%,20.87%,19.99%,20.76%,32.27%,33.89%,35.75%,35.75%,35.42%,Upgrade
EBITDA,364.09,267.05,259.1,293.83,303.98,297.9,267.64,267.41,262.28,250.39,Upgrade
EBITDA Margin,55.34%,47.25%,48.46%,53.91%,58.27%,61.27%,56.52%,57.50%,58.07%,62.49%,Upgrade
Depreciation & Amortization,64.05,33.91,39.91,31.06,46.74,41.68,19.51,17.89,17.35,15.77,Upgrade
EBIT,300.04,233.14,219.19,262.78,257.24,256.22,248.13,249.52,244.93,234.62,Upgrade
EBIT Margin,45.60%,41.25%,40.99%,48.21%,49.31%,52.69%,52.40%,53.65%,54.23%,58.55%,Upgrade
