Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,29.43,27.37,21.46,21.86,20.83,18.86,17.7,16.97,16.12,15.06,Upgrade
Revenue Growth (YoY),7.54%,27.50%,-1.82%,4.97%,10.41%,6.57%,4.31%,5.25%,7.03%,-4.08%,Upgrade
Gross Profit,29.43,27.37,21.46,21.86,20.83,18.86,17.7,16.97,16.12,15.06,Upgrade
"Selling, General & Admin",15.05,14.37,13.87,13.76,13.21,12.4,11.7,11.49,11.16,10.8,Upgrade
Other Operating Expenses,3.21,4.27,4.49,3.84,4.12,4.04,4.25,4.16,4.2,3.97,Upgrade
Operating Expenses,18.26,18.64,18.35,17.6,17.32,16.44,15.94,15.66,15.36,14.78,Upgrade
Operating Income,11.17,8.73,3.11,4.26,3.5,2.42,1.76,1.31,0.76,0.28,Upgrade
Pretax Income,11.17,8.73,3.11,4.26,3.5,2.42,1.76,1.31,0.76,0.28,Upgrade
Income Tax,3.25,2.61,0.92,1.27,1.47,0.99,0.66,0.41,0.19,0.02,Upgrade
Net Income,7.92,6.12,2.19,3,2.03,1.42,1.09,0.9,0.57,0.26,Upgrade
Net Income Growth,29.40%,179.45%,-26.90%,47.59%,42.66%,30.43%,21.63%,56.27%,119.08%,-48.53%,Upgrade
Shares Outstanding (Basic),7,6,7,6,6,6,6,6,6,6,Upgrade
Shares Outstanding (Diluted),7,6,7,6,6,6,-,-,-,-,Upgrade
Shares Change,12.33%,-15.02%,22.06%,-,-,-,0.02%,0.07%,0.07%,0.07%,Upgrade
EPS (Basic),1.17,1.01,0.31,0.51,0.35,0.24,0.19,0.15,0.10,0.05,Upgrade
EPS (Diluted),1.17,1.01,0.31,0.51,0.35,0.24,0.19,0.15,0.10,0.05,Upgrade
EPS Growth,15.84%,225.81%,-39.22%,45.71%,45.83%,26.32%,26.67%,50.00%,100.00%,-44.44%,Upgrade
Free Cash Flow Per Share,1.59,1.46,0.19,0.98,0.74,0.57,1.43,2.13,1.19,1.83,Upgrade
Dividend Per Share,0.210,-,-,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,37.95%,31.88%,14.49%,19.49%,16.81%,12.81%,9.92%,7.72%,4.71%,1.88%,Upgrade
Profit Margin,26.91%,22.36%,10.20%,13.70%,9.75%,7.54%,6.16%,5.29%,3.56%,1.74%,Upgrade
Free Cash Flow Margin,36.74%,32.30%,6.38%,26.24%,20.83%,17.51%,47.06%,73.20%,43.08%,70.66%,Upgrade
Effective Tax Rate,29.10%,29.86%,29.60%,29.69%,42.02%,41.13%,37.83%,31.53%,24.37%,7.42%,Upgrade
EBITDA,12.01,9.56,3.97,5.13,4.36,3.23,2.53,2.16,1.68,1.21,Upgrade
EBITDA Margin,40.80%,34.93%,18.47%,23.48%,20.95%,17.14%,14.31%,12.70%,10.41%,8.03%,Upgrade
Depreciation & Amortization,0.84,0.84,0.85,0.87,0.86,0.82,0.78,0.85,0.92,0.93,Upgrade
EBIT,11.17,8.73,3.11,4.26,3.5,2.42,1.76,1.31,0.76,0.28,Upgrade
EBIT Margin,37.95%,31.88%,14.49%,19.49%,16.81%,12.81%,9.92%,7.72%,4.71%,1.88%,Upgrade
