Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,"7,040","6,552","5,769","6,213","7,150","6,865","6,498","6,145","5,733","5,103",Upgrade
Revenue Growth (YoY),7.45%,13.57%,-7.15%,-13.10%,4.15%,5.65%,5.74%,7.19%,12.35%,2.95%,Upgrade
Cost of Revenue,"5,347","4,704","4,896","4,996","5,584","5,280","4,944","4,878","4,478","3,750",Upgrade
Gross Profit,"1,693","1,848",873,"1,217","1,566","1,585","1,554","1,267","1,255","1,353",Upgrade
"Selling, General & Admin",255,264,279,276,654,595,539,515,473,504,Upgrade
Other Operating Expenses,230,155,167,239,211,181,151,112,82,89,Upgrade
Operating Expenses,485,419,446,515,865,776,690,627,555,593,Upgrade
Operating Income,"1,208","1,429",427,702,701,809,864,640,700,760,Upgrade
Interest Expense / Income,85,94,88,68,62,85,77,75,74,71,Upgrade
Other Expense / Income,-,-914,-418,-406,-13,2,19,18,-46,-18,Upgrade
Pretax Income,"1,123","2,249",757,"1,040",652,722,768,547,672,707,Upgrade
Income Tax,225,254,25,143,122,247,119,195,220,236,Upgrade
Net Income,898,"1,995",732,897,530,475,649,352,452,471,Upgrade
Net Income Growth,-54.99%,172.54%,-18.39%,69.25%,11.58%,-26.81%,84.38%,-22.12%,-4.03%,-3.48%,Upgrade
Shares Outstanding (Basic),85,85,89,90,89,88,87,88,89,89,Upgrade
Shares Outstanding (Diluted),85,86,89,91,91,90,89,89,91,91,Upgrade
Shares Change,-0.35%,-4.04%,-1.98%,0.44%,0.89%,1.47%,-1.01%,-1.76%,-0.22%,-4.90%,Upgrade
EPS (Basic),10.55,23.44,8.25,9.98,5.95,5.40,7.47,4.02,5.07,5.27,Upgrade
EPS (Diluted),10.53,23.30,8.20,9.85,5.85,5.28,7.33,3.94,4.97,5.16,Upgrade
EPS Growth,-54.81%,184.15%,-16.75%,68.38%,10.80%,-27.97%,86.04%,-20.72%,-3.68%,1.38%,Upgrade
Free Cash Flow Per Share,12.90,19.95,23.99,26.87,22.54,19.93,13.30,15.62,13.46,8.31,Upgrade
Dividend Per Share,14.310,28.060,3.850,4.950,4.450,4.787,2.152,2.030,1.910,1.805,Upgrade
Dividend Growth,-49.00%,628.83%,-22.22%,11.24%,-7.04%,122.44%,6.01%,6.28%,5.82%,86.08%,Upgrade
Gross Margin,24.05%,28.21%,15.13%,19.59%,21.90%,23.09%,23.92%,20.62%,21.89%,26.51%,Upgrade
Operating Margin,17.16%,21.81%,7.40%,11.30%,9.80%,11.78%,13.30%,10.41%,12.21%,14.89%,Upgrade
Profit Margin,12.76%,30.45%,12.69%,14.44%,7.41%,6.92%,9.99%,5.73%,7.88%,9.23%,Upgrade
Free Cash Flow Margin,15.60%,25.92%,36.89%,38.89%,28.06%,25.49%,17.79%,22.26%,20.90%,14.54%,Upgrade
Effective Tax Rate,20.04%,11.29%,3.30%,13.75%,18.71%,34.21%,15.49%,35.65%,32.74%,33.38%,Upgrade
EBITDA,"1,308","2,530","1,144","1,367",924,914,979,756,890,920,Upgrade
EBITDA Margin,18.58%,38.61%,19.83%,22.00%,12.92%,13.31%,15.07%,12.30%,15.52%,18.03%,Upgrade
Depreciation & Amortization,100,187,299,259,210,107,134,134,144,142,Upgrade
EBIT,"1,208","2,343",845,"1,108",714,807,845,622,746,778,Upgrade
EBIT Margin,17.16%,35.76%,14.65%,17.83%,9.99%,11.76%,13.00%,10.12%,13.01%,15.25%,Upgrade
