Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,76.33,74.11,61.72,61.85,57.24,51.38,49.17,60.58,46.96,51.17,Upgrade
Revenue Growth (YoY),2.99%,20.07%,-0.21%,8.06%,11.39%,4.50%,-18.83%,28.99%,-8.22%,13.47%,Upgrade
Gross Profit,76.33,74.11,61.72,61.85,57.24,51.38,49.17,60.58,46.96,51.17,Upgrade
"Selling, General & Admin",41.79,41.12,42.93,42.99,41.51,38.16,37.69,38.58,37.12,38.91,Upgrade
Other Operating Expenses,1.36,6.68,1,2.4,2.3,1.01,1.42,2.53,2.97,3.56,Upgrade
Operating Expenses,43.15,47.8,43.93,45.39,43.81,39.17,39.11,41.12,40.1,42.47,Upgrade
Operating Income,33.18,26.31,17.79,16.47,13.43,12.21,10.06,19.46,6.87,8.7,Upgrade
Pretax Income,33.18,26.31,17.79,16.47,13.43,12.21,10.06,19.46,6.87,8.7,Upgrade
Income Tax,8.13,6.54,3.95,3.34,2.76,6.95,2.78,6.47,1.27,2.22,Upgrade
Net Income,25.05,19.77,13.84,13.13,10.67,5.27,7.28,12.99,5.6,6.48,Upgrade
Preferred Dividends,0,0,0,0,0,1.22,2.03,2.7,2.6,1.78,Upgrade
Net Income Common,25.05,19.77,13.84,13.13,10.67,4.05,5.26,10.29,3,4.7,Upgrade
Net Income Growth,26.70%,42.84%,5.42%,23.08%,163.12%,-22.87%,-48.93%,243.49%,-36.21%,58.04%,Upgrade
Shares Outstanding (Basic),7,7,7,7,7,7,6,6,6,6,Upgrade
Shares Outstanding (Diluted),7,7,7,7,7,7,6,6,6,6,Upgrade
Shares Change,-0.83%,-4.22%,-1.24%,0.31%,2.12%,10.66%,0.24%,0.42%,0.25%,0.21%,Upgrade
EPS (Basic),3.77,2.95,1.98,1.85,1.51,0.58,0.84,1.65,0.48,0.76,Upgrade
EPS (Diluted),3.76,2.95,1.97,1.85,1.51,0.58,0.84,1.65,0.48,0.76,Upgrade
EPS Growth,27.46%,49.75%,6.49%,22.52%,160.34%,-30.95%,-49.09%,243.75%,-36.84%,58.33%,Upgrade
Free Cash Flow Per Share,3.50,2.82,2.08,1.75,1.25,1.05,1.25,3.34,0.51,3.09,Upgrade
Dividend Per Share,0.600,0.580,0.520,0.400,0.270,-,-,-,-,-,Upgrade
Dividend Growth,3.45%,11.54%,30.00%,48.15%,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.47%,35.50%,28.82%,26.62%,23.46%,23.77%,20.47%,32.13%,14.62%,17.00%,Upgrade
Profit Margin,32.82%,26.68%,22.42%,21.23%,18.64%,7.89%,10.69%,16.99%,6.38%,9.18%,Upgrade
Free Cash Flow Margin,30.46%,25.55%,23.60%,20.07%,15.39%,14.22%,15.92%,34.43%,6.74%,37.44%,Upgrade
Effective Tax Rate,24.51%,24.85%,22.19%,20.26%,20.58%,56.86%,27.65%,33.26%,18.51%,25.55%,Upgrade
EBITDA,36.83,29.74,21.34,19.86,15.87,14.11,11.76,21.23,8.81,10.74,Upgrade
EBITDA Margin,48.25%,40.13%,34.58%,32.10%,27.72%,27.46%,23.91%,35.05%,18.75%,20.99%,Upgrade
Depreciation & Amortization,3.65,3.43,3.55,3.39,2.44,1.9,1.69,1.77,1.94,2.04,Upgrade
EBIT,33.18,26.31,17.79,16.47,13.43,12.21,10.06,19.46,6.87,8.7,Upgrade
EBIT Margin,43.47%,35.50%,28.82%,26.62%,23.46%,23.77%,20.47%,32.13%,14.62%,17.00%,Upgrade
