Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,56.92,54.69,39.54,45.34,43.34,41.16,29.19,28.5,27.02,25.88,Upgrade
Revenue Growth (YoY),4.08%,38.32%,-12.79%,4.62%,5.28%,41.00%,2.42%,5.48%,4.42%,9.73%,Upgrade
Gross Profit,56.92,54.69,39.54,45.34,43.34,41.16,29.19,28.5,27.02,25.88,Upgrade
"Selling, General & Admin",25.39,24.74,22.65,22.93,21.38,19.27,14.56,13.74,12.7,11.8,Upgrade
Other Operating Expenses,12.64,7.25,7.14,7.11,7.37,8.22,6.31,6.34,4.78,5.07,Upgrade
Operating Expenses,38.03,31.99,29.79,30.03,28.74,27.49,20.87,20.08,17.48,16.87,Upgrade
Operating Income,18.89,22.7,9.75,15.3,14.59,13.68,8.32,8.43,9.54,9.01,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,0.37,-,Upgrade
Pretax Income,18.89,22.7,9.75,15.3,14.59,13.68,8.32,8.43,9.17,9.01,Upgrade
Income Tax,3.22,4.07,1.4,2.59,2.16,4.22,1.91,1.56,1.99,1.98,Upgrade
Net Income,15.67,18.63,8.35,12.71,12.43,9.46,6.42,6.87,7.18,7.03,Upgrade
Net Income Growth,-15.89%,123.18%,-34.32%,2.25%,31.48%,47.37%,-6.54%,-4.39%,2.16%,11.89%,Upgrade
Shares Outstanding (Basic),6,6,6,6,6,6,5,4,4,4,Upgrade
Shares Change,-3.36%,-6.44%,-0.69%,-0.82%,0.73%,42.83%,20.16%,-8.58%,1.10%,2.17%,Upgrade
EPS (Basic),2.60,3.01,1.31,1.96,1.92,1.56,1.52,1.71,1.76,1.74,Upgrade
EPS (Diluted),2.59,3.00,1.30,1.95,1.91,1.55,1.51,1.70,1.75,1.74,Upgrade
EPS Growth,-13.67%,130.77%,-33.33%,2.09%,23.23%,2.31%,-10.62%,-3.14%,0.86%,5.79%,Upgrade
Free Cash Flow Per Share,3.06,2.48,2.20,1.80,1.88,1.98,1.25,1.78,1.60,1.99,Upgrade
Dividend Per Share,0.810,0.690,0.600,0.570,0.585,0.540,0.540,0.535,0.520,0.520,Upgrade
Dividend Growth,17.39%,15.00%,5.26%,-2.56%,8.33%,0%,0.93%,2.88%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,33.19%,41.50%,24.66%,33.75%,33.67%,33.23%,28.50%,29.56%,35.32%,34.81%,Upgrade
Profit Margin,27.53%,34.07%,21.12%,28.04%,28.69%,22.97%,21.98%,24.08%,26.57%,27.16%,Upgrade
Free Cash Flow Margin,30.99%,27.09%,35.49%,25.50%,28.11%,30.90%,19.30%,23.42%,24.27%,31.16%,Upgrade
Effective Tax Rate,17.04%,17.91%,14.37%,16.94%,14.82%,30.87%,22.89%,18.54%,21.72%,21.97%,Upgrade
EBITDA,20.91,25.11,12.06,17.68,16.5,15.76,9.39,9.44,10.22,9.9,Upgrade
EBITDA Margin,36.74%,45.92%,30.50%,39.00%,38.08%,38.28%,32.15%,33.12%,37.82%,38.25%,Upgrade
Depreciation & Amortization,2.02,2.42,2.31,2.38,1.91,2.08,1.07,1.01,1.05,0.89,Upgrade
EBIT,18.89,22.7,9.75,15.3,14.59,13.68,8.32,8.43,9.17,9.01,Upgrade
EBIT Margin,33.19%,41.50%,24.66%,33.75%,33.67%,33.23%,28.50%,29.56%,33.94%,34.81%,Upgrade
