Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,222.11,229.93,189.5,190.25,187.94,178.39,173.59,170.41,168.4,175.42,Upgrade
Revenue Growth (YoY),-3.40%,21.33%,-0.39%,1.23%,5.35%,2.76%,1.87%,1.19%,-4.01%,4.02%,Upgrade
Gross Profit,222.11,229.93,189.5,190.25,187.94,178.39,173.59,170.41,168.4,175.42,Upgrade
"Selling, General & Admin",111.97,109.06,101.66,99.08,99.48,93.34,91.12,88.63,90.65,94.12,Upgrade
Other Operating Expenses,9.11,10.22,17.58,19.18,17.92,16.54,16.01,16.82,15.35,16.13,Upgrade
Operating Expenses,121.07,119.29,119.24,118.26,117.4,109.88,107.13,105.44,106,110.25,Upgrade
Operating Income,101.04,110.64,70.27,71.99,70.54,68.51,66.46,64.96,62.4,65.17,Upgrade
Pretax Income,101.04,110.64,70.27,71.99,70.54,68.51,66.46,64.96,62.4,65.17,Upgrade
Income Tax,19.23,22.7,10.76,7.45,11.31,17.02,19.12,18.53,19.15,20,Upgrade
Net Income,81.81,87.94,59.5,64.54,59.23,51.49,47.35,46.43,43.25,45.17,Upgrade
Net Income Growth,-6.97%,47.79%,-7.80%,8.97%,15.02%,8.76%,1.97%,7.35%,-4.25%,0.69%,Upgrade
Shares Outstanding (Basic),18,18,18,18,18,18,18,17,17,17,Upgrade
Shares Outstanding (Diluted),18,18,18,18,18,18,18,17,17,17,Upgrade
Shares Change,0.26%,0.27%,0.09%,0.21%,0.28%,0.50%,0.47%,0.49%,0.91%,0.98%,Upgrade
EPS (Basic),4.59,4.94,3.35,3.64,3.35,2.92,2.70,2.66,2.50,2.63,Upgrade
EPS (Diluted),4.58,4.94,3.35,3.64,3.35,2.92,2.70,2.66,2.49,2.62,Upgrade
EPS Growth,-7.29%,47.46%,-7.97%,8.66%,14.73%,8.15%,1.50%,6.83%,-4.96%,-0.38%,Upgrade
Free Cash Flow Per Share,5.28,6.42,3.43,4.57,3.55,3.40,3.30,3.04,3.21,5.17,Upgrade
Dividend Per Share,1.680,1.570,1.530,1.480,1.380,1.300,1.260,1.220,1.181,1.155,Upgrade
Dividend Growth,7.01%,2.61%,3.38%,7.25%,6.15%,3.17%,3.28%,3.30%,2.25%,1.67%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,45.49%,48.12%,37.08%,37.84%,37.53%,38.41%,38.29%,38.12%,37.05%,37.15%,Upgrade
Profit Margin,36.83%,38.25%,31.40%,33.92%,31.51%,28.87%,27.27%,27.25%,25.68%,25.75%,Upgrade
Free Cash Flow Margin,42.36%,49.65%,32.14%,42.54%,33.39%,33.62%,33.38%,31.09%,32.98%,50.54%,Upgrade
Effective Tax Rate,19.03%,20.52%,15.31%,10.35%,16.04%,24.84%,28.76%,28.53%,30.68%,30.69%,Upgrade
EBITDA,106.26,115.68,75.61,77.51,74.33,72.52,70.37,68.9,66.71,69.73,Upgrade
EBITDA Margin,47.84%,50.31%,39.90%,40.74%,39.55%,40.65%,40.54%,40.43%,39.62%,39.75%,Upgrade
Depreciation & Amortization,5.22,5.03,5.35,5.52,3.79,4.01,3.9,3.93,4.31,4.56,Upgrade
EBIT,101.04,110.64,70.27,71.99,70.54,68.51,66.46,64.96,62.4,65.17,Upgrade
EBIT Margin,45.49%,48.12%,37.08%,37.84%,37.53%,38.41%,38.29%,38.12%,37.05%,37.15%,Upgrade
