Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,91.29,81.81,82.51,83.67,76.68,70.71,67.96,65.37,60.96,61.67,Upgrade
Revenue Growth (YoY),11.58%,-0.85%,-1.38%,9.11%,8.44%,4.04%,3.96%,7.25%,-1.16%,-12.13%,Upgrade
Gross Profit,91.29,81.81,82.51,83.67,76.68,70.71,67.96,65.37,60.96,61.67,Upgrade
"Selling, General & Admin",39.92,38.36,38.52,36.94,36.94,36.17,36.56,35.89,34.49,33.97,Upgrade
Other Operating Expenses,8.3,7.73,7.21,7.28,7.39,7.52,9.22,11.07,11.42,13.89,Upgrade
Operating Expenses,48.23,46.09,45.73,44.22,44.33,43.69,45.78,46.95,45.91,47.86,Upgrade
Operating Income,43.06,35.72,36.79,39.44,32.35,27.03,22.18,18.42,15.05,13.82,Upgrade
Pretax Income,43.06,35.72,36.79,39.44,32.35,27.03,22.18,18.42,15.05,13.82,Upgrade
Income Tax,8.33,6.71,6.62,7.46,5.97,10.73,6.23,5.63,4.57,4.27,Upgrade
Net Income,34.73,29.01,30.17,31.98,26.38,16.29,15.95,12.79,10.47,9.55,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,17.58,Upgrade
Net Income Common,34.73,29.01,30.17,31.98,26.38,16.29,15.95,12.79,10.47,-8.03,Upgrade
Net Income Growth,19.70%,-3.82%,-5.67%,21.23%,61.91%,2.14%,24.68%,22.16%,-,-,Upgrade
Shares Outstanding (Basic),34,34,34,34,34,34,34,34,34,27,Upgrade
Shares Change,0.17%,0.26%,0.12%,0.14%,0.22%,0.06%,0.16%,0.19%,24.00%,0.66%,Upgrade
EPS (Basic),1.01,0.85,0.88,0.94,0.78,0.48,0.47,0.38,0.31,-0.29,Upgrade
EPS (Diluted),1.01,0.85,0.88,0.94,0.78,0.48,0.47,0.38,0.31,-0.29,Upgrade
EPS Growth,18.82%,-3.41%,-6.38%,20.51%,62.50%,2.13%,23.68%,22.58%,-,-,Upgrade
Free Cash Flow Per Share,0.99,1.03,0.84,0.85,0.83,0.69,0.62,0.72,0.81,1.11,Upgrade
Dividend Per Share,0.320,0.320,0.320,0.280,0.250,0.180,0.120,0.110,0.080,-,Upgrade
Dividend Growth,0%,0%,14.29%,12.00%,38.89%,50.00%,9.09%,37.50%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,47.17%,43.66%,44.58%,47.14%,42.19%,38.22%,32.64%,28.18%,24.68%,22.41%,Upgrade
Profit Margin,38.04%,35.46%,36.56%,38.22%,34.40%,23.04%,23.47%,19.57%,17.18%,-13.01%,Upgrade
Free Cash Flow Margin,37.30%,42.90%,34.53%,34.69%,36.97%,32.99%,31.01%,37.28%,44.85%,49.30%,Upgrade
Effective Tax Rate,19.35%,18.78%,18.00%,18.92%,18.46%,39.72%,28.09%,30.54%,30.39%,30.90%,Upgrade
EBITDA,44.62,38.45,39.41,41.65,34.91,29.31,24.99,21.39,18.19,16.89,Upgrade
EBITDA Margin,48.88%,46.99%,47.76%,49.79%,45.53%,41.45%,36.77%,32.72%,29.83%,27.38%,Upgrade
Depreciation & Amortization,1.56,2.72,2.62,2.21,2.56,2.29,2.81,2.97,3.14,3.07,Upgrade
EBIT,43.06,35.72,36.79,39.44,32.35,27.03,22.18,18.42,15.05,13.82,Upgrade
EBIT Margin,47.17%,43.66%,44.58%,47.14%,42.19%,38.22%,32.64%,28.18%,24.68%,22.41%,Upgrade
