Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Revenue,"1,398.35","1,614.5","1,501.4","1,397.68","1,362.03","1,187.04","1,029.26","1,129.97","1,043.43",773.36,Upgrade
Revenue Growth (YoY),-13.39%,7.53%,7.42%,2.62%,14.74%,15.33%,-8.91%,8.29%,34.92%,38.90%,Upgrade
Cost of Revenue,253.51,301.34,288.83,266.54,253.15,243.76,237,267.71,239,220.06,Upgrade
Gross Profit,"1,144.84","1,313.16","1,212.58","1,131.15","1,108.88",943.28,792.26,862.26,804.43,553.31,Upgrade
"Selling, General & Admin",520.93,522.87,527.29,524.62,527.42,473.82,415.14,453.64,378.92,274.75,Upgrade
Other Operating Expenses,161.73,157.02,151.72,160.18,176.16,144.92,135.61,126.37,117.04,80.2,Upgrade
Operating Expenses,682.66,679.89,679.01,684.8,703.58,618.74,550.75,580.01,495.95,354.95,Upgrade
Operating Income,462.17,633.27,533.56,446.35,405.3,324.54,241.51,282.25,308.47,198.36,Upgrade
Interest Expense / Income,153.31,169.65,209.36,217.77,237.36,204.16,198.37,186.56,166.94,73.27,Upgrade
Other Expense / Income,-2.12,27.5,41.98,28.37,5.31,-14.9,-71.63,23.4,-10.77,4.4,Upgrade
Pretax Income,310.99,436.12,282.22,200.2,162.64,135.28,114.78,72.3,152.3,120.69,Upgrade
Income Tax,116.43,85.34,70.37,32.33,46.75,52.05,38.21,27.16,48.57,45.39,Upgrade
Net Income,194.56,350.78,211.85,167.87,115.89,83.23,76.57,45.14,103.73,75.3,Upgrade
Net Income Growth,-44.53%,65.58%,26.20%,44.86%,39.24%,8.70%,69.65%,-56.49%,37.75%,8.38%,Upgrade
Shares Outstanding (Basic),24,30,31,31,28,26,26,26,26,25,Upgrade
Shares Outstanding (Diluted),26,31,32,31,29,26,26,27,27,26,Upgrade
Shares Change,-16.25%,-1.76%,0.75%,10.16%,8.21%,1.91%,-2.77%,-3.08%,4.93%,1.42%,Upgrade
EPS (Basic),8.06,11.64,6.74,5.38,4.09,3.20,2.98,1.75,4.01,3.05,Upgrade
EPS (Diluted),7.46,11.26,6.68,5.33,4.06,3.15,2.96,1.69,3.77,2.87,Upgrade
EPS Growth,-33.75%,68.56%,25.33%,31.28%,28.89%,6.42%,75.15%,-55.17%,31.36%,6.69%,Upgrade
Free Cash Flow Per Share,7.18,8.95,8.85,6.57,4.21,3.68,3.84,3.40,3.42,2.49,Upgrade
Gross Margin,81.87%,81.34%,80.76%,80.93%,81.41%,79.46%,76.97%,76.31%,77.09%,71.55%,Upgrade
Operating Margin,33.05%,39.22%,35.54%,31.93%,29.76%,27.34%,23.46%,24.98%,29.56%,25.65%,Upgrade
Profit Margin,13.91%,21.73%,14.11%,12.01%,8.51%,7.01%,7.44%,3.99%,9.94%,9.74%,Upgrade
Free Cash Flow Margin,12.40%,16.70%,18.53%,14.68%,8.76%,8.06%,9.59%,7.75%,8.48%,7.93%,Upgrade
Effective Tax Rate,37.44%,19.57%,24.94%,16.15%,28.75%,38.48%,33.29%,37.57%,31.89%,37.61%,Upgrade
EBITDA,514.79,655.85,534.36,459,441.22,379.42,348.01,292.01,346.34,207.5,Upgrade
EBITDA Margin,36.81%,40.62%,35.59%,32.84%,32.39%,31.96%,33.81%,25.84%,33.19%,26.83%,Upgrade
Depreciation & Amortization,50.49,50.08,42.78,41.03,41.23,39.98,34.87,33.16,27.1,13.55,Upgrade
EBIT,464.3,605.77,491.58,417.97,399.99,339.44,313.14,258.85,319.24,193.96,Upgrade
EBIT Margin,33.20%,37.52%,32.74%,29.90%,29.37%,28.60%,30.42%,22.91%,30.59%,25.08%,Upgrade
