Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,87.53,91.86,89.11,60,40.88,36.87,34.95,28.47,24.67,22.19,Upgrade
Revenue Growth (YoY),-4.71%,3.09%,48.51%,46.76%,10.89%,5.49%,22.77%,15.40%,11.19%,58.43%,Upgrade
Gross Profit,87.53,91.86,89.11,60,40.88,36.87,34.95,28.47,24.67,22.19,Upgrade
"Selling, General & Admin",61.01,63.28,51.19,38.15,29.27,24.79,22.57,21.67,19.55,15.57,Upgrade
Other Operating Expenses,12.68,9.3,9.48,7.89,5.72,5.85,5.45,4.05,3.36,5.3,Upgrade
Operating Expenses,73.68,72.58,60.67,46.03,34.99,30.64,28.02,25.73,22.91,20.86,Upgrade
Operating Income,13.85,19.28,28.44,13.97,5.9,6.23,6.93,2.74,1.76,1.32,Upgrade
Pretax Income,13.85,19.28,28.44,13.97,5.9,6.23,6.93,2.74,1.76,1.32,Upgrade
Income Tax,3.15,4.86,7.23,3.1,0.91,2.13,1.8,0.16,-0.35,-0.65,Upgrade
Net Income,10.7,14.42,21.21,10.87,4.98,4.1,5.13,2.58,2.11,1.97,Upgrade
Net Income Growth,-25.79%,-32.01%,95.05%,118.23%,21.42%,-20.05%,98.91%,22.22%,6.99%,-9.41%,Upgrade
Shares Outstanding (Basic),8,7,7,6,5,5,4,4,4,4,Upgrade
Shares Outstanding (Diluted),-,-,-,-,-,-,-,-,4,-,Upgrade
Shares Change,17.76%,0.30%,5.19%,17.26%,9.54%,32.31%,0.07%,-4.89%,1.86%,0.51%,Upgrade
EPS (Basic),1.45,2.17,3.12,1.69,0.92,1.01,1.36,0.68,0.54,0.51,Upgrade
EPS (Diluted),1.45,2.17,3.11,1.69,0.91,0.99,1.32,0.67,0.53,0.50,Upgrade
EPS Growth,-33.18%,-30.23%,84.02%,85.71%,-8.08%,-25.00%,97.01%,26.42%,6.00%,-10.71%,Upgrade
Free Cash Flow Per Share,3.26,6.73,-2.74,-1.17,1.19,3.30,2.82,1.51,1.86,-1.95,Upgrade
Dividend Per Share,0.525,0.445,0.385,0.375,0.365,0.340,0.315,0.305,0.290,0.286,Upgrade
Dividend Growth,17.98%,15.58%,2.67%,2.74%,7.35%,7.94%,3.28%,5.17%,1.40%,0.35%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,15.82%,20.99%,31.92%,23.28%,14.42%,16.90%,19.83%,9.64%,7.14%,5.96%,Upgrade
Profit Margin,12.23%,15.70%,23.80%,18.12%,12.19%,11.13%,14.68%,9.06%,8.56%,8.89%,Upgrade
Free Cash Flow Margin,29.70%,49.66%,-20.77%,-12.55%,15.94%,44.81%,30.48%,19.99%,29.50%,-34.34%,Upgrade
Effective Tax Rate,22.73%,25.22%,25.44%,22.16%,15.50%,34.15%,25.96%,5.94%,-19.88%,-49.13%,Upgrade
EBITDA,21.56,27.11,35.53,17.87,8.38,8.29,9.24,4.77,3.54,3.01,Upgrade
EBITDA Margin,24.63%,29.51%,39.88%,29.78%,20.50%,22.47%,26.43%,16.77%,14.34%,13.55%,Upgrade
Depreciation & Amortization,7.71,7.83,7.09,3.9,2.49,2.06,2.31,2.03,1.78,1.68,Upgrade
EBIT,13.85,19.28,28.44,13.97,5.9,6.23,6.93,2.74,1.76,1.32,Upgrade
EBIT Margin,15.82%,20.99%,31.92%,23.28%,14.42%,16.90%,19.83%,9.64%,7.14%,5.96%,Upgrade
