Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"3,351.98","2,907.13","2,163.61","2,295.8","2,159.3","1,595.71","1,549.98","1,687.05","1,061.45","1,529.48",Upgrade
Revenue Growth (YoY),15.30%,34.37%,-5.76%,6.32%,35.32%,2.95%,-8.12%,58.94%,-30.60%,9.56%,Upgrade
Gross Profit,"3,351.98","2,907.13","2,163.61","2,295.8","2,159.3","1,595.71","1,549.98","1,687.05","1,061.45","1,529.48",Upgrade
"Selling, General & Admin","1,620.06","1,436.81","1,349.7","1,306.07","1,208.26","1,047.88","1,067.53","1,050.52",972.98,982.37,Upgrade
Other Operating Expenses,126.37,112.47,108.13,171.42,200.78,209.32,188.1,237.7,220.18,236.23,Upgrade
Operating Expenses,"1,746.42","1,549.28","1,457.83","1,477.48","1,409.04","1,257.2","1,255.64","1,288.22","1,193.15","1,218.6",Upgrade
Operating Income,"1,605.56","1,357.86",705.78,818.32,750.26,338.51,294.34,398.83,-131.7,310.88,Upgrade
Other Expense / Income,372,115.36,88.98,3.72,16.25,3.72,2.59,2.38,127.24,-33.4,Upgrade
Pretax Income,"1,233.56","1,242.5",616.8,814.59,734.01,334.79,291.75,396.45,-258.93,344.28,Upgrade
Income Tax,132.33,309.02,111.94,147.18,119.58,230.83,78.78,-495.17,58.28,-251.33,Upgrade
Net Income,"1,101.23",933.48,504.86,667.41,614.44,103.96,212.97,891.62,-317.21,595.6,Upgrade
Net Income Growth,17.97%,84.90%,-24.35%,8.62%,491.04%,-51.19%,-76.11%,-,-,146.57%,Upgrade
Shares Outstanding (Basic),73,80,84,97,100,102,104,104,103,103,Upgrade
Shares Change,-8.97%,-5.22%,-12.91%,-3.60%,-1.67%,-1.66%,0.19%,0.12%,0.11%,0.24%,Upgrade
EPS (Basic),14.65,11.49,5.88,6.89,6.07,1.02,2.06,8.66,-3.08,5.80,Upgrade
EPS (Diluted),14.63,11.46,5.87,6.88,6.06,1.02,2.06,8.65,-3.08,5.78,Upgrade
EPS Growth,27.66%,95.23%,-14.68%,13.53%,494.12%,-50.49%,-76.18%,-,-,145.96%,Upgrade
Free Cash Flow Per Share,12.67,11.95,7.66,6.70,7.73,5.72,4.87,5.99,8.08,7.65,Upgrade
Dividend Per Share,2.200,1.750,1.600,1.200,1.000,1.000,0.600,0.300,-,-,Upgrade
Dividend Growth,25.71%,9.38%,33.33%,20.00%,0%,66.67%,100.00%,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,47.90%,46.71%,32.62%,35.64%,34.75%,21.21%,18.99%,23.64%,-12.41%,20.33%,Upgrade
Profit Margin,32.85%,32.11%,23.33%,29.07%,28.46%,6.51%,13.74%,52.85%,-29.88%,38.94%,Upgrade
Free Cash Flow Margin,27.48%,32.81%,29.82%,28.24%,35.94%,36.57%,32.59%,36.77%,78.79%,51.71%,Upgrade
Effective Tax Rate,10.73%,24.87%,18.15%,18.07%,16.29%,68.95%,27.00%,-124.90%,-,-73.00%,Upgrade
EBITDA,"1,291.94","1,306.73",681.65,882.03,796.64,392.53,350.77,454.94,-202.36,402.32,Upgrade
EBITDA Margin,38.54%,44.95%,31.51%,38.42%,36.89%,24.60%,22.63%,26.97%,-19.06%,26.30%,Upgrade
Depreciation & Amortization,58.38,64.24,64.85,67.44,62.63,57.74,59.02,58.49,56.57,58.05,Upgrade
EBIT,"1,233.56","1,242.5",616.8,814.59,734.01,334.79,291.75,396.45,-258.93,344.28,Upgrade
EBIT Margin,36.80%,42.74%,28.51%,35.48%,33.99%,20.98%,18.82%,23.50%,-24.39%,22.51%,Upgrade
