Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,321.69,280.98,287.26,267.87,207.75,190.88,175.05,157.13,143.67,139.71,Upgrade
Revenue Growth (YoY),14.49%,-2.19%,7.24%,28.94%,8.84%,9.04%,11.40%,9.37%,2.83%,43.27%,Upgrade
Gross Profit,321.69,280.98,287.26,267.87,207.75,190.88,175.05,157.13,143.67,139.71,Upgrade
"Selling, General & Admin",60.8,53.08,47.91,50.18,39.58,40.22,38.61,37.37,26.81,25.53,Upgrade
Other Operating Expenses,12.66,15.55,18.32,17.6,19.04,15.92,12.09,15.43,15.48,10.78,Upgrade
Operating Expenses,73.46,68.63,66.23,67.78,58.62,56.14,50.69,52.8,42.29,36.31,Upgrade
Operating Income,248.23,212.34,221.03,200.09,149.14,134.74,124.36,104.34,101.37,103.4,Upgrade
Interest Expense / Income,54.75,54.45,59.61,54.6,39.44,37.86,32.02,30.83,28.04,30.33,Upgrade
Other Expense / Income,85.99,-24.19,-70.12,-30.33,32.23,17.45,23.64,30.59,2.14,-26.38,Upgrade
Pretax Income,107.5,182.08,231.55,175.82,77.47,79.44,68.7,42.92,71.19,99.45,Upgrade
Income Tax,5.42,7.93,4.29,2.23,0.97,0.44,0,0,0,0,Upgrade
Net Income,102.08,174.16,227.26,173.6,76.5,79,68.7,42.92,71.19,99.45,Upgrade
Net Income Growth,-41.38%,-23.37%,30.91%,126.94%,-3.17%,14.98%,60.09%,-39.71%,-28.42%,112.68%,Upgrade
Shares Outstanding (Basic),125,115,112,101,91,83,74,69,62,59,Upgrade
Shares Outstanding (Diluted),127,116,112,102,91,83,74,70,63,60,Upgrade
Shares Change,9.23%,3.29%,10.53%,11.54%,10.19%,12.02%,5.90%,10.18%,4.86%,22.65%,Upgrade
EPS (Basic),0.80,1.50,2.02,1.71,0.83,0.95,0.91,0.60,1.12,1.67,Upgrade
EPS (Diluted),0.79,1.49,2.01,1.71,0.83,0.95,0.91,0.59,1.10,1.63,Upgrade
EPS Growth,-46.98%,-25.87%,17.54%,106.02%,-12.63%,4.40%,54.24%,-46.36%,-32.52%,75.27%,Upgrade
Free Cash Flow Per Share,-3.39,1.12,1.85,-2.39,-2.74,-0.23,-1.88,-1.65,-0.43,1.75,Upgrade
Dividend Per Share,1.970,1.550,1.380,1.330,1.260,1.240,1.240,1.240,1.240,1.110,Upgrade
Dividend Growth,27.10%,12.32%,3.76%,5.56%,1.61%,0%,0%,0%,11.71%,16.84%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,77.17%,75.57%,76.94%,74.70%,71.78%,70.59%,71.04%,66.40%,70.56%,74.01%,Upgrade
Profit Margin,31.73%,61.98%,79.11%,64.81%,36.82%,41.39%,39.25%,27.31%,49.55%,71.18%,Upgrade
Free Cash Flow Margin,-132.09%,45.74%,72.29%,-90.06%,-120.07%,-9.78%,-79.20%,-72.90%,-18.60%,73.93%,Upgrade
Effective Tax Rate,5.04%,4.35%,1.85%,1.27%,1.25%,0.55%,-,-,-,-,Upgrade
EBITDA,162.45,236.85,291.57,230.68,117.1,117.49,100.92,73.94,99.5,130.03,Upgrade
EBITDA Margin,50.50%,84.29%,101.50%,86.12%,56.37%,61.55%,57.65%,47.06%,69.25%,93.07%,Upgrade
Depreciation & Amortization,0.2,0.32,0.42,0.26,0.2,0.2,0.2,0.19,0.27,0.25,Upgrade
EBIT,162.25,236.53,291.15,230.42,116.9,117.29,100.72,73.75,99.23,129.78,Upgrade
EBIT Margin,50.44%,84.18%,101.36%,86.02%,56.27%,61.45%,57.54%,46.94%,69.07%,92.89%,Upgrade
