Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,-10.01,6.32,3.65,1.79,3.47,1.57,0.88,2.1,2.43,1.21,Upgrade
Revenue Growth (YoY),-,73.07%,104.00%,-48.39%,121.48%,78.33%,-58.20%,-13.62%,101.20%,75.50%,Upgrade
Cost of Revenue,1.37,2.22,2.02,-5.86,11.7,4.67,3.28,1.35,10.63,12.7,Upgrade
Gross Profit,-11.37,4.1,1.63,7.65,-8.23,-3.1,-2.4,0.75,-8.2,-11.49,Upgrade
"Selling, General & Admin",0.95,0.91,0.9,1.08,1.03,1.31,1.24,1.2,2.58,1.36,Upgrade
Other Operating Expenses,0.12,0.12,0.12,0.12,0.11,0.11,0.19,0,0,0,Upgrade
Operating Expenses,1.07,1.03,1.01,1.2,1.15,1.42,1.43,1.2,2.58,1.36,Upgrade
Operating Income,-12.45,3.06,0.62,6.45,-9.38,-4.52,-3.84,-0.45,-10.78,-12.85,Upgrade
Other Expense / Income,51.7,10.45,15.73,87.25,-37.68,-30.7,20.83,13.7,-26.76,-63.21,Upgrade
Pretax Income,-64.15,-7.39,-15.1,-80.8,28.31,26.18,-24.66,-14.15,15.98,50.36,Upgrade
Income Tax,0,0,7.84,-16.28,8.43,0,0,0,0,0,Upgrade
Net Income,-64.15,-7.39,-22.95,-64.53,19.87,26.18,-24.66,-14.15,15.98,50.36,Upgrade
Net Income Growth,-,-,-,-,-24.09%,-,-,-,-68.26%,-,Upgrade
Shares Outstanding (Basic),7,7,7,7,7,7,7,8,9,9,Upgrade
Shares Change,-,-,-3.98%,-,-3.39%,-,-3.53%,-15.09%,-,6.03%,Upgrade
EPS (Basic),-9.31,-1.07,-3.31,-8.99,2.73,3.59,-3.26,-1.82,1.77,5.80,Upgrade
EPS (Diluted),-9.31,-1.07,-3.31,-8.99,2.73,3.59,-3.26,-1.82,1.77,5.80,Upgrade
EPS Growth,-,-,-,-,-23.96%,-,-,-,-69.48%,-,Upgrade
Free Cash Flow Per Share,-,-,0.29,-,0.30,-0.10,0.43,-6.26,5.40,-7.08,Upgrade
Dividend Per Share,-,-,-,-,0.034,-,-,-,5.860,0.317,Upgrade
Dividend Growth,-,-,-,-,-,-,-,-,1748.58%,-,Upgrade
Gross Margin,-,64.85%,44.75%,427.22%,-237.36%,-198.06%,-273.75%,35.80%,-337.07%,-950.82%,Upgrade
Operating Margin,-,48.48%,17.02%,360.26%,-270.39%,-288.57%,-436.83%,-21.35%,-443.17%,-1063.36%,Upgrade
Profit Margin,-,-116.92%,-628.52%,-3605.65%,573.05%,1671.97%,-2808.76%,-673.60%,657.27%,4166.61%,Upgrade
Free Cash Flow Margin,-,-0.01%,54.80%,-,61.65%,-46.35%,361.31%,-2296.66%,2014.62%,-5317.29%,Upgrade
Effective Tax Rate,-,-,-,-,29.79%,-,-,-,-,-,Upgrade
EBITDA,-64.15,-7.39,-15.1,-80.8,28.31,26.18,-24.66,-14.15,15.98,50.36,Upgrade
EBITDA Margin,-,-116.92%,-413.71%,-4515.05%,816.22%,1671.97%,-2808.76%,-673.60%,657.27%,4166.61%,Upgrade
EBIT,-64.15,-7.39,-15.1,-80.8,28.31,26.18,-24.66,-14.15,15.98,50.36,Upgrade
EBIT Margin,-,-116.92%,-413.71%,-4515.05%,816.22%,1671.97%,-2808.76%,-673.60%,657.27%,4166.61%,Upgrade
