Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,886.23,729.55,822.78,847.23,812.16,747.95,730.51,720,745.77,809.53,Upgrade
Revenue Growth (YoY),21.48%,-11.33%,-2.89%,4.32%,8.58%,2.39%,1.46%,-3.46%,-7.88%,-15.74%,Upgrade
Cost of Revenue,358.08,280.07,373.58,352.78,330.61,312.44,302.28,316.98,323.91,329.09,Upgrade
Gross Profit,528.15,449.49,449.2,494.45,481.55,435.51,428.23,403.02,421.86,480.43,Upgrade
"Selling, General & Admin",421.76,387.33,390.9,414.24,388.48,358.45,369.49,367.93,373.68,372.18,Upgrade
Other Operating Expenses,31.47,30.98,106.68,33.2,25.95,24.02,29.57,77.54,38.62,74.67,Upgrade
Operating Expenses,453.23,418.32,497.59,447.44,414.43,382.47,399.06,445.46,412.3,446.85,Upgrade
Operating Income,74.92,31.17,-48.38,47.01,67.12,53.04,29.17,-42.44,9.55,33.58,Upgrade
Interest Expense / Income,9.97,22.18,22.47,32.64,27.83,27.8,16.48,16.39,7.91,16.19,Upgrade
Other Expense / Income,-2.76,-7.07,-0.76,9.43,-16.38,-17.27,84.08,44.39,64.91,-14.01,Upgrade
Pretax Income,67.71,16.06,-70.1,4.95,55.67,42.5,-71.38,-103.22,-63.27,31.41,Upgrade
Income Tax,17.55,7.45,-1.63,2.41,18.39,11.09,9.36,-14.03,4.45,9.1,Upgrade
Net Income,50.16,8.61,-68.46,2.54,37.28,31.41,-80.74,-89.19,-67.72,22.31,Upgrade
Net Income Growth,482.44%,-,-,-93.18%,18.69%,-,-,-,-,-83.70%,Upgrade
Shares Outstanding (Basic),56,56,55,55,54,54,54,54,54,54,Upgrade
Shares Outstanding (Diluted),82,56,55,56,58,54,54,54,54,54,Upgrade
Shares Change,47.28%,1.15%,-1.20%,-3.30%,6.49%,-0.11%,0.11%,0.41%,0.76%,5.09%,Upgrade
EPS (Basic),0.89,0.15,-1.24,0.05,0.70,0.61,-0.15,-0.94,0.08,0.41,Upgrade
EPS (Diluted),0.70,0.15,-1.24,0.05,0.66,0.61,-0.15,-0.94,0.08,0.41,Upgrade
EPS Growth,366.67%,-,-,-92.42%,8.20%,-,-,-,-80.49%,-84.64%,Upgrade
Free Cash Flow Per Share,0.61,0.41,0.37,1.17,0.89,0.47,1.01,1.02,1.15,1.38,Upgrade
Gross Margin,59.60%,61.61%,54.60%,58.36%,59.29%,58.23%,58.62%,55.97%,56.57%,59.35%,Upgrade
Operating Margin,8.45%,4.27%,-5.88%,5.55%,8.26%,7.09%,3.99%,-5.89%,1.28%,4.15%,Upgrade
Profit Margin,5.66%,1.18%,-8.32%,0.30%,4.59%,4.20%,-11.05%,-12.39%,-9.08%,2.76%,Upgrade
Free Cash Flow Margin,3.91%,3.13%,2.50%,7.63%,5.97%,3.43%,7.51%,7.73%,8.36%,9.11%,Upgrade
Effective Tax Rate,25.92%,46.38%,-,48.64%,33.03%,26.10%,-,-,-,28.97%,Upgrade
EBITDA,162.03,117.39,28.85,66.38,108.99,93.97,-26.26,-49.8,-16.73,82.51,Upgrade
EBITDA Margin,18.28%,16.09%,3.51%,7.84%,13.42%,12.56%,-3.59%,-6.92%,-2.24%,10.19%,Upgrade
Depreciation & Amortization,84.34,79.15,76.48,28.8,25.48,23.66,28.65,37.03,38.63,34.92,Upgrade
EBIT,77.69,38.24,-47.62,37.58,83.51,70.31,-54.91,-86.83,-55.36,47.59,Upgrade
EBIT Margin,8.77%,5.24%,-5.79%,4.44%,10.28%,9.40%,-7.52%,-12.06%,-7.42%,5.88%,Upgrade
