Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,"7,507","7,832","8,284","7,705","7,901","7,513","8,369","8,548","8,729","8,625",Upgrade
Revenue Growth (YoY),-4.15%,-5.46%,7.51%,-2.48%,5.16%,-10.23%,-2.09%,-2.07%,1.21%,-10.53%,Upgrade
Cost of Revenue,"4,745","4,891","5,763","5,636","6,217","5,771","5,941","5,869","7,155","5,475",Upgrade
Gross Profit,"2,762","2,941","2,521","2,069","1,684","1,742","2,428","2,679","1,574","3,150",Upgrade
"Selling, General & Admin","1,371","1,223",935,909,943,957,"1,273","1,309","1,138","1,244",Upgrade
Other Operating Expenses,307,377,463,408,348,392,498,966,"1,302",463,Upgrade
Operating Expenses,"1,678","1,600","1,398","1,317","1,291","1,349","1,771","2,275","2,440","1,707",Upgrade
Operating Income,"1,084","1,341","1,123",752,393,393,657,404,-866,"1,443",Upgrade
Interest Expense / Income,106,160,195,231,256,266,337,419,433,450,Upgrade
Other Expense / Income,130,14,520,39,-52,-284,239,609,39,120,Upgrade
Pretax Income,848,"1,167",408,482,189,411,81,-624,"-1,338",873,Upgrade
Income Tax,239,263,230,139,70,-406,358,-9,-94,313,Upgrade
Net Income,609,904,178,343,119,817,-277,-615,"-1,244",560,Upgrade
Net Income Growth,-32.63%,407.87%,-48.10%,188.24%,-85.43%,-,-,-,-,72.31%,Upgrade
Shares Outstanding (Basic),505,507,505,503,500,499,498,497,496,494,Upgrade
Shares Outstanding (Diluted),511,515,512,510,500,501,498,497,496,499,Upgrade
Shares Change,-0.72%,0.61%,0.37%,1.86%,-0.20%,0.62%,0.18%,0.20%,-0.46%,0.87%,Upgrade
EPS (Basic),1.21,1.78,0.35,0.68,0.24,1.64,-0.56,-1.24,-2.51,1.13,Upgrade
EPS (Diluted),1.19,1.76,0.35,0.67,0.24,1.63,-0.56,-1.24,-2.51,1.12,Upgrade
EPS Growth,-32.39%,402.86%,-47.76%,179.17%,-85.28%,-,-,-,-,69.70%,Upgrade
Free Cash Flow Per Share,2.08,0.86,3.88,4.13,3.26,5.12,3.76,3.20,4.91,2.83,Upgrade
Gross Margin,36.79%,37.55%,30.43%,26.85%,21.31%,23.19%,29.01%,31.34%,18.03%,36.52%,Upgrade
Operating Margin,14.44%,17.12%,13.56%,9.76%,4.97%,5.23%,7.85%,4.73%,-9.92%,16.73%,Upgrade
Profit Margin,8.11%,11.54%,2.15%,4.45%,1.51%,10.87%,-3.31%,-7.19%,-14.25%,6.49%,Upgrade
Free Cash Flow Margin,13.97%,5.58%,23.66%,26.98%,20.67%,33.99%,22.37%,18.61%,27.93%,16.22%,Upgrade
Effective Tax Rate,28.18%,22.54%,56.37%,28.84%,37.04%,-98.78%,441.98%,-,-,35.85%,Upgrade
EBITDA,954,"1,327",603,713,445,677,418,-205,-905,"1,323",Upgrade
EBITDA Margin,12.71%,16.94%,7.28%,9.25%,5.63%,9.01%,4.99%,-2.40%,-10.37%,15.34%,Upgrade
EBIT,954,"1,327",603,713,445,677,418,-205,-905,"1,323",Upgrade
EBIT Margin,12.71%,16.94%,7.28%,9.25%,5.63%,9.01%,4.99%,-2.40%,-10.37%,15.34%,Upgrade
