Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,213.78,183.02,178.29,165.4,149.02,138.5,148.6,138.99,143.55,139.86,Upgrade
Revenue Growth (YoY),16.81%,2.65%,7.79%,11.00%,7.59%,-6.80%,6.92%,-3.18%,2.64%,0.12%,Upgrade
Gross Profit,213.78,183.02,178.29,165.4,149.02,138.5,148.6,138.99,143.55,139.86,Upgrade
"Selling, General & Admin",123.7,116.11,112.44,103.71,90.36,87.83,89.01,96.63,93.65,92.5,Upgrade
Other Operating Expenses,2.33,1.29,0.32,0.69,0.93,0.92,1.3,1.77,1.93,2.05,Upgrade
Operating Expenses,126.02,117.41,112.76,104.41,91.29,88.75,90.31,98.4,95.58,94.55,Upgrade
Operating Income,87.76,65.61,65.54,61,57.73,49.75,58.3,40.59,47.96,45.3,Upgrade
Pretax Income,87.76,65.61,65.54,61,57.73,49.75,58.3,40.59,47.96,45.3,Upgrade
Income Tax,16.65,12.63,11.69,12.13,11.15,20.62,19.88,10.39,14.19,13.77,Upgrade
Net Income,71.11,52.99,53.84,48.87,46.58,29.13,38.41,30.2,33.77,31.53,Upgrade
Net Income Growth,34.20%,-1.59%,10.17%,4.91%,59.91%,-24.16%,27.21%,-10.59%,7.10%,-3.89%,Upgrade
Shares Outstanding (Basic),12,13,14,13,12,12,12,13,13,13,Upgrade
Shares Outstanding (Diluted),12,13,14,13,12,12,12,13,13,13,Upgrade
Shares Change,-7.42%,-3.83%,6.61%,4.97%,0.25%,-0.75%,-4.04%,-2.95%,-0.63%,0.53%,Upgrade
EPS (Basic),5.82,4.02,3.93,3.80,3.80,2.38,3.12,2.35,2.55,2.37,Upgrade
EPS (Diluted),5.82,4.02,3.93,3.80,3.80,2.38,3.12,2.35,2.55,2.37,Upgrade
EPS Growth,44.78%,2.29%,3.42%,0%,59.66%,-23.72%,32.77%,-7.84%,7.59%,-4.44%,Upgrade
Free Cash Flow Per Share,6.33,3.88,5.36,3.79,4.52,3.86,3.10,2.94,3.97,4.52,Upgrade
Dividend Per Share,1.170,1.060,1.040,1.030,1.020,2.500,0.990,0.980,0.970,0.480,Upgrade
Dividend Growth,10.38%,1.92%,0.97%,0.98%,-59.20%,152.53%,1.02%,1.03%,102.08%,-49.47%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.05%,35.85%,36.76%,36.88%,38.74%,35.92%,39.23%,29.20%,33.41%,32.39%,Upgrade
Profit Margin,33.26%,28.95%,30.20%,29.55%,31.26%,21.03%,25.85%,21.73%,23.53%,22.55%,Upgrade
Free Cash Flow Margin,36.19%,27.99%,41.23%,29.50%,37.20%,34.05%,25.67%,27.17%,36.61%,43.03%,Upgrade
Effective Tax Rate,18.97%,19.24%,17.84%,19.88%,19.31%,41.45%,34.11%,25.60%,29.58%,30.39%,Upgrade
EBITDA,93.87,71.77,71.63,65.83,61.89,54.18,63.26,46.08,53.94,50.78,Upgrade
EBITDA Margin,43.91%,39.21%,40.17%,39.80%,41.53%,39.12%,42.57%,33.15%,37.58%,36.31%,Upgrade
Depreciation & Amortization,6.11,6.15,6.09,4.83,4.16,4.43,4.97,5.49,5.98,5.48,Upgrade
EBIT,87.76,65.61,65.54,61,57.73,49.75,58.3,40.59,47.96,45.3,Upgrade
EBIT Margin,41.05%,35.85%,36.76%,36.88%,38.74%,35.92%,39.23%,29.20%,33.41%,32.39%,Upgrade
