Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1987
Revenue,"54,216","48,406","46,812","52,322","49,714","50,121","45,726","48,407","50,689","47,282",Upgrade
Revenue Growth (YoY),12.00%,3.41%,-10.53%,5.25%,-0.81%,9.61%,-5.54%,-4.50%,7.21%,-7.76%,Upgrade
Gross Profit,"54,216","48,406","46,812","52,322",0,0,0,0,0,0,Upgrade
Selling & Marketing,559,510,523,685,646,757,691,705,655,630,Upgrade
General & Administrative,"19,800","17,591","17,260","19,072","19,151","19,060","17,562","19,066","20,177","20,984",Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,"-2,192","-1,917","-1,261",Upgrade
Operating Income,"46,902","26,111","10,608","32,444",0,0,0,0,0,0,Upgrade
Interest Income,"71,430","46,463","45,741","56,785","54,325","56,041","55,156","57,198","54,656","51,447",Upgrade
Interest Expense,"32,811","13,093","13,747","21,502","19,984","21,745","24,067","24,386","25,109","25,512",Upgrade
Other Expense / Income,"71,430","46,463","44,678","56,785","21,645","23,793","21,603","24,633","20,013","19,452",Upgrade
Pretax Income,"15,250","14,547","-2,076","12,543","14,201","12,091","10,768","9,547","10,679","7,652",Upgrade
Income Tax,"4,486","4,894","5,632","4,427","4,886","3,884","3,282","2,213","3,718","2,113",Upgrade
Net Income,"9,605","8,124","-7,708","6,515","7,810","6,619","6,204","5,966","5,816","4,370",Upgrade
Net Income Growth,18.23%,-,-,-16.58%,17.99%,6.69%,3.99%,2.58%,33.09%,98.19%,Upgrade
Shares Outstanding (Basic),"16,848","17,272","17,316","17,059","18,150","16,064","15,042","15,226","12,670","11,400",Upgrade
Shares Outstanding (Diluted),"16,904","17,321","17,316","17,097","18,191","16,064","15,042","15,572","12,696","11,400",Upgrade
Shares Change,-2.41%,0.03%,1.28%,-6.02%,13.24%,6.79%,-3.40%,22.65%,11.37%,11.11%,Upgrade
EPS (Basic),0.54,0.44,-0.45,0.35,0.43,0.39,0.39,0.43,0.46,0.38,Upgrade
EPS (Diluted),0.54,0.44,-0.45,0.35,0.43,0.39,0.39,0.42,0.46,0.38,Upgrade
EPS Growth,22.73%,-,-,-18.48%,11.17%,-1.71%,-6.82%,-7.95%,19.50%,81.82%,Upgrade
Free Cash Flow Per Share,1.00,2.62,3.33,-0.63,-0.48,1.94,0.90,0.24,-0.94,-3.33,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,-,-,-,-,-,-,Upgrade
Operating Margin,86.51%,53.94%,22.66%,62.01%,-,-,-,-,-,-,Upgrade
Profit Margin,17.72%,16.78%,-16.47%,12.45%,15.71%,13.21%,13.57%,12.32%,11.47%,9.24%,Upgrade
Free Cash Flow Margin,31.11%,93.56%,123.12%,-20.55%,-17.66%,62.25%,29.49%,7.48%,-23.38%,-80.35%,Upgrade
Effective Tax Rate,29.42%,33.64%,-,35.29%,34.41%,32.12%,30.48%,23.18%,34.82%,27.61%,Upgrade
EBITDA,"49,887","28,867","13,418","35,445","35,105","34,841","35,917","34,983","36,930","34,386",Upgrade
EBITDA Margin,92.02%,59.64%,28.66%,67.74%,70.61%,69.51%,78.55%,72.27%,72.86%,72.73%,Upgrade
Depreciation & Amortization,"2,985","2,756","2,810","3,001","2,425","2,593","2,364","2,418","2,287","2,391",Upgrade
EBIT,"46,902","26,111","10,608","32,444","32,680","32,248","33,553","32,565","34,643","31,995",Upgrade
EBIT Margin,86.51%,53.94%,22.66%,62.01%,65.74%,64.34%,73.38%,67.27%,68.34%,67.67%,Upgrade
