Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1985
Revenue,-42.16,20.54,5.1,18.95,4.19,14.35,-10.85,-12.62,-5.51,0.62,Upgrade
Revenue Growth (YoY),-,302.35%,-73.07%,352.52%,-70.82%,-,-,-,-,-,Upgrade
Gross Profit,-42.16,20.54,5.1,18.95,4.19,14.35,-10.85,-12.62,-5.51,0.62,Upgrade
General & Administrative,1.82,1.56,1.66,1.37,1.35,1.88,2.57,2.74,2.82,2.59,Upgrade
Other Operating Expenses,1.05,4.71,2.32,4.36,1.72,2.98,2.85,4.57,5.22,5.78,Upgrade
Operating Expenses,2.87,6.28,3.98,5.73,3.07,4.86,5.42,7.31,8.04,8.38,Upgrade
Operating Income,-45.03,14.26,1.11,13.18,1,9.43,-15.48,-19.47,-13.17,-7.64,Upgrade
Interest Income,0,2.47,2.43,0.16,0.11,0.68,0.67,0.64,0.38,0.34,Upgrade
Interest Expense,0,0,0,0,0,0,0.89,0.77,0.38,0.12,Upgrade
Other Expense / Income,-,2.47,2.43,0.16,0.11,0.68,0.58,0.33,0.38,0.34,Upgrade
Pretax Income,-45.03,14.26,1.13,13.22,1.12,9.49,-16.27,-19.93,-13.55,-7.76,Upgrade
Income Tax,0,0,0,0,0.01,0.01,0,0,0.02,0.03,Upgrade
Net Income,-45.03,14.26,1.1,13.18,0.99,9.42,-16.28,-19.93,-13.57,-7.79,Upgrade
Net Income Growth,-,1191.32%,-91.62%,1228.81%,-89.47%,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),10,10,10,10,10,10,10,10,10,10,Upgrade
Shares Outstanding (Diluted),10,10,10,10,10,10,10,10,10,10,Upgrade
Shares Change,-,0.00%,-0.82%,0.82%,-,0.83%,-0.99%,-0.15%,0.27%,0.44%,Upgrade
EPS (Basic),-4.34,1.38,0.11,1.26,0.12,0.90,-1.58,-1.92,-1.30,-0.75,Upgrade
EPS (Diluted),-4.34,1.38,0.11,1.26,0.12,0.90,-1.58,-1.92,-1.30,-0.75,Upgrade
EPS Growth,-,1154.55%,-91.27%,950.00%,-86.67%,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,-0.34,-0.71,0.01,0.34,0.42,-1.14,0.25,-0.63,1.19,0.09,Upgrade
Gross Margin,-,100.00%,100.00%,100.00%,100.00%,100.00%,-,-,-,100.00%,Upgrade
Operating Margin,-,69.44%,21.65%,69.55%,23.83%,65.71%,-,-,-,-1241.56%,Upgrade
Profit Margin,-,69.43%,21.63%,69.54%,23.68%,65.62%,-,-,-,-1265.01%,Upgrade
Free Cash Flow Margin,-,-35.80%,2.63%,18.61%,103.85%,-82.52%,-,-,-,159.59%,Upgrade
Effective Tax Rate,-,0.01%,0.08%,0.01%,0.53%,0.14%,-,-,-,-,Upgrade
EBITDA,-45.02,14.27,1.11,13.19,1,9.19,-15.83,-19.94,-13.28,-7.61,Upgrade
EBITDA Margin,-,69.47%,21.76%,69.58%,23.94%,64.02%,-,-,-,-1235.77%,Upgrade
Depreciation & Amortization,0.01,0.01,0.01,0.01,0,-0.24,-0.35,-0.47,-0.11,0.04,Upgrade
EBIT,-45.03,14.26,1.11,13.18,1,9.43,-15.48,-19.47,-13.17,-7.64,Upgrade
EBIT Margin,-,69.44%,21.65%,69.55%,23.83%,65.71%,-,-,-,-1241.56%,Upgrade
