Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,63.81,67.29,59.78,52.56,49.39,46.69,47.47,46.13,45.24,40.29,Upgrade
Revenue Growth (YoY),-5.18%,12.56%,13.73%,6.44%,5.78%,-1.66%,2.91%,1.97%,12.29%,1.40%,Upgrade
Gross Profit,63.81,67.29,59.78,52.56,49.39,46.69,47.47,46.13,45.24,40.29,Upgrade
"Selling, General & Admin",34.82,33.11,33.24,28.38,25.42,23.38,23.02,22.32,20.63,18.96,Upgrade
Other Operating Expenses,3.83,3.51,3.32,3.14,2.55,2.03,1.91,2.99,3.74,2.71,Upgrade
Operating Expenses,38.64,36.62,36.55,31.52,27.97,25.4,24.93,25.31,24.37,21.68,Upgrade
Operating Income,25.16,30.67,23.23,21.04,21.42,21.28,22.54,20.82,20.87,18.61,Upgrade
Pretax Income,25.16,30.67,23.23,21.04,21.42,21.28,22.54,20.82,20.87,18.61,Upgrade
Income Tax,5.87,6.76,4.38,3.85,4.41,7.58,6.8,5.81,5.62,4.66,Upgrade
Net Income,19.29,23.91,18.85,17.19,17.01,13.7,15.73,15.01,15.25,13.95,Upgrade
Net Income Growth,-19.32%,26.86%,9.63%,1.06%,24.21%,-12.95%,4.80%,-1.55%,9.30%,-1.61%,Upgrade
Shares Outstanding (Basic),9,9,9,9,9,9,9,9,9,9,Upgrade
Shares Change,-1.10%,-0.34%,-1.08%,-0.95%,-,-,-,-,-,-,Upgrade
EPS (Basic),2.14,2.62,2.06,1.86,1.83,1.47,1.69,1.61,1.64,1.50,Upgrade
EPS (Diluted),2.14,2.62,2.06,1.86,1.83,1.47,1.69,1.61,1.64,1.50,Upgrade
EPS Growth,-18.32%,27.18%,10.75%,1.64%,24.49%,-13.02%,4.97%,-1.83%,9.33%,-1.32%,Upgrade
Free Cash Flow Per Share,2.06,3.15,3.12,2.10,2.16,1.96,2.23,2.19,2.11,2.48,Upgrade
Dividend Per Share,1.070,1.030,0.990,0.950,1.160,0.870,0.830,0.780,0.700,0.630,Upgrade
Dividend Growth,3.88%,4.04%,4.21%,-18.10%,33.33%,4.82%,6.41%,11.43%,11.11%,8.62%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,39.43%,45.58%,38.86%,40.03%,43.37%,45.58%,47.48%,45.13%,46.12%,46.19%,Upgrade
Profit Margin,30.24%,35.54%,31.53%,32.71%,34.45%,29.34%,33.14%,32.55%,33.71%,34.63%,Upgrade
Free Cash Flow Margin,28.99%,42.50%,47.61%,36.91%,40.65%,39.14%,43.68%,44.28%,43.47%,57.28%,Upgrade
Effective Tax Rate,23.32%,22.04%,18.86%,18.29%,20.57%,35.64%,30.19%,27.89%,26.91%,25.03%,Upgrade
EBITDA,27.16,32.7,25.5,22.89,22.98,22.79,24.12,22.39,22.08,19.41,Upgrade
EBITDA Margin,42.57%,48.59%,42.66%,43.54%,46.54%,48.80%,50.80%,48.53%,48.80%,48.17%,Upgrade
Depreciation & Amortization,2,2.03,2.27,1.85,1.56,1.5,1.58,1.57,1.21,0.8,Upgrade
EBIT,25.16,30.67,23.23,21.04,21.42,21.28,22.54,20.82,20.87,18.61,Upgrade
EBIT Margin,39.43%,45.58%,38.86%,40.03%,43.37%,45.58%,47.48%,45.13%,46.12%,46.19%,Upgrade
