Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,389.71,344.02,247.47,293.66,119.5,70.97,45.41,34.3,26.41,21.55,Upgrade
Revenue Growth (YoY),13.28%,39.01%,-15.73%,145.75%,68.38%,56.29%,32.40%,29.84%,22.57%,21.15%,Upgrade
Gross Profit,389.71,344.02,247.47,293.66,119.5,70.97,45.41,34.3,26.41,21.55,Upgrade
"Selling, General & Admin",145.25,118.79,100.78,94.28,44.9,28.46,22.19,17.83,15.48,13.49,Upgrade
Other Operating Expenses,57.83,48.92,47.3,83.52,24.36,14.33,4.2,3.56,3.02,2.88,Upgrade
Operating Expenses,203.08,167.71,148.08,177.8,69.26,42.79,26.39,21.39,18.5,16.36,Upgrade
Operating Income,186.63,176.31,99.39,115.86,50.24,28.18,19.02,12.91,7.91,5.19,Upgrade
Other Expense / Income,-,-,11.31,-,-,-,-,-,-,-,Upgrade
Pretax Income,186.63,176.31,88.09,115.86,50.24,28.18,19.02,12.91,7.91,5.19,Upgrade
Income Tax,40.32,36.72,14.2,25.12,10.9,13.03,6.47,4.12,2.71,1.78,Upgrade
Net Income,146.32,139.58,73.88,90.74,39.34,15.15,12.55,8.79,5.21,3.41,Upgrade
Preferred Dividends,0,0,0,0,0,0.04,0,0.1,0.08,0.06,Upgrade
Net Income Common,146.32,139.58,73.88,90.74,39.34,15.11,12.55,8.69,5.13,3.35,Upgrade
Net Income Growth,4.82%,88.93%,-18.58%,130.65%,160.36%,20.39%,44.40%,69.60%,53.08%,142.78%,Upgrade
Shares Outstanding (Basic),54,49,50,52,24,23,11,11,9,9,Upgrade
Shares Change,9.55%,-0.73%,-4.32%,114.24%,6.97%,110.73%,0.33%,13.19%,4.47%,-,Upgrade
EPS (Basic),2.75,2.83,1.48,1.71,1.63,0.82,1.16,0.86,0.73,0.58,Upgrade
EPS (Diluted),2.71,2.77,1.48,1.68,1.60,0.80,1.13,0.84,0.72,0.57,Upgrade
EPS Growth,-2.17%,87.16%,-11.90%,5.00%,100.00%,-29.20%,34.52%,16.67%,26.32%,137.50%,Upgrade
Free Cash Flow Per Share,3.48,3.94,2.15,1.85,1.87,-0.80,0.91,1.29,-0.00,0.61,Upgrade
Dividend Per Share,1.000,0.740,0.680,0.500,-,-,-,-,-,-,Upgrade
Dividend Growth,35.14%,8.82%,36.00%,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,47.89%,51.25%,40.16%,39.45%,42.04%,39.71%,41.88%,37.64%,29.95%,24.06%,Upgrade
Profit Margin,37.54%,40.57%,29.85%,30.90%,32.92%,21.29%,27.64%,25.34%,19.40%,15.54%,Upgrade
Free Cash Flow Margin,48.27%,56.53%,43.21%,32.79%,37.97%,-25.49%,21.55%,40.28%,-0.04%,25.82%,Upgrade
Effective Tax Rate,21.60%,20.83%,16.12%,21.68%,21.69%,46.23%,34.00%,31.90%,34.20%,34.27%,Upgrade
EBITDA,205.3,192.04,103.92,131.79,57.31,31.02,20.72,14.33,9.25,6.45,Upgrade
EBITDA Margin,52.68%,55.82%,41.99%,44.88%,47.96%,43.70%,45.64%,41.77%,35.02%,29.94%,Upgrade
Depreciation & Amortization,18.67,15.73,15.83,15.93,7.08,2.84,1.7,1.42,1.34,1.27,Upgrade
EBIT,186.63,176.31,88.09,115.86,50.24,28.18,19.02,12.91,7.91,5.19,Upgrade
EBIT Margin,47.89%,51.25%,35.59%,39.45%,42.04%,39.71%,41.88%,37.64%,29.95%,24.06%,Upgrade
