Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,80.19,76.87,71.21,56.65,52.99,48.37,44.34,37.78,37.11,36.94,Upgrade
Revenue Growth (YoY),4.32%,7.94%,25.70%,6.90%,9.56%,9.08%,17.38%,1.80%,0.47%,-2.73%,Upgrade
Gross Profit,80.19,76.87,71.21,56.65,52.99,48.37,44.34,37.78,37.11,36.94,Upgrade
"Selling, General & Admin",31.54,29.39,27.5,23.3,21.76,20.25,19.08,14.43,13.15,13.16,Upgrade
Other Operating Expenses,13.15,12.16,13.34,10.04,9.8,9.07,9.59,9,7.01,6.66,Upgrade
Operating Expenses,44.69,41.55,40.85,33.34,31.56,29.31,28.67,23.43,20.17,19.81,Upgrade
Operating Income,35.5,35.32,30.37,23.31,21.44,19.06,15.67,14.35,16.94,17.13,Upgrade
Pretax Income,35.5,35.32,30.37,23.31,21.44,19.06,15.67,14.35,16.94,17.13,Upgrade
Income Tax,6.44,6.2,5.26,3.82,3.4,6.03,3.03,2.72,3.56,3.75,Upgrade
Net Income,29.06,29.12,25.1,19.49,18.03,13.03,12.64,11.63,13.39,13.38,Upgrade
Net Income Growth,-0.20%,15.99%,28.80%,8.07%,38.46%,3.06%,8.70%,-13.14%,0.07%,-5.91%,Upgrade
Shares Outstanding (Basic),4,4,4,4,4,4,4,3,3,3,Upgrade
Shares Outstanding (Diluted),4,4,4,4,4,4,4,3,3,3,Upgrade
Shares Change,-0.36%,2.55%,6.85%,0.55%,-0.21%,-0.75%,8.59%,0.16%,-0.47%,-1.01%,Upgrade
EPS (Basic),7.32,7.31,6.46,5.37,4.99,3.60,3.46,3.46,3.99,3.97,Upgrade
EPS (Diluted),7.32,7.31,6.46,5.36,4.99,3.60,3.46,3.46,3.99,3.97,Upgrade
EPS Growth,0.14%,13.16%,20.61%,7.33%,38.69%,3.84%,0.14%,-13.28%,0.53%,-4.77%,Upgrade
Free Cash Flow Per Share,7.96,9.44,2.80,5.86,5.81,4.29,4.28,3.58,4.43,5.19,Upgrade
Dividend Per Share,1.905,1.847,1.911,1.772,1.716,1.657,1.637,1.696,2.120,1.177,Upgrade
Dividend Growth,3.14%,-3.35%,7.84%,3.26%,3.56%,1.22%,-3.48%,-20.00%,80.12%,-18.94%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,44.26%,45.95%,42.64%,41.15%,40.45%,39.40%,35.34%,37.98%,45.66%,46.37%,Upgrade
Profit Margin,36.24%,37.88%,35.25%,34.40%,34.03%,26.93%,28.50%,30.78%,36.07%,36.21%,Upgrade
Free Cash Flow Margin,39.41%,48.90%,15.28%,37.58%,39.60%,32.11%,35.20%,31.86%,40.07%,47.35%,Upgrade
Effective Tax Rate,18.13%,17.55%,17.33%,16.39%,15.87%,31.65%,19.36%,18.97%,21.00%,21.91%,Upgrade
EBITDA,36.53,36.43,31.5,24.35,21.82,19.26,15.99,14.81,17.42,17.56,Upgrade
EBITDA Margin,45.55%,47.39%,44.24%,42.99%,41.18%,39.81%,36.06%,39.21%,46.93%,47.53%,Upgrade
Depreciation & Amortization,1.03,1.11,1.14,1.04,0.39,0.2,0.32,0.46,0.47,0.43,Upgrade
EBIT,35.5,35.32,30.37,23.31,21.44,19.06,15.67,14.35,16.94,17.13,Upgrade
EBIT Margin,44.26%,45.95%,42.64%,41.15%,40.45%,39.40%,35.34%,37.98%,45.66%,46.37%,Upgrade
