Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,606.76,652.65,575.48,589.86,533.68,461.49,430.88,344.88,276.82,218.67,Upgrade
Revenue Growth (YoY),-7.03%,13.41%,-2.44%,10.53%,15.64%,7.10%,24.94%,24.58%,26.59%,18.89%,Upgrade
Gross Profit,606.76,652.65,575.48,589.86,533.68,461.49,430.88,344.88,276.82,218.67,Upgrade
"Selling, General & Admin",343.66,370.26,396.34,340.48,292.81,254.6,239.97,199.74,158.8,135.01,Upgrade
Other Operating Expenses,51.8,53.44,75.53,33.64,52.22,46.82,52.59,45.38,32.14,37.91,Upgrade
Operating Expenses,395.46,423.7,471.87,374.12,345.03,301.41,292.56,245.11,190.94,172.93,Upgrade
Operating Income,211.31,228.95,103.61,215.74,188.65,160.07,138.32,99.76,85.89,45.75,Upgrade
Other Expense / Income,-,6.12,0.12,0.05,-,0.21,2.54,-,-,-,Upgrade
Pretax Income,211.31,222.83,103.49,215.69,188.65,159.87,135.78,99.76,85.89,45.75,Upgrade
Income Tax,45.24,46.94,19.84,48.09,41.73,67.68,44.85,31.75,26.31,12.26,Upgrade
Net Income,166.07,175.89,83.65,167.6,146.92,92.19,90.93,68.01,59.58,33.49,Upgrade
Net Income Growth,-5.59%,110.27%,-50.09%,14.07%,59.37%,1.38%,33.69%,14.15%,77.93%,25.72%,Upgrade
Shares Outstanding (Basic),56,56,56,57,59,49,42,40,32,31,Upgrade
Shares Change,0.37%,-0.80%,-1.84%,-2.50%,19.05%,17.14%,4.56%,27.68%,0.55%,24.83%,Upgrade
EPS (Basic),2.97,3.13,1.49,2.89,2.80,1.97,2.18,1.89,1.89,1.23,Upgrade
EPS (Diluted),2.95,3.12,1.48,2.88,2.79,1.96,2.17,1.88,1.88,1.22,Upgrade
EPS Growth,-5.45%,110.81%,-48.61%,3.23%,42.35%,-9.68%,15.43%,0%,54.10%,15.09%,Upgrade
Free Cash Flow Per Share,10.02,2.37,0.96,2.31,1.03,3.98,3.63,5.70,3.34,4.63,Upgrade
Dividend Per Share,0.880,0.880,0.880,0.870,0.800,0.730,0.710,0.680,0.680,0.680,Upgrade
Dividend Growth,0%,0%,1.15%,8.75%,9.59%,2.82%,4.41%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,34.83%,35.08%,18.00%,36.57%,35.35%,34.69%,32.10%,28.93%,31.03%,20.92%,Upgrade
Profit Margin,27.37%,26.95%,14.54%,28.41%,27.53%,19.98%,21.10%,19.72%,21.52%,15.31%,Upgrade
Free Cash Flow Margin,92.37%,20.22%,9.38%,22.44%,11.37%,42.49%,35.44%,66.60%,38.08%,66.42%,Upgrade
Effective Tax Rate,21.41%,21.06%,19.17%,22.30%,22.12%,42.34%,33.03%,31.83%,30.63%,26.80%,Upgrade
EBITDA,254.05,270.18,138.12,223.87,192.14,164.7,138.87,108.96,93.99,54.84,Upgrade
EBITDA Margin,41.87%,41.40%,24.00%,37.95%,36.00%,35.69%,32.23%,31.59%,33.95%,25.08%,Upgrade
Depreciation & Amortization,42.74,47.35,34.63,8.19,3.5,4.83,3.09,9.2,8.1,9.1,Upgrade
EBIT,211.31,222.83,103.49,215.69,188.65,159.87,135.78,99.76,85.89,45.75,Upgrade
EBIT Margin,34.83%,34.14%,17.98%,36.57%,35.35%,34.64%,31.51%,28.93%,31.03%,20.92%,Upgrade
