Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"1,512.27","1,337.11","1,336.61","1,041.6","1,052.17",769.85,883.28,889.86,922.03,894.52,Upgrade
Revenue Growth (YoY),13.10%,0.04%,28.32%,-1.01%,36.67%,-12.84%,-0.74%,-3.49%,3.08%,26.33%,Upgrade
Cost of Revenue,168.37,108.66,105.02,102.03,76.49,58.63,51.18,0,0,0,Upgrade
Gross Profit,"1,343.9","1,228.45","1,231.59",939.57,975.68,711.22,832.1,889.86,922.03,894.52,Upgrade
"Selling, General & Admin",589.58,507.13,501.83,463.5,436.18,301.89,255.92,247.91,228.08,196.17,Upgrade
Other Operating Expenses,244.86,219.21,279.27,299.32,253.21,182.65,177.36,191.09,197.42,208.93,Upgrade
Operating Expenses,834.43,726.34,781.11,762.82,689.39,484.54,433.29,439,425.5,405.1,Upgrade
Operating Income,509.47,502.11,450.49,176.75,286.29,226.68,398.81,450.86,496.53,489.42,Upgrade
Other Expense / Income,-11.11,-7,-2.82,-0.51,-0.39,-11.35,0.75,30.5,28.68,25.55,Upgrade
Pretax Income,520.57,509.11,453.3,177.25,286.68,238.03,398.06,420.36,467.85,463.87,Upgrade
Income Tax,113.22,115.82,100.86,35.45,58.77,64.86,141.31,152.38,160.24,161.19,Upgrade
Net Income,407.35,393.29,352.44,141.8,227.91,173.17,256.75,267.98,307.61,302.67,Upgrade
Net Income Growth,3.58%,11.59%,148.54%,-37.78%,31.62%,-32.55%,-4.19%,-12.88%,1.63%,70.04%,Upgrade
Shares Outstanding (Basic),38,39,39,40,41,42,43,46,46,47,Upgrade
Shares Outstanding (Diluted),38,39,39,40,41,42,43,46,46,47,Upgrade
Shares Change,-2.51%,-1.25%,-2.47%,-2.11%,-2.11%,-2.06%,-6.28%,-2.02%,-0.22%,-1.69%,Upgrade
EPS (Basic),10.83,10.20,9.02,3.54,5.57,4.14,6.02,5.89,6.62,6.50,Upgrade
EPS (Diluted),10.83,10.20,9.02,3.54,5.57,4.14,6.02,5.89,6.62,6.50,Upgrade
EPS Growth,6.18%,13.08%,154.80%,-36.45%,34.54%,-31.23%,2.21%,-11.03%,1.85%,72.87%,Upgrade
Free Cash Flow Per Share,16.61,10.92,6.04,5.15,3.57,3.98,5.45,8.23,7.12,7.95,Upgrade
Dividend Per Share,0.980,0.900,0.820,0.740,0.660,0.580,0.500,0.420,0.400,0.400,Upgrade
Dividend Growth,8.89%,9.76%,10.81%,12.12%,13.79%,16.00%,19.05%,5.00%,0%,-71.43%,Upgrade
Gross Margin,88.87%,91.87%,92.14%,90.20%,92.73%,92.38%,94.21%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,33.69%,37.55%,33.70%,16.97%,27.21%,29.45%,45.15%,50.67%,53.85%,54.71%,Upgrade
Profit Margin,26.94%,29.41%,26.37%,13.61%,21.66%,22.49%,29.07%,30.11%,33.36%,33.84%,Upgrade
Free Cash Flow Margin,41.30%,31.51%,17.64%,19.82%,13.86%,21.60%,26.33%,42.10%,35.89%,41.38%,Upgrade
Effective Tax Rate,21.75%,22.75%,22.25%,20.00%,20.50%,27.25%,35.50%,36.25%,34.25%,34.75%,Upgrade
EBITDA,702.52,648.6,663.37,378.71,471.37,375.85,520.61,544.1,575.82,543.35,Upgrade
EBITDA Margin,46.45%,48.51%,49.63%,36.36%,44.80%,48.82%,58.94%,61.14%,62.45%,60.74%,Upgrade
Depreciation & Amortization,181.95,139.5,210.07,201.46,184.68,137.82,122.55,123.74,107.97,79.48,Upgrade
EBIT,520.57,509.11,453.3,177.25,286.68,238.03,398.06,420.36,467.85,463.87,Upgrade
EBIT Margin,34.42%,38.08%,33.91%,17.02%,27.25%,30.92%,45.07%,47.24%,50.74%,51.86%,Upgrade
