Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,"66,036","42,534.2","54,139.6","32,897","27,622.7","29,423.6","14,754.9","34,693.2","34,022.4","42,493.4",Upgrade
Revenue Growth (YoY),55.25%,-21.44%,64.57%,19.09%,-6.12%,99.42%,-57.47%,1.97%,-19.93%,-36.29%,Upgrade
Cost of Revenue,"64,560.1","41,384.2","53,271.6","32,243.8","27,041.1","28,931","14,311","34,261.4","33,700.4","42,183.7",Upgrade
Gross Profit,"1,475.9","1,150",868,653.2,581.6,492.6,443.9,431.8,322,309.7,Upgrade
"Selling, General & Admin",957.4,792,593.5,454.9,392.3,339.4,302.7,287.6,239,233.5,Upgrade
Other Operating Expenses,247.7,207.3,149.7,92.8,89.8,138,74.7,66.1,57,55,Upgrade
Operating Expenses,"1,205.1",999.3,743.2,547.7,482.1,477.4,377.4,353.7,296,288.5,Upgrade
Operating Income,270.8,150.7,124.8,105.5,99.5,15.2,66.5,78.1,26,21.2,Upgrade
Other Expense / Income,-6.4,-3.4,-81.9,-5.5,-2,-,-6.2,-,0.3,-0.7,Upgrade
Pretax Income,277.2,154.1,206.7,111,101.5,15.2,72.7,78.1,25.7,21.9,Upgrade
Income Tax,70.1,37.8,37.1,25.9,46,8.8,18,22.4,6.4,2.6,Upgrade
Net Income,207.1,116.3,169.6,85.1,55.5,6.4,54.7,55.7,19.3,19.3,Upgrade
Net Income Growth,78.07%,-31.43%,99.29%,53.33%,767.19%,-88.30%,-1.80%,188.60%,0%,50.78%,Upgrade
Shares Outstanding (Basic),20,19,19,19,19,18,18,19,19,18,Upgrade
Shares Outstanding (Diluted),20,20,19,19,19,19,19,19,19,19,Upgrade
Shares Change,1.98%,2.59%,0.87%,0.42%,1.32%,0.33%,-1.62%,-1.05%,0.33%,-0.46%,Upgrade
EPS (Basic),10.27,5.90,8.78,4.46,2.93,0.32,2.94,2.94,1.01,1.01,Upgrade
EPS (Diluted),10.01,5.74,8.61,4.39,2.87,0.31,2.90,2.87,0.98,0.97,Upgrade
EPS Growth,74.39%,-33.33%,96.13%,52.96%,825.81%,-89.31%,1.05%,192.86%,1.03%,51.56%,Upgrade
Free Cash Flow Per Share,-14.26,107.87,102.74,9.80,-26.21,55.52,-2.35,1.55,6.92,2.17,Upgrade
Gross Margin,2.23%,2.70%,1.60%,1.99%,2.11%,1.67%,3.01%,1.24%,0.95%,0.73%,Upgrade
Operating Margin,0.41%,0.35%,0.23%,0.32%,0.36%,0.05%,0.45%,0.23%,0.08%,0.05%,Upgrade
Profit Margin,0.31%,0.27%,0.31%,0.26%,0.20%,0.02%,0.37%,0.16%,0.06%,0.05%,Upgrade
Free Cash Flow Margin,-0.42%,4.85%,3.57%,0.56%,-1.76%,3.47%,-0.29%,0.08%,0.38%,0.09%,Upgrade
Effective Tax Rate,25.29%,24.53%,17.95%,23.33%,45.32%,57.89%,24.76%,28.68%,24.90%,11.87%,Upgrade
EBITDA,337.5,202.8,236.3,125,113.1,25,80.5,85.3,33,29.9,Upgrade
EBITDA Margin,0.51%,0.48%,0.44%,0.38%,0.41%,0.08%,0.55%,0.25%,0.10%,0.07%,Upgrade
Depreciation & Amortization,60.3,48.7,29.6,14,11.6,9.8,7.8,7.2,7.3,8,Upgrade
EBIT,277.2,154.1,206.7,111,101.5,15.2,72.7,78.1,25.7,21.9,Upgrade
EBIT Margin,0.42%,0.36%,0.38%,0.34%,0.37%,0.05%,0.49%,0.23%,0.08%,0.05%,Upgrade
