Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Revenue,"3,958.5","3,494.8","3,427.1","2,496.1","2,768.8","2,229.1",703.1,663.8,617.23,572.05,Upgrade
Revenue Growth (YoY),13.27%,1.98%,37.30%,-9.85%,24.21%,217.04%,5.92%,7.55%,7.90%,11.65%,Upgrade
Cost of Revenue,"2,216.8","2,018.7","2,172.8","1,359.2","1,551.9","1,233.5",136.7,102.1,0,0,Upgrade
Gross Profit,"1,741.7","1,476.1","1,254.3","1,136.9","1,216.9",995.6,566.4,561.7,617.23,572.05,Upgrade
"Selling, General & Admin",475.7,381.9,292.1,279.2,310.1,284.6,177.3,165,162.76,162.36,Upgrade
Other Operating Expenses,776.4,288.3,300,320.5,307.4,339.1,90.9,76.8,140.67,123.87,Upgrade
Operating Expenses,"1,252.1",670.2,592.1,599.7,617.5,623.7,268.2,241.8,303.42,286.24,Upgrade
Operating Income,489.6,805.9,662.2,537.2,599.4,371.9,298.2,319.9,313.8,285.81,Upgrade
Interest Expense / Income,56.4,47.4,37.6,35.9,38.2,41.3,5.7,0,0,0,Upgrade
Other Expense / Income,0.3,2.4,-35.8,-3.7,-10,-4.9,-15.2,-4.1,4.1,2.16,Upgrade
Pretax Income,432.9,756.1,660.4,505,571.2,335.5,307.7,324,309.7,283.66,Upgrade
Income Tax,197.9,227.1,192.2,130.6,146,-66.2,120.9,119,119.98,107.66,Upgrade
Net Income,235,529,468.2,374.4,425.2,401.7,186.8,205,189.71,176,Upgrade
Preferred Dividends,0.9,1.7,1.2,1.7,3.1,3.9,1.9,0.9,1.32,2.14,Upgrade
Net Income Common,234.1,527.3,467,372.7,422.1,396.7,184.9,204.1,188.39,173.86,Upgrade
Net Income Growth,-55.60%,12.91%,25.30%,-11.70%,6.40%,114.55%,-9.41%,8.34%,8.36%,11.99%,Upgrade
Shares Outstanding (Basic),106,107,109,111,112,107,81,83,85,87,Upgrade
Shares Outstanding (Diluted),107,107,109,112,112,108,81,83,85,87,Upgrade
Shares Change,-0.47%,-1.92%,-2.24%,-0.36%,4.37%,32.06%,-2.05%,-2.70%,-2.20%,-0.15%,Upgrade
EPS (Basic),2.20,4.93,4.28,3.35,3.78,3.70,2.27,2.46,2.21,1.99,Upgrade
EPS (Diluted),2.19,4.92,4.27,3.34,3.76,3.69,2.27,2.46,2.21,1.99,Upgrade
EPS Growth,-55.49%,15.22%,27.84%,-11.17%,1.90%,62.56%,-7.72%,11.31%,11.06%,11.80%,Upgrade
Free Cash Flow Per Share,5.56,5.10,12.94,5.37,4.46,3.14,2.27,2.48,2.49,2.24,Upgrade
Dividend Per Share,-,0.900,1.560,1.340,1.160,1.040,0.960,0.880,0.780,1.160,Upgrade
Dividend Growth,-,-42.31%,16.42%,15.52%,11.54%,8.33%,9.09%,12.82%,-32.76%,-10.08%,Upgrade
Gross Margin,44.00%,42.24%,36.60%,45.55%,43.95%,44.66%,80.56%,84.62%,100.00%,100.00%,Upgrade
Operating Margin,12.37%,23.06%,19.32%,21.52%,21.65%,16.68%,42.41%,48.19%,50.84%,49.96%,Upgrade
Profit Margin,5.91%,15.09%,13.63%,14.93%,15.24%,17.80%,26.30%,30.75%,30.52%,30.39%,Upgrade
Free Cash Flow Margin,14.94%,15.62%,41.18%,23.95%,18.00%,15.11%,26.34%,31.03%,34.43%,34.21%,Upgrade
Effective Tax Rate,45.71%,30.04%,29.10%,25.86%,25.56%,-19.73%,39.29%,36.73%,38.74%,37.95%,Upgrade
EBITDA,656.1,970.9,856.5,717.5,813.4,569,357.8,370.3,349.7,318.26,Upgrade
EBITDA Margin,16.57%,27.78%,24.99%,28.74%,29.38%,25.53%,50.89%,55.78%,56.66%,55.63%,Upgrade
Depreciation & Amortization,166.8,167.4,158.5,176.6,204,192.2,44.4,46.3,40,34.6,Upgrade
EBIT,489.3,803.5,698,540.9,609.4,376.8,313.4,324,309.7,283.66,Upgrade
EBIT Margin,12.36%,22.99%,20.37%,21.67%,22.01%,16.90%,44.57%,48.81%,50.18%,49.59%,Upgrade
