Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"24,956","21,940","21,766","19,720","19,668","18,740","19,078","20,278","19,942","24,864",Upgrade
Revenue Growth (YoY),13.75%,0.80%,10.38%,0.26%,4.95%,-1.77%,-5.92%,1.68%,-19.80%,14.74%,Upgrade
Gross Profit,"24,956","21,940","21,766","19,720","19,668","18,740","19,078","20,278","19,942","24,864",Upgrade
"Selling, General & Admin","16,730","14,659","13,886","15,434","16,243","15,456","16,338","18,536","18,184","21,972",Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,-26,Upgrade
Operating Expenses,"16,730","14,659","13,886","15,434","16,243","15,456","16,338","18,536","18,184","21,946",Upgrade
Operating Income,"8,226","7,281","7,880","4,286","3,425","3,284","2,740","1,742","1,758","2,918",Upgrade
Other Expense / Income,"2,164",-62,"5,750",822,917,"2,966",124,987,811,807,Upgrade
Pretax Income,"6,062","7,343","2,130","3,464","2,508",318,"2,616",755,947,"2,111",Upgrade
Income Tax,"1,039","1,138",604,"1,003",911,"2,240",993,"1,149","1,121","1,571",Upgrade
Net Income,"5,023","6,205","1,526","2,461","1,597","-1,922","1,623",-394,-174,540,Upgrade
Net Income Growth,-19.05%,306.62%,-37.99%,54.10%,-,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),"16,684","16,851","17,353","17,133","16,805","16,805","16,805","16,498","16,113","12,243",Upgrade
Shares Change,-0.99%,-2.89%,1.29%,1.95%,-,-,1.86%,2.39%,31.62%,0.35%,Upgrade
EPS (Basic),1.23,1.46,0.35,0.57,0.38,-0.41,0.42,-0.08,-0.03,0.15,Upgrade
EPS (Diluted),1.19,1.42,0.34,0.56,0.37,-0.40,0.41,-0.08,-0.03,0.15,Upgrade
EPS Growth,-16.29%,313.95%,-39.01%,53.26%,-,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,6.83,11.20,12.95,-0.53,2.02,14.17,2.37,3.35,-2.67,-8.39,Upgrade
Dividend Per Share,0.326,0.166,0.312,0.345,0.130,0.148,0.248,0.394,0.428,0.406,Upgrade
Dividend Growth,96.39%,-46.79%,-9.57%,165.38%,-12.16%,-40.32%,-37.06%,-7.94%,5.42%,6.56%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,32.96%,33.19%,36.20%,21.73%,17.41%,17.52%,14.36%,8.59%,8.82%,11.74%,Upgrade
Profit Margin,20.13%,28.28%,7.01%,12.48%,8.12%,-10.26%,8.51%,-1.94%,-0.87%,2.17%,Upgrade
Free Cash Flow Margin,114.14%,215.13%,258.11%,-11.40%,43.24%,317.71%,52.09%,68.05%,-53.91%,-103.27%,Upgrade
Effective Tax Rate,17.14%,15.50%,28.36%,28.95%,36.32%,704.40%,37.96%,152.19%,118.37%,74.42%,Upgrade
EBITDA,"7,848","9,419","3,864","4,984","2,508","1,559","3,877","1,970","2,055","3,385",Upgrade
EBITDA Margin,31.45%,42.93%,17.75%,25.27%,12.75%,8.32%,20.32%,9.71%,10.30%,13.61%,Upgrade
Depreciation & Amortization,"1,786","2,076","1,734","1,520",0,"1,241","1,261","1,215","1,108","1,274",Upgrade
EBIT,"6,062","7,343","2,130","3,464","2,508",318,"2,616",755,947,"2,111",Upgrade
EBIT Margin,24.29%,33.47%,9.79%,17.57%,12.75%,1.70%,13.71%,3.72%,4.75%,8.49%,Upgrade
