Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"2,730,493","2,205,699","1,375,205","1,673,617","1,596,299","1,466,287","1,458,296","1,415,261","1,400,078","1,257,024",Upgrade
Revenue Growth (YoY),23.79%,60.39%,-17.83%,4.84%,8.87%,0.55%,3.04%,1.08%,11.38%,8.63%,Upgrade
Gross Profit,"2,730,493","2,205,699","1,375,205","1,673,617","1,596,299","1,466,287","1,458,296","1,415,261","1,400,078","1,257,024",Upgrade
"Selling, General & Admin","883,500","775,577","776,057","805,304","772,107","720,786","724,262","671,362","655,049","575,738",Upgrade
Other Operating Expenses,"111,983","97,836","94,295","96,946","67,601","63,570","62,785","54,916","72,311","43,792",Upgrade
Operating Expenses,"995,483","873,413","870,352","902,250","839,708","784,356","787,047","726,278","727,360","619,530",Upgrade
Operating Income,"1,735,010","1,332,286","504,853","771,367","756,591","681,931","671,249","688,983","672,718","637,494",Upgrade
Other Expense / Income,2,1,1,"-6,038","-6,810","-5,510","-4,014","-3,241","-2,485","-1,779",Upgrade
Pretax Income,"1,735,008","1,332,285","504,852","777,405","763,401","687,441","675,263","692,224","675,203","639,273",Upgrade
Income Tax,"289,209","275,969","103,223","173,661","159,768","115,361","100,212","82,321","79,685","89,085",Upgrade
Net Income,"1,445,799","1,056,316","401,629","603,744","603,633","572,080","575,051","609,903","595,518","550,188",Upgrade
Net Income Growth,36.87%,163.01%,-33.48%,0.02%,5.52%,-0.52%,-5.71%,2.42%,8.24%,14.65%,Upgrade
Shares Outstanding (Basic),"101,017","101,017","101,017","101,017","101,670","102,462","103,146","103,850","102,225","102,960",Upgrade
Shares Change,-,-,-,-0.64%,-0.77%,-0.66%,-0.68%,1.59%,-0.71%,3.82%,Upgrade
EPS (Basic),2862.00,2092.00,796.00,1196.00,1196.00,1132.00,1138.00,1199.16,1162.40,1068.04,Upgrade
EPS (Diluted),2862.00,2092.00,796.00,1196.00,1196.00,1132.00,1138.00,1199.16,1162.40,1068.04,Upgrade
EPS Growth,36.81%,162.81%,-33.44%,0%,5.65%,-0.53%,-5.10%,3.16%,8.83%,10.96%,Upgrade
Free Cash Flow Per Share,215.23,5880.74,-4952.18,2664.01,-2673.70,1659.13,261.65,-3217.38,-489.29,-294.38,Upgrade
Dividend Per Share,1.331,0.607,0.805,0.677,1.016,0.838,0.921,0.995,1.150,1.369,Upgrade
Dividend Growth,119.28%,-24.60%,18.91%,-33.37%,21.24%,-9.01%,-7.44%,-13.48%,-16.00%,27.23%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,63.54%,60.40%,36.71%,46.09%,47.40%,46.51%,46.03%,48.68%,48.05%,50.71%,Upgrade
Profit Margin,52.95%,47.89%,29.21%,36.07%,37.81%,39.02%,39.43%,43.09%,42.53%,43.77%,Upgrade
Free Cash Flow Margin,3.98%,134.66%,-181.88%,80.40%,-85.15%,57.97%,9.25%,-118.04%,-17.86%,-12.06%,Upgrade
Effective Tax Rate,16.67%,20.71%,20.45%,22.34%,20.93%,16.78%,14.84%,11.89%,11.80%,13.94%,Upgrade
EBITDA,"1,819,213","1,409,083","578,209","847,946","801,082","724,977","710,838","724,046","707,990","666,950",Upgrade
EBITDA Margin,66.63%,63.88%,42.05%,50.67%,50.18%,49.44%,48.74%,51.16%,50.57%,53.06%,Upgrade
Depreciation & Amortization,"84,205","76,798","73,357","70,541","37,681","37,536","35,575","31,822","32,787","27,677",Upgrade
EBIT,"1,735,008","1,332,285","504,852","777,405","763,401","687,441","675,263","692,224","675,203","639,273",Upgrade
EBIT Margin,63.54%,60.40%,36.71%,46.45%,47.82%,46.88%,46.30%,48.91%,48.23%,50.86%,Upgrade
