Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,406.07,356.17,286.13,289.35,249.81,229.12,174.97,139.44,103.61,86.76,Upgrade
Revenue Growth (YoY),14.01%,24.48%,-1.11%,15.83%,9.03%,30.94%,25.48%,34.58%,19.42%,6.01%,Upgrade
Gross Profit,406.07,356.17,286.13,289.35,249.81,229.12,174.97,139.44,103.61,86.76,Upgrade
"Selling, General & Admin",232.38,173.79,160.14,138.8,162.27,149.92,130.88,103.77,93.37,75.15,Upgrade
Other Operating Expenses,11.86,7.31,9.57,6.76,0,0,0,0,0,0,Upgrade
Operating Expenses,244.24,181.09,169.72,145.56,162.27,149.92,130.88,103.77,93.37,75.15,Upgrade
Operating Income,161.83,175.08,116.42,143.79,87.53,79.2,44.09,35.67,10.24,11.6,Upgrade
Other Expense / Income,23.69,16.34,15.84,15.18,-,-,-,-,-,-,Upgrade
Pretax Income,138.14,158.74,100.58,128.61,87.53,79.2,44.09,35.67,10.24,11.6,Upgrade
Income Tax,31.63,34.34,22.82,29.87,20.26,36.34,14.89,13.53,4.54,-40.39,Upgrade
Net Income,106.51,124.4,77.76,98.74,67.28,42.87,29.2,22.14,5.7,51.99,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,4.07,Upgrade
Net Income Common,106.51,124.4,77.76,98.74,67.28,42.87,29.2,22.14,5.7,47.92,Upgrade
Net Income Growth,-14.39%,59.98%,-21.24%,46.77%,56.95%,46.79%,31.89%,288.71%,-88.11%,-,Upgrade
Shares Outstanding (Basic),64,57,54,51,48,43,37,33,28,19,Upgrade
Shares Outstanding (Diluted),64,57,54,52,49,43,38,34,28,20,Upgrade
Shares Change,12.57%,5.86%,3.65%,6.73%,12.45%,15.58%,11.15%,21.75%,41.05%,4.81%,Upgrade
EPS (Basic),1.67,2.20,1.45,1.92,1.40,1.01,0.79,0.66,0.21,2.46,Upgrade
EPS (Diluted),1.66,2.18,1.44,1.90,1.38,0.99,0.78,0.66,0.21,2.44,Upgrade
EPS Growth,-23.85%,51.39%,-24.21%,37.68%,39.39%,26.92%,18.18%,214.29%,-91.39%,-,Upgrade
Free Cash Flow Per Share,2.88,2.65,1.10,2.24,2.62,1.01,1.52,0.61,0.58,2.42,Upgrade
Dividend Per Share,0.640,0.390,-,-,-,-,-,-,-,-,Upgrade
Dividend Growth,64.10%,-,-,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,39.85%,49.16%,40.69%,49.69%,35.04%,34.57%,25.20%,25.58%,9.88%,13.38%,Upgrade
Profit Margin,26.23%,34.93%,27.18%,34.12%,26.93%,18.71%,16.69%,15.88%,5.50%,55.23%,Upgrade
Free Cash Flow Margin,45.12%,42.18%,20.64%,39.82%,50.27%,18.85%,31.98%,14.64%,15.31%,54.22%,Upgrade
Effective Tax Rate,22.90%,21.63%,22.69%,23.23%,23.14%,45.88%,33.77%,37.92%,44.38%,-348.03%,Upgrade
EBITDA,144.62,163.31,104.94,132.73,87.53,79.2,44.09,35.67,10.24,11.6,Upgrade
EBITDA Margin,35.61%,45.85%,36.68%,45.87%,35.04%,34.57%,25.20%,25.58%,9.88%,13.38%,Upgrade
Depreciation & Amortization,6.49,4.58,4.36,4.12,0,0,0,0,0,0,Upgrade
EBIT,138.14,158.74,100.58,128.61,87.53,79.2,44.09,35.67,10.24,11.6,Upgrade
EBIT Margin,34.02%,44.57%,35.15%,44.45%,35.04%,34.57%,25.20%,25.58%,9.88%,13.38%,Upgrade
