Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Revenue,"1,258.75","1,259.18","1,083.71",817.22,725.25,711.86,575.28,468.2,360.77,319.04,Upgrade
Revenue Growth (YoY),-0.03%,16.19%,32.61%,12.68%,1.88%,23.74%,22.87%,29.78%,13.08%,24.25%,Upgrade
Gross Profit,"1,258.75","1,259.18","1,083.71",817.22,725.25,711.86,575.28,468.2,360.77,319.04,Upgrade
"Selling, General & Admin",607.37,603.49,468.82,346.17,297.3,289.28,227.49,184.59,149.37,133.67,Upgrade
Other Operating Expenses,364.17,308.94,238.59,219.07,204.96,179.42,152.77,136.68,114.97,114.84,Upgrade
Operating Expenses,971.53,912.43,707.41,565.24,502.27,468.69,380.26,321.27,264.34,248.51,Upgrade
Operating Income,287.22,346.75,376.3,251.98,222.98,243.16,195.02,146.93,96.43,70.53,Upgrade
Interest Expense / Income,34.23,7.98,8.55,14.36,10.13,9.75,9.85,9.92,10.31,3.74,Upgrade
Other Expense / Income,-16.87,-13.42,37.26,7.13,-0.5,0.46,-0.2,2.11,2.21,-,Upgrade
Pretax Income,269.85,352.19,330.49,230.49,213.35,232.95,185.37,134.9,83.91,66.79,Upgrade
Income Tax,56.03,86.43,84.31,57.12,51.91,21.83,71.47,52.77,32.49,25.26,Upgrade
Net Income,213.82,265.76,246.18,173.37,161.44,211.13,113.9,82.13,51.42,41.53,Upgrade
Net Income Growth,-19.54%,7.96%,41.99%,7.39%,-23.53%,85.37%,38.68%,59.71%,23.82%,22.97%,Upgrade
Shares Outstanding (Basic),32,31,30,30,30,30,30,30,32,34,Upgrade
Shares Outstanding (Diluted),33,32,31,31,31,31,31,31,33,34,Upgrade
Shares Change,3.66%,1.45%,0.87%,-1.81%,-0.01%,2.78%,-1.33%,-5.13%,-4.99%,32.85%,Upgrade
EPS (Basic),6.43,8.27,7.85,5.61,5.15,6.72,3.66,2.76,1.60,1.23,Upgrade
EPS (Diluted),6.36,8.15,7.69,5.45,4.96,6.47,3.57,2.65,1.58,1.21,Upgrade
EPS Growth,-21.96%,5.98%,41.10%,9.88%,-23.34%,81.23%,34.72%,67.72%,30.58%,-7.63%,Upgrade
Free Cash Flow Per Share,48.28,27.71,-46.46,14.14,1.97,35.21,25.43,-45.04,-21.90,24.65,Upgrade
Dividend Per Share,2.400,2.000,1.440,1.200,1.000,-,-,-,-,-,Upgrade
Dividend Growth,20.00%,38.89%,20.00%,20.00%,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,22.82%,27.54%,34.72%,30.83%,30.75%,34.16%,33.90%,31.38%,26.73%,22.11%,Upgrade
Profit Margin,16.99%,21.11%,22.72%,21.21%,22.26%,29.66%,19.80%,17.54%,14.25%,13.02%,Upgrade
Free Cash Flow Margin,123.99%,68.40%,-130.51%,51.74%,8.18%,149.25%,131.59%,-286.23%,-195.56%,260.91%,Upgrade
Effective Tax Rate,20.76%,24.54%,25.51%,24.78%,24.33%,9.37%,38.56%,39.12%,38.72%,37.82%,Upgrade
EBITDA,539.12,570.46,508.05,397.33,365.61,373.95,306.65,242.99,174.36,146.49,Upgrade
EBITDA Margin,42.83%,45.30%,46.88%,48.62%,50.41%,52.53%,53.30%,51.90%,48.33%,45.91%,Upgrade
Depreciation & Amortization,235.03,210.28,169.01,152.47,142.13,131.25,111.43,98.17,80.14,75.96,Upgrade
EBIT,304.09,360.17,339.04,244.85,223.48,242.7,195.22,144.82,94.22,70.53,Upgrade
EBIT Margin,24.16%,28.60%,31.29%,29.96%,30.81%,34.09%,33.93%,30.93%,26.12%,22.11%,Upgrade
