Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,14.93,16.75,26.45,44.04,47.29,51.09,68.31,63.98,49.53,35.43,Upgrade
Revenue Growth (YoY),-10.90%,-36.65%,-39.94%,-6.89%,-7.43%,-25.21%,6.78%,29.17%,39.78%,42.08%,Upgrade
Cost of Revenue,3.86,4.85,6.43,9.18,9.29,10.13,15.76,15.58,11.89,6.26,Upgrade
Gross Profit,11.07,11.91,20.02,34.86,38,40.96,52.56,48.4,37.64,29.18,Upgrade
"Selling, General & Admin",4.41,4.93,4.82,4.7,4.7,3.88,3.8,4.05,4.3,1.31,Upgrade
Operating Expenses,4.41,4.93,4.82,4.7,4.7,3.88,3.8,4.05,4.3,1.31,Upgrade
Operating Income,6.65,6.98,15.2,30.16,33.31,37.08,48.75,44.35,33.34,27.87,Upgrade
Interest Expense / Income,7.82,10.57,15.14,17.12,17.28,18.83,19.71,19.02,13.38,8.38,Upgrade
Other Expense / Income,10.86,-1.68,35.51,40.06,33.96,23.95,19.89,11.48,23.41,-9.37,Upgrade
Pretax Income,-12.02,-1.92,-35.45,-27.02,-17.94,-5.7,9.15,13.85,-3.44,28.86,Upgrade
Income Tax,0,0,0,0.63,-1.92,1.29,0,0,0,0,Upgrade
Net Income,-12.02,-1.92,-35.45,-27.65,-16.03,-6.98,9.15,13.85,-3.44,28.86,Upgrade
Net Income Growth,-,-,-,-,-,-,-33.92%,-,-,-41.78%,Upgrade
Shares Outstanding (Basic),3,3,3,3,3,3,3,3,2,2,Upgrade
Shares Outstanding (Diluted),3,3,3,3,3,3,3,3,2,2,Upgrade
Shares Change,-,0.07%,0.85%,0.78%,0.57%,0.53%,4.00%,17.24%,-,-,Upgrade
EPS (Basic),-4.44,-0.71,-13.08,-10.29,-6.01,-2.64,3.48,5.46,-1.62,13.32,Upgrade
EPS (Diluted),-4.44,-0.71,-13.08,-10.29,-6.01,-2.64,3.48,5.46,-1.62,13.32,Upgrade
EPS Growth,-,-,-,-,-,-,-36.26%,-,-,-,Upgrade
Free Cash Flow Per Share,-9.45,30.34,19.61,24.05,10.29,16.53,26.22,-38.02,-55.20,-17.95,Upgrade
Dividend Per Share,-,-,1.498,5.996,5.998,8.519,10.802,13.988,11.284,2.820,Upgrade
Dividend Growth,-,-,-75.02%,-0.03%,-29.59%,-21.13%,-22.78%,23.96%,300.14%,-,Upgrade
Gross Margin,74.13%,71.08%,75.69%,79.16%,80.35%,80.17%,76.93%,75.65%,76.00%,82.34%,Upgrade
Operating Margin,44.57%,41.64%,57.48%,68.50%,70.42%,72.58%,71.37%,69.32%,67.32%,78.65%,Upgrade
Profit Margin,-80.55%,-11.45%,-134.04%,-62.78%,-33.89%,-13.67%,13.40%,21.65%,-6.95%,81.44%,Upgrade
Free Cash Flow Margin,-171.54%,490.87%,200.84%,146.69%,57.98%,85.75%,101.19%,-150.66%,-240.99%,-109.56%,Upgrade
EBITDA,-4.21,8.65,-20.3,-9.9,-0.66,13.13,28.86,32.87,9.94,37.24,Upgrade
EBITDA Margin,-28.20%,51.64%,-76.77%,-22.48%,-1.39%,25.70%,42.25%,51.38%,20.06%,105.11%,Upgrade
EBIT,-4.21,8.65,-20.3,-9.9,-0.66,13.13,28.86,32.87,9.94,37.24,Upgrade
EBIT Margin,-28.20%,51.64%,-76.77%,-22.48%,-1.39%,25.70%,42.25%,51.38%,20.06%,105.11%,Upgrade
