Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Revenue,94.14,90.45,85.12,77.11,76.43,68.62,60.23,54.27,46.12,41.79,Upgrade
Revenue Growth (YoY),4.08%,6.25%,10.40%,0.89%,11.38%,13.92%,10.98%,17.68%,10.35%,23.47%,Upgrade
Cost of Revenue,22.15,41.16,19.78,23.14,23.72,20.76,18.62,14.03,10.76,12.05,Upgrade
Gross Profit,71.99,49.29,65.35,53.96,52.71,47.86,41.61,40.24,35.36,29.74,Upgrade
"Selling, General & Admin",5.36,4.49,5.16,4.42,4.27,4.07,3.99,3.93,4.19,3.12,Upgrade
Operating Expenses,5.36,4.49,5.16,4.42,4.27,4.07,3.99,3.93,4.19,3.12,Upgrade
Operating Income,66.63,44.79,60.19,49.54,48.44,43.79,37.62,36.31,31.17,26.62,Upgrade
Interest Expense / Income,18.67,19.16,19.68,17.07,12.66,9.8,10.59,9.43,7.51,7.08,Upgrade
Other Expense / Income,10.73,-90.98,8.42,-16.5,-14.39,-10.18,-14.97,0.52,3.8,-7.91,Upgrade
Pretax Income,37.23,116.61,32.09,48.97,50.17,44.17,42,26.37,19.87,27.45,Upgrade
Income Tax,1.41,0.51,0.86,0.5,0.72,0.22,0.43,0.39,0.38,0.25,Upgrade
Net Income,35.82,116.1,31.23,48.47,49.45,43.95,41.57,25.98,19.49,27.2,Upgrade
Net Income Growth,-69.15%,271.82%,-35.57%,-1.99%,12.52%,5.73%,60.03%,33.32%,-28.37%,40.14%,Upgrade
Shares Outstanding (Basic),24,24,24,24,24,24,18,16,14,14,Upgrade
Shares Outstanding (Diluted),24,24,24,24,24,24,18,16,14,14,Upgrade
Shares Change,0.13%,-0.02%,-0.08%,-0.04%,4.01%,28.68%,12.85%,12.93%,6.08%,32.78%,Upgrade
EPS (Basic),1.46,4.75,1.28,1.98,2.02,1.87,2.27,1.60,1.36,2.01,Upgrade
EPS (Diluted),1.46,4.75,1.28,1.98,2.02,1.87,2.27,1.60,1.36,2.01,Upgrade
EPS Growth,-69.26%,271.09%,-35.35%,-1.98%,8.02%,-17.62%,41.87%,17.65%,-32.34%,5.24%,Upgrade
Free Cash Flow Per Share,-4.31,6.87,2.29,-2.81,0.33,-1.20,-1.84,-1.20,-4.97,-0.15,Upgrade
Dividend Per Share,2.000,1.600,1.330,1.600,1.600,1.600,1.600,1.600,1.620,1.940,Upgrade
Dividend Growth,25.00%,20.30%,-16.87%,0%,0%,0%,0%,-1.23%,-16.49%,32.88%,Upgrade
Gross Margin,76.47%,54.49%,76.77%,69.99%,68.97%,69.75%,69.08%,74.15%,76.68%,71.16%,Upgrade
Operating Margin,70.78%,49.52%,70.71%,64.25%,63.38%,63.82%,62.46%,66.91%,67.59%,63.69%,Upgrade
Profit Margin,38.05%,128.37%,36.68%,62.86%,64.71%,64.05%,69.02%,47.87%,42.25%,65.09%,Upgrade
Free Cash Flow Margin,-112.11%,185.64%,65.74%,-89.13%,10.66%,-41.10%,-55.83%,-35.87%,-154.55%,-5.01%,Upgrade
Effective Tax Rate,3.79%,0.44%,2.69%,1.02%,1.44%,0.50%,1.01%,1.48%,1.93%,0.90%,Upgrade
EBITDA,55.9,135.78,51.77,66.04,62.83,53.97,52.59,35.8,27.38,34.53,Upgrade
EBITDA Margin,59.38%,150.12%,60.81%,85.65%,82.21%,78.66%,87.32%,65.96%,59.36%,82.61%,Upgrade
EBIT,55.9,135.78,51.77,66.04,62.83,53.97,52.59,35.8,27.38,34.53,Upgrade
EBIT Margin,59.38%,150.12%,60.81%,85.65%,82.21%,78.66%,87.32%,65.96%,59.36%,82.61%,Upgrade
