Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,304.15,294.51,288.09,285.38,258.12,229.23,199.07,166.57,152.43,156.42,Upgrade
Revenue Growth (YoY),3.28%,2.23%,0.95%,10.56%,12.60%,15.15%,19.51%,9.27%,-2.55%,-49.39%,Upgrade
Gross Profit,304.15,294.51,288.09,285.38,258.12,229.23,199.07,166.57,152.43,156.42,Upgrade
"Selling, General & Admin",164.11,161.95,157.01,145.54,140.29,127.9,109.59,94.31,90.8,97.16,Upgrade
Other Operating Expenses,23.2,21.12,26.34,26.65,23.57,22.94,19.68,19.02,17.32,18.76,Upgrade
Operating Expenses,187.31,183.07,183.35,172.18,163.85,150.84,129.26,113.32,108.12,115.92,Upgrade
Operating Income,116.85,111.44,104.74,113.19,94.26,78.39,69.81,53.24,44.32,40.5,Upgrade
Other Expense / Income,-,-,2.11,-,-,-,0.85,-,-,-,Upgrade
Pretax Income,116.85,111.44,102.63,113.19,94.26,78.39,68.96,53.24,44.32,40.5,Upgrade
Income Tax,25.74,23.83,19.39,21.49,16.41,32.75,23.06,18.08,15.53,15.08,Upgrade
Net Income,91.11,87.61,83.25,91.7,77.85,45.63,45.9,35.17,28.79,25.42,Upgrade
Net Income Growth,3.99%,5.24%,-9.22%,17.79%,70.61%,-0.59%,30.53%,22.16%,13.23%,-78.70%,Upgrade
Shares Outstanding (Basic),20,20,21,21,21,21,21,21,21,21,Upgrade
Shares Change,-2.28%,-3.39%,-0.17%,0.22%,0.21%,-0.01%,0.04%,0.18%,0.11%,-0.73%,Upgrade
EPS (Basic),4.60,4.29,4.00,4.41,3.76,2.21,2.22,1.70,1.39,1.23,Upgrade
EPS (Diluted),4.59,4.28,3.99,4.39,3.74,2.20,2.22,1.70,1.38,1.22,Upgrade
EPS Growth,7.24%,7.27%,-9.11%,17.38%,70.00%,-0.90%,30.59%,23.19%,13.11%,-78.56%,Upgrade
Free Cash Flow Per Share,7.66,4.71,3.48,4.45,5.27,3.13,1.95,2.15,0.91,0.83,Upgrade
Dividend Per Share,1.364,1.232,1.144,1.056,0.968,0.869,0.825,0.781,0.737,0.693,Upgrade
Dividend Growth,10.71%,7.69%,8.33%,9.09%,11.39%,5.33%,5.63%,5.97%,6.35%,-60.38%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,38.42%,37.84%,36.36%,39.66%,36.52%,34.20%,35.07%,31.97%,29.07%,25.89%,Upgrade
Profit Margin,29.95%,29.75%,28.90%,32.13%,30.16%,19.91%,23.06%,21.11%,18.89%,16.25%,Upgrade
Free Cash Flow Margin,49.74%,32.29%,25.25%,32.66%,42.68%,28.53%,20.42%,26.85%,12.43%,11.02%,Upgrade
Effective Tax Rate,22.03%,21.38%,18.89%,18.99%,17.41%,41.79%,33.44%,33.95%,35.04%,37.22%,Upgrade
EBITDA,126.71,123.88,116.11,124.25,105.04,88.36,78.02,61.25,52.01,47.98,Upgrade
EBITDA Margin,41.66%,42.06%,40.30%,43.54%,40.70%,38.55%,39.19%,36.77%,34.12%,30.67%,Upgrade
Depreciation & Amortization,9.86,12.44,13.48,11.05,10.78,9.98,9.06,8.01,7.69,7.48,Upgrade
EBIT,116.85,111.44,102.63,113.19,94.26,78.39,68.96,53.24,44.32,40.5,Upgrade
EBIT Margin,38.42%,37.84%,35.63%,39.66%,36.52%,34.20%,34.64%,31.97%,29.07%,25.89%,Upgrade
