Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Revenue,82.22,68.06,62.04,51.88,35.13,23.47,9.16,9.95,12.61,10.84,Upgrade
Revenue Growth (YoY),20.79%,9.71%,19.58%,47.70%,49.64%,156.27%,-7.92%,-21.09%,16.35%,16.08%,Upgrade
Gross Profit,82.22,68.06,62.04,51.88,35.13,23.47,9.16,9.95,12.61,10.84,Upgrade
"Selling, General & Admin",15.4,13.06,13.06,12.52,11.43,10.77,11.7,9.56,8.91,6.25,Upgrade
Other Operating Expenses,3.59,2.94,2.85,2.43,2.39,2.05,9.43,2.57,-0.46,2.09,Upgrade
Operating Expenses,18.99,16.01,15.91,14.95,13.82,12.82,21.13,12.12,8.45,8.34,Upgrade
Operating Income,63.23,52.05,46.13,36.94,21.3,10.66,-11.97,-2.18,4.16,2.5,Upgrade
Other Expense / Income,16.39,-3.51,65.74,3.01,-18.07,-14.92,-5.29,-55.89,-107.12,-105.93,Upgrade
Pretax Income,46.84,55.56,-19.61,33.93,39.37,25.58,-6.68,53.71,111.27,108.42,Upgrade
Income Tax,4.03,4.68,2.75,0.87,0.06,2.1,-1.28,0.27,-0.74,0.59,Upgrade
Net Income,42.82,50.88,-22.35,33.06,39.31,23.47,-5.4,53.44,112.01,107.83,Upgrade
Net Income Growth,-15.86%,-,-,-15.90%,67.45%,-,-,-52.29%,3.87%,15.94%,Upgrade
Shares Outstanding (Basic),23,19,18,17,16,16,16,15,15,15,Upgrade
Shares Outstanding (Diluted),23,19,18,17,16,16,16,16,15,-,Upgrade
Shares Change,19.83%,5.89%,7.56%,3.69%,1.65%,0.98%,1.24%,1.52%,0.64%,1.22%,Upgrade
EPS (Basic),1.87,2.67,-1.24,2.45,2.45,1.48,-0.35,3.44,7.32,-,Upgrade
EPS (Diluted),1.87,2.67,-1.24,2.45,2.45,1.48,-0.35,3.44,7.32,-,Upgrade
EPS Growth,-29.96%,-,-,0%,65.54%,-,-,-53.01%,-,-,Upgrade
Free Cash Flow Per Share,-8.09,-3.58,-2.66,-5.66,-3.97,-5.66,-7.13,12.54,0.55,6.13,Upgrade
Dividend Per Share,2.520,2.050,2.750,2.270,0.990,0.790,0.140,0.200,0.200,5.285,Upgrade
Dividend Growth,22.93%,-25.45%,21.15%,129.29%,25.32%,464.29%,-30.00%,0%,-96.22%,2542.50%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,76.90%,76.48%,74.36%,71.19%,60.65%,45.39%,-130.62%,-21.86%,32.96%,23.05%,Upgrade
Profit Margin,52.08%,74.76%,-36.03%,63.72%,111.90%,100.00%,-58.95%,537.21%,888.47%,995.22%,Upgrade
Free Cash Flow Margin,-224.62%,-100.28%,-77.29%,-182.54%,-181.81%,-381.52%,-1217.31%,1953.00%,66.73%,860.33%,Upgrade
Effective Tax Rate,8.59%,8.42%,-,2.56%,0.16%,8.22%,-,0.50%,-0.66%,0.54%,Upgrade
EBITDA,49.07,57.53,-17.2,35.32,40.3,26.04,-6.59,53.77,111.29,108.45,Upgrade
EBITDA Margin,59.68%,84.52%,-27.73%,68.08%,114.72%,110.91%,-71.97%,540.48%,882.80%,1000.94%,Upgrade
Depreciation & Amortization,2.23,1.97,2.41,1.39,0.93,0.46,0.09,0.06,0.02,0.03,Upgrade
EBIT,46.84,55.56,-19.61,33.93,39.37,25.58,-6.68,53.71,111.27,108.42,Upgrade
EBIT Margin,56.97%,81.63%,-31.60%,65.40%,112.08%,108.95%,-72.90%,539.93%,882.61%,1000.66%,Upgrade
