Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,56.24,52.89,48.42,47.58,43.7,39.07,38.79,38.77,38.48,36.62,Upgrade
Revenue Growth (YoY),6.34%,9.23%,1.76%,8.88%,11.85%,0.72%,0.04%,0.75%,5.10%,-6.98%,Upgrade
Gross Profit,56.24,52.89,48.42,47.58,43.7,39.07,38.79,38.77,38.48,36.62,Upgrade
"Selling, General & Admin",37.87,35.7,34.88,32.79,31.29,29.13,28.34,28.88,30.06,28.47,Upgrade
Other Operating Expenses,7.79,7.45,7.04,5.85,7.21,10.07,6.1,6.21,4.12,4.63,Upgrade
Operating Expenses,45.66,43.15,41.92,38.64,38.5,39.2,34.44,35.09,34.17,33.11,Upgrade
Operating Income,10.58,9.74,6.5,8.94,5.2,-0.13,4.35,3.69,4.31,3.51,Upgrade
Other Expense / Income,-,-,0.59,-,-,-,0.39,-,-,-,Upgrade
Pretax Income,10.58,9.74,5.91,8.94,5.2,-0.13,3.96,3.69,4.31,3.51,Upgrade
Income Tax,1.47,1.3,0.52,1.08,0.28,-0.1,0.16,0.05,0.2,0.35,Upgrade
Net Income,9.11,8.44,5.39,7.86,4.92,-0.03,3.8,3.63,4.12,3.16,Upgrade
Net Income Growth,7.91%,56.62%,-31.44%,59.79%,-,-,4.49%,-11.71%,30.13%,-24.46%,Upgrade
Shares Outstanding (Basic),5,5,5,5,5,5,5,5,5,5,Upgrade
Shares Outstanding (Diluted),5,5,5,5,5,5,5,5,5,5,Upgrade
Shares Change,-3.19%,0.42%,0.38%,1.08%,3.01%,0.61%,0.04%,-,-,0.00%,Upgrade
EPS (Basic),1.80,1.61,1.03,1.51,0.96,-0.01,0.77,0.73,0.83,0.64,Upgrade
EPS (Diluted),1.80,1.61,1.03,1.51,0.96,-0.01,0.77,0.73,0.83,0.64,Upgrade
EPS Growth,11.80%,56.31%,-31.79%,57.29%,-,-,5.48%,-12.05%,29.69%,-23.81%,Upgrade
Free Cash Flow Per Share,3.39,4.14,-1.41,2.04,2.27,1.77,1.56,1.23,1.26,-0.48,Upgrade
Dividend Per Share,0.520,0.500,0.480,0.480,0.440,0.440,0.400,0.340,0.260,0.220,Upgrade
Dividend Growth,4.00%,4.17%,0%,9.09%,0%,10.00%,17.65%,30.77%,18.18%,10.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,18.82%,18.41%,13.42%,18.79%,11.90%,-0.32%,11.21%,9.51%,11.20%,9.59%,Upgrade
Profit Margin,16.20%,15.96%,11.13%,16.52%,11.26%,-0.07%,9.79%,9.37%,10.70%,8.64%,Upgrade
Free Cash Flow Margin,30.60%,41.02%,-15.19%,22.25%,26.72%,22.57%,20.01%,15.67%,16.19%,-6.46%,Upgrade
Effective Tax Rate,13.93%,13.31%,8.82%,12.08%,5.37%,-,4.04%,1.46%,4.55%,9.91%,Upgrade
EBITDA,13.01,12.17,8.44,11.48,7.67,2.62,6.68,6.23,6.59,5.46,Upgrade
EBITDA Margin,23.13%,23.02%,17.42%,24.13%,17.55%,6.70%,17.23%,16.07%,17.12%,14.92%,Upgrade
Depreciation & Amortization,2.42,2.44,2.53,2.54,2.47,2.74,2.73,2.54,2.28,1.95,Upgrade
EBIT,10.58,9.74,5.91,8.94,5.2,-0.13,3.96,3.69,4.31,3.51,Upgrade
EBIT Margin,18.82%,18.41%,12.21%,18.79%,11.90%,-0.32%,10.20%,9.51%,11.20%,9.59%,Upgrade
