Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,79.19,60.02,46.04,43.13,31.09,25.78,32.98,31.11,31.25,33.64,Upgrade
Revenue Growth (YoY),31.95%,30.37%,6.75%,38.71%,20.61%,-21.85%,6.02%,-0.46%,-7.10%,26.17%,Upgrade
Cost of Revenue,18.31,14.67,11.65,10.67,7.79,5.42,6.85,8.25,6.76,8.67,Upgrade
Gross Profit,60.88,45.34,34.39,32.45,23.3,20.36,26.13,22.86,24.49,24.97,Upgrade
"Selling, General & Admin",3.13,2.8,2.21,1.88,1.7,1.5,1.76,2.15,2.18,2.02,Upgrade
Other Operating Expenses,1.65,1.89,1.54,1.54,1.34,1.37,1.49,1.31,3.07,1.46,Upgrade
Operating Expenses,4.78,4.69,3.75,3.41,3.04,2.87,3.24,3.46,5.26,3.48,Upgrade
Operating Income,56.1,40.66,30.64,29.04,20.26,17.49,22.89,19.41,19.24,21.49,Upgrade
Interest Expense / Income,19.2,12.03,9.67,8.33,6.36,5.17,5.88,5.76,8.71,8.12,Upgrade
Other Expense / Income,15.04,0.44,14.39,0.97,0.86,2.71,22.01,1.79,-5.06,9.62,Upgrade
Pretax Income,21.87,28.18,6.59,19.74,13.04,9.62,-5,11.86,15.59,3.75,Upgrade
Income Tax,0.72,0.4,0.22,0.24,0.03,0.03,-0.09,0,0.16,0.24,Upgrade
Net Income,21.15,27.78,6.36,19.5,13.01,9.59,-4.91,11.86,15.43,3.51,Upgrade
Net Income Growth,-23.87%,336.55%,-67.36%,49.87%,35.65%,-,-,-23.16%,339.85%,-12.10%,Upgrade
Shares Outstanding (Basic),25,20,18,13,12,12,12,11,10,10,Upgrade
Shares Outstanding (Diluted),25,20,18,13,12,12,12,11,10,10,Upgrade
Shares Change,23.46%,14.22%,30.10%,16.92%,0.09%,-0.23%,3.25%,16.21%,0.39%,12.99%,Upgrade
EPS (Basic),0.86,1.39,0.36,1.45,1.13,0.83,-0.43,1.06,1.60,0.37,Upgrade
EPS (Diluted),0.86,1.39,0.36,1.45,1.13,0.83,-0.43,1.06,1.60,0.37,Upgrade
EPS Growth,-38.13%,286.11%,-75.17%,28.32%,36.14%,-,-,-33.75%,332.43%,-21.28%,Upgrade
Free Cash Flow Per Share,-9.96,-3.79,-1.44,-3.81,-1.05,-1.29,4.53,-2.80,3.81,0.68,Upgrade
Dividend Per Share,1.480,1.250,1.250,1.200,1.200,1.200,1.365,1.380,1.380,1.380,Upgrade
Dividend Growth,18.40%,0%,4.17%,0%,0%,-12.09%,-1.09%,0%,0%,-27.94%,Upgrade
Gross Margin,76.88%,75.55%,74.70%,75.25%,74.95%,78.97%,79.22%,73.49%,78.37%,74.23%,Upgrade
Operating Margin,70.85%,67.74%,66.57%,67.34%,65.18%,67.85%,69.40%,62.38%,61.56%,63.88%,Upgrade
Profit Margin,26.71%,46.29%,13.82%,45.21%,41.85%,37.21%,-14.90%,38.11%,49.37%,10.43%,Upgrade
Free Cash Flow Margin,-310.99%,-126.62%,-54.92%,-119.20%,-38.78%,-57.57%,158.59%,-100.71%,117.35%,19.32%,Upgrade
Effective Tax Rate,3.27%,1.42%,3.37%,1.21%,0.26%,0.26%,-,-,1.03%,6.40%,Upgrade
EBITDA,41.07,40.22,16.26,28.07,19.41,14.78,0.88,17.61,24.3,11.87,Upgrade
EBITDA Margin,51.86%,67.01%,35.32%,65.08%,62.42%,57.35%,2.66%,56.62%,77.74%,35.29%,Upgrade
EBIT,41.07,40.22,16.26,28.07,19.41,14.78,0.88,17.61,24.3,11.87,Upgrade
EBIT Margin,51.86%,67.01%,35.32%,65.08%,62.42%,57.35%,2.66%,56.62%,77.74%,35.29%,Upgrade
