Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,873.31,816.05,804.53,756.39,658.3,467.3,398.52,364.23,226.01,167.35,Upgrade
Revenue Growth (YoY),7.02%,1.43%,6.36%,14.90%,40.87%,17.26%,9.41%,61.16%,35.05%,6.09%,Upgrade
Gross Profit,873.31,816.05,804.53,756.39,658.3,467.3,398.52,364.23,226.01,167.35,Upgrade
"Selling, General & Admin",351.97,305.02,304.07,278.02,262.68,194.84,168.81,169.45,111.37,91.74,Upgrade
Other Operating Expenses,214.78,178.57,180.67,175.94,129.55,117.54,86.28,87.52,64.35,43.08,Upgrade
Operating Expenses,566.75,483.59,484.74,453.96,392.23,312.38,255.09,256.97,175.72,134.81,Upgrade
Operating Income,306.56,332.46,319.79,302.43,266.07,154.92,143.44,107.26,50.29,32.54,Upgrade
Pretax Income,306.56,332.46,319.79,302.43,266.07,154.92,143.44,107.26,50.29,32.54,Upgrade
Income Tax,50.15,61.31,64.89,64.27,50.36,61.98,46.62,32.9,14.6,9.31,Upgrade
Net Income,256.41,271.16,254.9,238.17,215.71,92.94,96.81,74.36,35.69,23.23,Upgrade
Preferred Dividends,0,0.05,0.05,0.34,0,0,0.02,0.26,0,0,Upgrade
Net Income Common,256.41,271.11,254.85,237.83,215.71,92.94,96.79,74.11,35.69,23.23,Upgrade
Net Income Growth,-5.42%,6.38%,7.16%,10.25%,132.10%,-3.98%,30.61%,107.65%,53.62%,-16.09%,Upgrade
Shares Outstanding (Basic),127,115,109,97,92,92,63,60,36,32,Upgrade
Shares Change,10.57%,5.50%,12.61%,4.71%,0.39%,47.01%,4.45%,66.13%,11.23%,-2.67%,Upgrade
EPS (Basic),2.07,2.47,2.32,2.42,2.34,1.34,1.58,1.32,1.05,0.71,Upgrade
EPS (Diluted),2.06,2.46,2.31,2.41,2.32,1.33,1.56,1.31,1.05,0.71,Upgrade
EPS Growth,-16.26%,6.49%,-4.15%,3.88%,74.44%,-14.74%,19.08%,24.17%,48.59%,-13.41%,Upgrade
Free Cash Flow Per Share,2.26,2.05,1.74,1.95,2.14,0.91,1.18,1.26,0.84,0.97,Upgrade
Dividend Per Share,0.760,0.720,0.680,0.640,0.600,0.500,0.480,0.460,0.440,0.420,Upgrade
Dividend Growth,5.56%,5.88%,6.25%,6.67%,20.00%,4.17%,4.35%,4.55%,4.76%,5.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.10%,40.74%,39.75%,39.98%,40.42%,33.15%,35.99%,29.45%,22.25%,19.44%,Upgrade
Profit Margin,29.36%,33.22%,31.68%,31.44%,32.77%,19.89%,24.29%,20.35%,15.79%,13.88%,Upgrade
Free Cash Flow Margin,32.86%,28.86%,23.57%,24.89%,29.96%,17.94%,18.54%,20.66%,13.46%,18.71%,Upgrade
Effective Tax Rate,16.36%,18.44%,20.29%,21.25%,18.93%,40.01%,32.50%,30.67%,29.04%,28.60%,Upgrade
EBITDA,355.52,379.68,368.83,338.69,294.48,175.99,160.42,120.92,58.22,38.66,Upgrade
EBITDA Margin,40.71%,46.53%,45.84%,44.78%,44.73%,37.66%,40.25%,33.20%,25.76%,23.10%,Upgrade
Depreciation & Amortization,48.96,47.22,49.04,36.26,28.41,21.06,16.98,13.65,7.93,6.13,Upgrade
EBIT,306.56,332.46,319.79,302.43,266.07,154.92,143.44,107.26,50.29,32.54,Upgrade
EBIT Margin,35.10%,40.74%,39.75%,39.98%,40.42%,33.15%,35.99%,29.45%,22.25%,19.44%,Upgrade
