Year,2022,2020,2019
Revenue,98.51,69.56,53.18
Revenue Growth (YoY),41.60%,30.80%,-
Cost of Revenue,27.1,13.71,13.02
Gross Profit,71.41,55.85,40.16
"Selling, General & Admin",24.87,3.81,4.47
Other Operating Expenses,605.64,35.46,28.3
Operating Expenses,630.51,39.27,32.77
Operating Income,-559.1,16.59,7.39
Interest Expense / Income,1.4,0.83,0.76
Other Expense / Income,-207.73,5.14,-0.26
Pretax Income,-352.77,10.62,6.89
Income Tax,-36.92,0,0
Net Income,-315.85,10.62,6.89
Net Income Growth,-,54.19%,-
Shares Outstanding (Basic),84,42,-
Shares Outstanding (Diluted),131,42,-
Shares Change,209.05%,-,-
EPS (Basic),-3.76,-,-
EPS (Diluted),-3.89,-,-
Free Cash Flow Per Share,-0.33,0.04,-
Gross Margin,72.49%,80.29%,75.52%
Operating Margin,-567.58%,23.85%,13.89%
Profit Margin,-320.64%,15.27%,12.96%
Free Cash Flow Margin,-28.38%,2.51%,30.22%
EBITDA,-301.97,14.79,10.39
EBITDA Margin,-306.55%,21.26%,19.53%
Depreciation & Amortization,49.39,3.34,2.74
EBIT,-351.37,11.45,7.65
EBIT Margin,-356.70%,16.46%,14.38%
