Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,980.29,"1,066.19","1,068.63","1,201.17","1,070.17","1,052.74",996.36,899.27,941.89,877.04,Upgrade
Revenue Growth (YoY),-8.06%,-0.23%,-11.03%,12.24%,1.66%,5.66%,10.80%,-4.53%,7.39%,7.85%,Upgrade
Cost of Revenue,637.3,652.16,869.47,830.17,731.61,725.71,652.43,520.09,603.11,531.6,Upgrade
Gross Profit,342.99,414.04,199.16,370.99,338.56,327.02,343.93,379.18,338.78,345.44,Upgrade
"Selling, General & Admin",327.72,314.01,353.58,354.11,347.71,311.37,286.43,263.81,262.32,243.54,Upgrade
Other Operating Expenses,0,0,15.09,0,0,0,0,0,0,0,Upgrade
Operating Expenses,327.72,314.01,368.68,354.11,347.71,311.37,286.43,263.81,262.32,243.54,Upgrade
Operating Income,15.27,100.03,-169.52,16.88,-9.15,15.65,57.5,115.37,76.46,101.9,Upgrade
Interest Expense / Income,3.19,3.19,0,0,0,0,0,0,0,0,Upgrade
Other Expense / Income,-,-,-,-,-25.4,-6.15,-0.79,-3.81,-,-,Upgrade
Pretax Income,12.08,96.84,-169.52,16.88,16.25,21.8,58.28,119.18,76.46,101.9,Upgrade
Income Tax,-2.95,16.25,-56.81,2.06,-11.41,-29.22,8.38,30.05,17.33,25.76,Upgrade
Net Income,15.03,80.59,-112.71,14.82,27.65,51.02,49.9,89.13,59.14,76.14,Upgrade
Net Income Growth,-81.35%,-,-,-46.40%,-45.81%,2.24%,-44.01%,50.71%,-22.33%,89.35%,Upgrade
Shares Outstanding (Basic),25,25,25,25,25,25,25,25,25,25,Upgrade
Shares Outstanding (Diluted),-,25,25,25,25,25,25,25,25,25,Upgrade
Shares Change,0.42%,0.26%,-0.44%,0.53%,-0.39%,-0.92%,1.15%,-0.73%,-0.37%,-0.48%,Upgrade
EPS (Basic),0.60,3.21,-4.50,0.59,1.11,2.03,1.97,3.56,2.34,3.01,Upgrade
EPS (Diluted),0.59,3.16,-4.50,0.58,1.08,1.99,1.93,3.53,2.32,2.98,Upgrade
EPS Growth,-81.33%,-,-,-46.30%,-45.73%,3.11%,-45.33%,52.16%,-22.15%,88.61%,Upgrade
Free Cash Flow Per Share,-0.73,-2.58,5.41,1.85,3.08,6.09,8.16,7.20,5.67,6.04,Upgrade
Dividend Per Share,0.630,0.600,1.140,1.300,4.210,1.090,0.970,0.860,0.780,0.690,Upgrade
Dividend Growth,5.00%,-47.37%,-12.31%,-69.12%,286.24%,12.37%,12.79%,10.26%,13.04%,15.00%,Upgrade
Gross Margin,34.99%,38.83%,18.64%,30.89%,31.64%,31.06%,34.52%,42.17%,35.97%,39.39%,Upgrade
Operating Margin,1.56%,9.38%,-15.86%,1.41%,-0.86%,1.49%,5.77%,12.83%,8.12%,11.62%,Upgrade
Profit Margin,1.53%,7.56%,-10.55%,1.23%,2.58%,4.85%,5.01%,9.91%,6.28%,8.68%,Upgrade
Free Cash Flow Margin,-1.88%,-6.06%,12.66%,3.87%,7.20%,14.53%,20.75%,20.05%,15.20%,17.45%,Upgrade
Effective Tax Rate,-24.46%,16.78%,-,12.20%,-70.21%,-134.02%,14.38%,25.21%,22.66%,25.28%,Upgrade
EBITDA,22.94,106.6,-162.86,28.07,21.42,26.38,64.32,125.65,83.35,107.51,Upgrade
EBITDA Margin,2.34%,10.00%,-15.24%,2.34%,2.00%,2.51%,6.46%,13.97%,8.85%,12.26%,Upgrade
Depreciation & Amortization,7.67,6.57,6.66,11.19,5.17,4.57,6.04,6.47,6.89,5.6,Upgrade
EBIT,15.27,100.03,-169.52,16.88,16.25,21.8,58.28,119.18,76.46,101.9,Upgrade
EBIT Margin,1.56%,9.38%,-15.86%,1.41%,1.52%,2.07%,5.85%,13.25%,8.12%,11.62%,Upgrade
