Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Revenue,48.41,48.67,45.41,39.95,37.62,35.96,34.77,32.36,31.26,30.23,Upgrade
Revenue Growth (YoY),-0.53%,7.19%,13.66%,6.19%,4.63%,3.43%,7.43%,3.52%,3.42%,-4.17%,Upgrade
Gross Profit,48.41,48.67,45.41,39.95,37.62,35.96,34.77,32.36,31.26,30.23,Upgrade
"Selling, General & Admin",33.16,32.86,30.18,27.47,24.65,23.99,23.83,21.82,21.59,21.23,Upgrade
Other Operating Expenses,0,0,0,0,4.63,-0.08,-0.17,0,0,0,Upgrade
Operating Expenses,33.16,32.86,30.18,27.47,29.28,23.91,23.66,21.82,21.59,21.23,Upgrade
Operating Income,15.25,15.82,15.22,12.48,8.35,12.05,11.11,10.54,9.67,9,Upgrade
Pretax Income,15.25,15.82,15.22,12.48,8.35,12.05,11.11,10.54,9.67,9,Upgrade
Income Tax,2.63,2.65,2.42,1.83,1.27,3.6,2.6,2.66,1.97,1.86,Upgrade
Net Income,12.62,13.17,12.81,10.65,7.07,8.45,8.51,7.88,7.69,7.14,Upgrade
Net Income Growth,-4.21%,2.85%,20.26%,50.57%,-16.30%,-0.73%,8.04%,2.39%,7.83%,4.25%,Upgrade
Shares Outstanding (Basic),4,4,4,4,4,4,4,4,4,4,Upgrade
Shares Change,0.29%,0.22%,0.14%,0.07%,0.08%,0.06%,0.05%,-0.03%,0.00%,0.03%,Upgrade
EPS (Basic),2.81,2.94,2.86,2.38,1.58,1.89,1.91,1.77,1.73,1.60,Upgrade
EPS (Diluted),2.79,2.92,2.85,2.38,1.58,1.89,1.91,1.77,1.73,1.60,Upgrade
EPS Growth,-4.45%,2.46%,19.75%,50.63%,-16.40%,-1.05%,7.91%,2.31%,8.12%,3.90%,Upgrade
Free Cash Flow Per Share,6.31,5.73,-1.80,1.17,3.11,1.77,1.32,2.43,0.01,3.71,Upgrade
Dividend Per Share,1.400,1.320,1.280,1.240,1.200,1.160,1.110,1.080,1.040,1.010,Upgrade
Dividend Growth,6.06%,3.13%,3.23%,3.33%,3.45%,4.50%,2.78%,3.85%,2.97%,1.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,31.49%,32.50%,33.53%,31.23%,22.18%,33.52%,31.95%,32.57%,30.92%,29.77%,Upgrade
Profit Margin,26.06%,27.06%,28.20%,26.65%,18.80%,23.50%,24.48%,24.34%,24.61%,23.61%,Upgrade
Free Cash Flow Margin,58.59%,52.76%,-17.77%,13.08%,36.93%,21.92%,16.99%,33.50%,0.11%,54.68%,Upgrade
Effective Tax Rate,17.26%,16.73%,15.89%,14.67%,15.25%,29.90%,23.39%,25.26%,20.41%,20.70%,Upgrade
EBITDA,17.05,17.71,17.29,14.22,9.73,13.45,12.54,11.79,10.81,10.07,Upgrade
EBITDA Margin,35.22%,36.39%,38.07%,35.58%,25.87%,37.39%,36.06%,36.44%,34.59%,33.32%,Upgrade
Depreciation & Amortization,1.8,1.9,2.06,1.74,1.39,1.39,1.43,1.25,1.15,1.07,Upgrade
EBIT,15.25,15.82,15.22,12.48,8.35,12.05,11.11,10.54,9.67,9,Upgrade
EBIT Margin,31.49%,32.50%,33.53%,31.23%,22.18%,33.52%,31.95%,32.57%,30.92%,29.77%,Upgrade
