Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,"13,156","10,429","10,403","13,987","13,402","13,133","12,590","12,923","15,150","16,737",Upgrade
Revenue Growth (YoY),26.15%,0.25%,-25.62%,4.37%,2.05%,4.31%,-2.58%,-14.70%,-9.48%,-6.71%,Upgrade
Gross Profit,"13,156","10,429","10,403","13,987","13,402","13,133","12,590","12,923","15,150","16,737",Upgrade
"Selling, General & Admin","7,687","7,758","7,858","9,280","9,645","10,401","16,194","16,353","13,859","17,466",Upgrade
Other Operating Expenses,0,0,0,0,398,493,478,0,0,0,Upgrade
Operating Expenses,"7,687","7,758","7,858","9,280","10,043","10,894","16,672","16,353","13,859","17,466",Upgrade
Operating Income,"5,469","2,671","2,545","4,707","3,359","2,239","-4,082","-3,430","1,291",-729,Upgrade
Other Expense / Income,854,"-1,275","3,224","1,135",529,756,"1,766","-1,474","2,852","8,080",Upgrade
Pretax Income,"4,615","3,946",-679,"3,572","2,830","1,483","-5,848","-1,956","-1,561","-8,809",Upgrade
Income Tax,"1,275",996,74,439,"1,208",731,"1,107",23,"1,909",186,Upgrade
Net Income,"3,340","2,950",-753,"3,133","1,622",752,"-6,955","-1,979","-3,470","-8,995",Upgrade
Preferred Dividends,249,318,381,406,537,721,"1,756",385,699,398,Upgrade
Net Income Common,"3,091","2,632","-1,134","2,727","1,085",31,"-8,711","-2,364","-4,169","-9,393",Upgrade
Net Income Growth,17.44%,-,-,151.34%,3400.00%,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),"10,649","11,230","11,230","11,188","11,110","10,979","10,794","10,647","10,496","10,373",Upgrade
Shares Change,-5.18%,-,0.38%,0.70%,1.20%,1.71%,1.38%,1.44%,1.18%,73.65%,Upgrade
EPS (Basic),0.68,0.55,-0.13,0.56,0.29,0.14,-1.28,-0.60,-0.66,-1.73,Upgrade
EPS (Diluted),-0.05,0.09,0.03,0.04,0.29,0.14,-1.28,-0.60,-0.66,-1.73,Upgrade
EPS Growth,-,152.94%,-24.44%,-84.43%,112.50%,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,-8.28,9.43,5.18,-0.57,-1.29,6.37,-0.76,0.29,-3.82,-5.75,Upgrade
Dividend Per Share,0.310,0.180,0.223,0.666,0.057,-,-,-,-,-,Upgrade
Dividend Growth,72.22%,-19.28%,-66.52%,1068.42%,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.57%,25.61%,24.46%,33.65%,25.06%,17.05%,-32.42%,-26.54%,8.52%,-4.36%,Upgrade
Profit Margin,23.49%,25.24%,-10.90%,19.50%,8.10%,0.24%,-69.19%,-18.29%,-27.52%,-56.12%,Upgrade
Free Cash Flow Margin,-335.07%,507.70%,279.41%,-22.95%,-53.56%,266.39%,-32.68%,12.13%,-132.28%,-178.10%,Upgrade
Effective Tax Rate,27.63%,25.24%,-,12.29%,42.69%,49.29%,-,-,-,-,Upgrade
EBITDA,"5,448","4,869",235,"4,792","3,598","2,320","-4,929","-1,956","-1,561","-8,809",Upgrade
EBITDA Margin,41.41%,46.69%,2.26%,34.26%,26.85%,17.67%,-39.15%,-15.14%,-10.30%,-52.63%,Upgrade
Depreciation & Amortization,833,923,914,"1,220",768,837,919,0,0,0,Upgrade
EBIT,"4,615","3,946",-679,"3,572","2,830","1,483","-5,848","-1,956","-1,561","-8,809",Upgrade
EBIT Margin,35.08%,37.84%,-6.53%,25.54%,21.12%,11.29%,-46.45%,-15.14%,-10.30%,-52.63%,Upgrade
