Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,"1,222.66","1,121.85","1,072.77",939.35,823.82,751.92,685.29,546.54,369.28,301.16,Upgrade
Revenue Growth (YoY),8.99%,4.58%,14.20%,14.02%,9.56%,9.72%,25.39%,48.00%,22.62%,11.57%,Upgrade
Cost of Revenue,938.4,779.21,758.81,603.41,414.46,350.43,301.23,187.74,123.28,108.62,Upgrade
Gross Profit,284.26,342.65,313.96,335.95,409.36,401.49,384.06,358.81,246,192.54,Upgrade
"Selling, General & Admin",304.9,313.6,289.63,272.43,256.49,231,221.18,183.78,118.4,91.99,Upgrade
Operating Expenses,304.9,313.6,289.63,272.43,256.49,231,221.18,183.78,118.4,91.99,Upgrade
Operating Income,-20.64,29.05,24.33,63.52,152.87,170.48,162.88,175.02,127.6,100.56,Upgrade
Interest Expense / Income,6.61,0.64,0.1,0,0,0,0,0,0,0,Upgrade
Pretax Income,-27.25,28.41,24.23,63.52,152.87,170.48,162.88,175.02,127.6,100.56,Upgrade
Income Tax,-4.99,8.01,5.13,17,35.82,63.55,63.47,68.54,54.62,41.58,Upgrade
Net Income,-22.26,20.41,19.11,46.51,117.05,106.94,99.41,106.48,72.99,58.98,Upgrade
Net Income Growth,-,6.81%,-58.93%,-60.26%,9.46%,7.57%,-6.64%,45.89%,23.76%,94.57%,Upgrade
Shares Outstanding (Basic),31,31,32,34,35,35,35,35,34,36,Upgrade
Shares Outstanding (Diluted),31,31,32,34,36,36,36,36,35,38,Upgrade
Shares Change,-1.78%,-2.08%,-6.60%,-4.34%,-0.06%,0.45%,-0.65%,2.09%,-6.95%,-6.99%,Upgrade
EPS (Basic),-0.72,0.65,0.60,1.37,3.36,3.07,2.85,3.06,2.17,1.64,Upgrade
EPS (Diluted),-0.72,0.65,0.60,1.36,3.27,2.99,2.79,2.97,2.08,1.56,Upgrade
EPS Growth,-,8.33%,-55.88%,-58.41%,9.36%,7.17%,-6.06%,42.79%,33.33%,108.00%,Upgrade
Free Cash Flow Per Share,10.40,7.37,0.39,2.47,6.41,6.90,3.24,5.96,3.40,4.34,Upgrade
Dividend Per Share,0.770,0.770,0.770,0.770,0.730,0.690,0.690,0.630,0.400,0.330,Upgrade
Dividend Growth,0%,0%,0%,5.48%,5.80%,0%,9.52%,57.50%,21.21%,-13.16%,Upgrade
Gross Margin,23.25%,30.54%,29.27%,35.76%,49.69%,53.40%,56.04%,65.65%,66.62%,63.93%,Upgrade
Operating Margin,-1.69%,2.59%,2.27%,6.76%,18.56%,22.67%,23.77%,32.02%,34.56%,33.39%,Upgrade
Profit Margin,-1.82%,1.82%,1.78%,4.95%,14.21%,14.22%,14.51%,19.48%,19.77%,19.58%,Upgrade
Free Cash Flow Margin,26.15%,20.49%,1.15%,8.93%,27.12%,31.97%,16.52%,37.96%,30.92%,51.67%,Upgrade
Effective Tax Rate,-,28.18%,21.15%,26.77%,23.43%,37.28%,38.97%,39.16%,42.80%,41.35%,Upgrade
EBITDA,-13.34,35.96,29.43,68.47,157.69,174.54,166.13,177.06,128.8,101.57,Upgrade
EBITDA Margin,-1.09%,3.21%,2.74%,7.29%,19.14%,23.21%,24.24%,32.40%,34.88%,33.73%,Upgrade
Depreciation & Amortization,7.3,6.91,5.11,4.96,4.82,4.06,3.24,2.03,1.19,1.01,Upgrade
EBIT,-20.64,29.05,24.33,63.52,152.87,170.48,162.88,175.02,127.6,100.56,Upgrade
EBIT Margin,-1.69%,2.59%,2.27%,6.76%,18.56%,22.67%,23.77%,32.02%,34.56%,33.39%,Upgrade
