Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,305.46,304.86,281.99,284.7,285.31,266.35,245.12,237.38,232.27,224.87,Upgrade
Revenue Growth (YoY),0.20%,8.11%,-0.95%,-0.21%,7.12%,8.66%,3.26%,2.20%,3.29%,24.85%,Upgrade
Gross Profit,305.46,304.86,281.99,284.7,285.31,266.35,245.12,237.38,232.27,224.87,Upgrade
"Selling, General & Admin",194.88,188.97,182.84,180.16,179.3,169.17,153.49,144.86,149.69,147.46,Upgrade
Other Operating Expenses,0.87,1.32,1.48,1.67,1.77,1.93,5.11,5.01,5,5.64,Upgrade
Operating Expenses,195.75,190.29,184.32,181.83,181.07,171.11,158.61,149.86,154.69,153.1,Upgrade
Operating Income,109.71,114.57,97.67,102.86,104.24,95.24,86.52,87.51,77.58,71.76,Upgrade
Other Expense / Income,0.13,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,Upgrade
Pretax Income,109.59,114.45,97.51,102.73,104.11,95.11,86.39,87.38,77.45,71.63,Upgrade
Income Tax,24.56,25.18,19.92,21.02,21.81,42.62,27.05,28.96,25.4,20.78,Upgrade
Net Income,85.03,89.26,77.59,81.72,82.31,52.49,59.34,58.42,52.04,50.86,Upgrade
Net Income Growth,-4.74%,15.05%,-5.05%,-0.72%,56.80%,-11.54%,1.57%,12.26%,2.33%,62.56%,Upgrade
Shares Outstanding (Basic),14,15,15,15,15,15,15,15,15,15,Upgrade
Shares Change,-1.20%,-1.82%,-0.06%,-2.21%,0.49%,0.98%,1.04%,0.94%,0.37%,2.41%,Upgrade
EPS (Basic),5.92,6.08,5.22,5.39,5.39,3.46,3.94,3.91,3.51,3.48,Upgrade
EPS (Diluted),5.89,6.05,5.20,5.37,5.35,3.43,3.91,3.87,3.48,3.46,Upgrade
EPS Growth,-2.64%,16.35%,-3.17%,0.37%,55.98%,-12.28%,1.03%,11.21%,0.58%,42.39%,Upgrade
Free Cash Flow Per Share,6.59,7.95,6.49,6.43,6.05,3.35,4.96,5.14,4.66,5.25,Upgrade
Dividend Per Share,2.310,2.190,2.100,2.020,1.940,1.820,1.770,1.700,1.620,1.540,Upgrade
Dividend Growth,5.48%,4.29%,3.96%,4.12%,6.59%,2.82%,4.12%,4.94%,5.19%,5.48%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.92%,37.58%,34.64%,36.13%,36.54%,35.76%,35.29%,36.87%,33.40%,31.91%,Upgrade
Profit Margin,27.84%,29.28%,27.51%,28.70%,28.85%,19.71%,24.21%,24.61%,22.41%,22.62%,Upgrade
Free Cash Flow Margin,31.23%,38.22%,34.35%,33.74%,32.42%,19.12%,30.47%,32.25%,29.60%,34.37%,Upgrade
Effective Tax Rate,22.41%,22.00%,20.43%,20.46%,20.94%,44.81%,31.31%,33.14%,32.80%,29.00%,Upgrade
EBITDA,121.14,126.01,109.19,114.45,115.44,105.32,95.3,95.86,85.25,79.54,Upgrade
EBITDA Margin,39.66%,41.33%,38.72%,40.20%,40.46%,39.54%,38.88%,40.38%,36.70%,35.37%,Upgrade
Depreciation & Amortization,11.56,11.57,11.68,11.72,11.33,10.2,8.92,8.48,7.81,7.9,Upgrade
EBIT,109.59,114.45,97.51,102.73,104.11,95.11,86.39,87.38,77.45,71.63,Upgrade
EBIT Margin,35.88%,37.54%,34.58%,36.09%,36.49%,35.71%,35.24%,36.81%,33.34%,31.86%,Upgrade
