Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,50.1,67.51,54.87,42.78,30.04,13.11,9.81,10.1,15.85,16.4,Upgrade
Revenue Growth (YoY),-25.78%,23.03%,28.27%,42.42%,129.11%,33.61%,-2.81%,-36.31%,-3.35%,-21.84%,Upgrade
Cost of Revenue,30.88,41.24,33.61,23.31,16.67,6.11,5.75,6.63,9.93,11.64,Upgrade
Gross Profit,19.23,26.27,21.26,19.47,13.37,7,4.06,3.47,5.92,4.76,Upgrade
"Selling, General & Admin",12.19,12.55,10.52,7.9,2.91,2.01,2.69,2.77,3.07,3.7,Upgrade
Other Operating Expenses,6.15,6.77,7.2,7.15,3.1,2.69,6.95,3.8,9.48,6.89,Upgrade
Operating Expenses,18.35,19.32,17.72,15.05,6.01,4.69,9.64,6.56,12.54,10.59,Upgrade
Operating Income,0.88,6.94,3.55,4.42,7.36,2.31,-5.58,-3.09,-6.62,-5.83,Upgrade
Interest Expense / Income,0.44,0.36,0.35,0.14,0,0,0,0,0,0,Upgrade
Other Expense / Income,3.73,-0.2,-,-,-,-,-,0.05,-0.04,0.07,Upgrade
Pretax Income,-3.29,6.78,3.2,4.28,7.36,2.31,-5.58,-3.14,-6.58,-5.89,Upgrade
Income Tax,-1.3,1.72,0.22,1.05,-4.6,0.15,0,-0.28,-0.03,0.02,Upgrade
Net Income,-1.99,5.06,2.98,3.24,11.96,2.16,-5.58,-2.87,-6.56,-5.91,Upgrade
Net Income Growth,-,70.18%,-8.07%,-72.95%,454.57%,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),32,31,31,30,27,23,22,22,22,22,Upgrade
Shares Outstanding (Diluted),32,31,31,30,27,23,22,22,22,22,Upgrade
Shares Change,3.49%,2.21%,0.60%,12.15%,20.66%,1.91%,-,-,-0.01%,-0.06%,Upgrade
EPS (Basic),-0.06,0.16,0.10,0.11,0.44,0.10,-0.25,-0.13,-0.30,-0.27,Upgrade
EPS (Diluted),-0.06,0.16,0.10,0.11,0.44,0.10,-0.25,-0.13,-0.30,-0.27,Upgrade
EPS Growth,-,60.00%,-9.09%,-75.00%,340.00%,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,-0.79,-0.06,3.14,0.72,0.13,0.05,-0.15,-0.07,-0.40,-0.16,Upgrade
Dividend Per Share,-,-,-,-,-,-,0.200,-,-,-,Upgrade
Gross Margin,38.37%,38.91%,38.75%,45.51%,44.50%,53.42%,41.41%,34.38%,37.35%,29.00%,Upgrade
Operating Margin,1.76%,10.28%,6.46%,10.33%,24.50%,17.62%,-56.85%,-30.63%,-41.79%,-35.53%,Upgrade
Profit Margin,-3.97%,7.50%,5.42%,7.56%,39.83%,16.45%,-56.85%,-28.42%,-41.36%,-36.05%,Upgrade
Free Cash Flow Margin,-51.35%,-2.83%,175.51%,51.62%,11.53%,7.89%,-33.62%,-14.19%,-55.82%,-21.12%,Upgrade
Effective Tax Rate,-,25.37%,6.91%,24.46%,-62.53%,6.62%,-,-,-,-,Upgrade
EBITDA,-1.86,8.59,5.11,5.42,7.5,2.43,-5.3,-2.86,-6.32,-5.76,Upgrade
EBITDA Margin,-3.70%,12.72%,9.31%,12.67%,24.98%,18.50%,-54.03%,-28.33%,-39.85%,-35.14%,Upgrade
Depreciation & Amortization,1,1.45,1.57,1,0.14,0.12,0.28,0.28,0.27,0.13,Upgrade
EBIT,-2.85,7.15,3.55,4.42,7.36,2.31,-5.58,-3.14,-6.58,-5.89,Upgrade
EBIT Margin,-5.69%,10.58%,6.46%,10.33%,24.50%,17.62%,-56.85%,-31.14%,-41.53%,-35.93%,Upgrade
