Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Revenue,60.27,62.09,62.75,66.31,62.82,62.54,62.01,61.03,58.31,58.57,Upgrade
Revenue Growth (YoY),-2.93%,-1.05%,-5.38%,5.56%,0.45%,0.85%,1.61%,4.66%,-0.44%,1.73%,Upgrade
Gross Profit,60.27,62.09,62.75,66.31,62.82,62.54,62.01,61.03,58.31,58.57,Upgrade
"Selling, General & Admin",33.22,33.24,32.41,33.54,32.91,32.26,30.57,31.75,30.8,30.78,Upgrade
Other Operating Expenses,5.58,5.05,5.02,4.47,4.59,4.22,4.31,4.75,4.51,4.29,Upgrade
Operating Expenses,38.8,38.29,37.43,38.01,37.49,36.47,34.88,36.5,35.31,35.08,Upgrade
Operating Income,21.47,23.8,25.32,28.31,25.32,26.06,27.13,24.53,23.01,23.49,Upgrade
Pretax Income,21.47,23.8,25.32,28.31,25.32,26.06,27.13,24.53,23.01,23.49,Upgrade
Income Tax,5.32,6.37,6.72,6.31,6.11,11.1,10.79,9.79,8.91,8.85,Upgrade
Net Income,16.16,17.43,18.61,22,19.21,14.96,16.35,14.75,14.1,14.65,Upgrade
Net Income Growth,-7.31%,-6.32%,-15.41%,14.49%,28.41%,-8.47%,10.84%,4.62%,-3.76%,-1.29%,Upgrade
Shares Outstanding (Basic),9,9,9,9,9,9,9,9,9,10,Upgrade
Shares Outstanding (Diluted),9,9,9,9,9,10,9,9,9,10,Upgrade
Shares Change,-2.08%,-0.94%,-1.38%,-0.80%,-1.39%,2.37%,0.53%,-0.58%,-5.36%,-3.61%,Upgrade
EPS (Basic),1.81,1.92,2.03,2.38,2.07,1.61,1.78,1.59,1.53,1.51,Upgrade
EPS (Diluted),1.80,1.90,2.01,2.34,2.03,1.57,1.74,1.56,1.51,1.49,Upgrade
EPS Growth,-5.26%,-5.47%,-14.10%,15.27%,29.30%,-9.77%,11.54%,3.31%,1.34%,2.76%,Upgrade
Free Cash Flow Per Share,1.35,1.34,2.10,2.35,2.31,1.98,2.00,1.82,1.43,1.56,Upgrade
Dividend Per Share,1.020,1.120,0.920,1.490,1.140,1.200,0.920,0.760,0.700,0.620,Upgrade
Dividend Growth,-8.93%,21.74%,-38.26%,30.70%,-5.00%,30.43%,21.05%,8.57%,12.90%,14.81%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.63%,38.34%,40.35%,42.69%,40.31%,41.68%,43.76%,40.20%,39.45%,40.11%,Upgrade
Profit Margin,26.81%,28.07%,29.65%,33.17%,30.58%,23.92%,26.36%,24.16%,24.17%,25.01%,Upgrade
Free Cash Flow Margin,19.83%,19.59%,30.65%,32.59%,33.85%,29.39%,29.36%,27.05%,22.51%,25.95%,Upgrade
Effective Tax Rate,24.76%,26.77%,26.52%,22.30%,24.13%,42.60%,39.75%,39.89%,38.72%,37.65%,Upgrade
EBITDA,25.6,28.03,29.83,32.24,26.58,27.19,28.27,25.83,24.4,24.63,Upgrade
EBITDA Margin,42.48%,45.14%,47.55%,48.62%,42.31%,43.48%,45.59%,42.32%,41.83%,42.05%,Upgrade
Depreciation & Amortization,4.13,4.22,4.51,3.93,1.26,1.13,1.14,1.3,1.39,1.14,Upgrade
EBIT,21.47,23.8,25.32,28.31,25.32,26.06,27.13,24.53,23.01,23.49,Upgrade
EBIT Margin,35.63%,38.34%,40.35%,42.69%,40.31%,41.68%,43.76%,40.20%,39.45%,40.11%,Upgrade
