Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,254.15,222.37,170.83,175.26,138.49,115.95,95.29,74.98,69.22,67.07,Upgrade
Revenue Growth (YoY),14.29%,30.17%,-2.53%,26.55%,19.44%,21.68%,27.09%,8.32%,3.21%,2.76%,Upgrade
Gross Profit,254.15,222.37,170.83,175.26,138.49,115.95,95.29,74.98,69.22,67.07,Upgrade
"Selling, General & Admin",134.14,122.7,91.28,88.56,69.34,58.32,49.47,39.73,37.11,36.25,Upgrade
Other Operating Expenses,28.72,32.88,19.8,23.44,20.64,15.9,12.04,9.52,7.4,7.26,Upgrade
Operating Expenses,162.86,155.58,111.09,111.99,89.98,74.22,61.51,49.25,44.51,43.5,Upgrade
Operating Income,91.29,66.79,59.74,63.27,48.51,41.73,33.78,25.73,24.72,23.57,Upgrade
Pretax Income,91.29,66.79,59.74,63.27,48.51,41.73,33.78,25.73,24.72,23.57,Upgrade
Income Tax,18.34,15.3,14.47,15.32,11.91,15.04,11.94,9.22,9.25,8.85,Upgrade
Net Income,72.95,51.49,45.27,47.94,36.6,26.68,21.84,16.51,15.46,14.72,Upgrade
Preferred Dividends,0,0,0,0,0,0,0.83,2.2,4.15,4.42,Upgrade
Net Income Common,72.95,51.49,45.27,47.94,36.6,26.68,21.02,14.31,11.31,10.31,Upgrade
Net Income Growth,41.68%,13.74%,-5.58%,30.99%,37.16%,26.98%,46.83%,26.55%,9.74%,5.44%,Upgrade
Shares Outstanding (Basic),20,18,17,17,15,13,12,8,6,6,Upgrade
Shares Change,13.13%,8.08%,0.43%,8.94%,21.23%,1.29%,47.84%,43.42%,-0.84%,-1.79%,Upgrade
EPS (Basic),3.62,2.88,2.71,2.88,2.53,2.13,2.07,1.84,1.88,1.74,Upgrade
EPS (Diluted),3.60,2.87,2.70,2.87,2.52,2.13,2.05,1.81,1.85,1.73,Upgrade
EPS Growth,25.44%,6.30%,-5.92%,13.89%,18.31%,3.90%,13.26%,-2.16%,6.94%,6.79%,Upgrade
Free Cash Flow Per Share,2.97,3.64,3.65,3.52,2.55,3.56,2.16,2.40,2.83,3.93,Upgrade
Dividend Per Share,0.900,0.850,0.810,0.760,0.700,0.660,0.620,0.300,0.550,0.460,Upgrade
Dividend Growth,5.88%,4.94%,6.58%,8.57%,6.06%,6.45%,106.67%,-45.45%,19.57%,9.52%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.92%,30.04%,34.97%,36.10%,35.03%,35.99%,35.45%,34.32%,35.70%,35.14%,Upgrade
Profit Margin,28.70%,23.16%,26.50%,27.36%,26.43%,23.01%,22.05%,19.09%,16.34%,15.36%,Upgrade
Free Cash Flow Margin,23.92%,29.63%,35.75%,33.51%,28.21%,38.71%,28.20%,26.99%,23.98%,34.69%,Upgrade
Effective Tax Rate,20.09%,22.91%,24.22%,24.22%,24.54%,36.05%,35.35%,35.83%,37.44%,37.53%,Upgrade
EBITDA,106.35,81.24,71.46,74.11,56.39,49.86,41.72,30.17,28.68,28.23,Upgrade
EBITDA Margin,41.85%,36.53%,41.83%,42.29%,40.72%,43.00%,43.78%,40.24%,41.42%,42.09%,Upgrade
Depreciation & Amortization,15.06,14.45,11.72,10.84,7.88,8.13,7.94,4.44,3.96,4.66,Upgrade
EBIT,91.29,66.79,59.74,63.27,48.51,41.73,33.78,25.73,24.72,23.57,Upgrade
EBIT Margin,35.92%,30.04%,34.97%,36.10%,35.03%,35.99%,35.45%,34.32%,35.70%,35.14%,Upgrade
