symbol,date,open,high,low,close,volume,adjclose,dividends
CHMG,2017-01-03,36.029998779296875,36.029998779296875,35.400001525878906,35.5,3500,29.94200897216797,0.0
CHMG,2017-01-04,36.439998626708984,37.2599983215332,35.22999954223633,36.41999816894531,15500,30.717979431152344,0.0
CHMG,2017-01-05,36.560001373291016,36.95000076293945,35.150001525878906,35.5099983215332,6800,29.950448989868164,0.0
CHMG,2017-01-06,36.20000076293945,37.029998779296875,36.0,36.349998474121094,7100,30.6589298248291,0.0
CHMG,2017-01-09,36.61000061035156,36.61000061035156,35.77000045776367,35.77000045776367,2400,30.16974639892578,0.0
CHMG,2017-01-10,34.880001068115234,35.689998626708984,34.689998626708984,34.790000915527344,7600,29.34317398071289,0.0
CHMG,2017-01-11,34.099998474121094,34.5,32.83000183105469,33.709999084472656,3400,28.43225860595703,0.0
CHMG,2017-01-12,33.349998474121094,33.880001068115234,33.08000183105469,33.66999816894531,3900,28.398521423339844,0.0
CHMG,2017-01-13,33.880001068115234,33.93000030517578,33.81999969482422,33.93000030517578,2200,28.617820739746094,0.0
CHMG,2017-01-17,33.880001068115234,33.97999954223633,31.719999313354492,33.310001373291016,4500,28.094890594482422,0.0
CHMG,2017-01-18,33.209999084472656,33.209999084472656,32.72999954223633,32.7599983215332,2200,27.630992889404297,0.0
CHMG,2017-01-19,32.36000061035156,32.720001220703125,32.34000015258789,32.720001220703125,1600,27.597261428833008,0.0
CHMG,2017-01-20,32.54999923706055,33.38999938964844,32.5,32.79999923706055,14600,27.664735794067383,0.0
CHMG,2017-01-23,32.79999923706055,32.959999084472656,32.72999954223633,32.849998474121094,4500,27.706907272338867,0.0
CHMG,2017-01-24,32.880001068115234,33.720001220703125,32.79999923706055,33.400001525878906,4800,28.170799255371094,0.0
CHMG,2017-01-25,34.470001220703125,34.86000061035156,33.5,34.380001068115234,3600,28.997364044189453,0.0
CHMG,2017-01-26,34.720001220703125,35.97999954223633,34.720001220703125,35.970001220703125,5400,30.33843421936035,0.0
CHMG,2017-01-27,36.0,36.0,34.7400016784668,34.91999816894531,2400,29.452821731567383,0.0
CHMG,2017-01-30,34.70000076293945,35.0,34.099998474121094,34.099998474121094,4300,28.761199951171875,0.0
CHMG,2017-01-31,34.029998779296875,34.47999954223633,33.9900016784668,34.189998626708984,5100,28.837106704711914,0.0
CHMG,2017-02-01,34.529998779296875,34.529998779296875,34.08000183105469,34.08000183105469,1200,28.744340896606445,0.0
CHMG,2017-02-02,34.16999816894531,35.0,34.16999816894531,34.720001220703125,9900,29.284135818481445,0.0
CHMG,2017-02-03,35.0,35.0,34.5,34.70000076293945,4200,29.267261505126953,0.0
CHMG,2017-02-06,34.689998626708984,35.52000045776367,34.41999816894531,35.52000045776367,4700,29.958879470825195,0.0
CHMG,2017-02-07,35.810001373291016,35.810001373291016,34.869998931884766,35.459999084472656,2800,29.908273696899414,0.0
CHMG,2017-02-08,35.619998931884766,35.88999938964844,35.369998931884766,35.439998626708984,11000,29.89141273498535,0.0
CHMG,2017-02-09,35.709999084472656,35.95000076293945,35.439998626708984,35.52000045776367,3400,29.958879470825195,0.0
CHMG,2017-02-10,35.83000183105469,36.880001068115234,35.83000183105469,36.66999816894531,14200,30.9288330078125,0.0
