symbol,date,open,high,low,close,volume,adjclose,splits,dividends
PFX,2017-01-03,153.0,154.39999389648438,150.60000610351562,153.8000030517578,21285,153.2898712158203,0.0,
PFX,2017-01-04,153.39999389648438,160.60000610351562,153.36000061035156,160.0,41190,159.46929931640625,0.0,
PFX,2017-01-05,159.1999969482422,159.8000030517578,154.8000030517578,157.0,20685,156.479248046875,0.0,
PFX,2017-01-06,157.1999969482422,158.5,155.8000030517578,155.8000030517578,18550,155.28323364257812,0.0,
PFX,2017-01-09,156.8000030517578,156.8000030517578,154.39999389648438,155.0,12040,154.4858856201172,0.0,
PFX,2017-01-10,156.0,156.0,153.1999969482422,153.60000610351562,11795,153.0905303955078,0.0,
PFX,2017-01-11,154.1999969482422,155.0,153.47999572753906,154.39999389648438,11520,153.8878631591797,0.0,
PFX,2017-01-12,155.0,156.0,152.3800048828125,153.60000610351562,12900,153.0905303955078,0.0,
PFX,2017-01-13,154.1999969482422,154.8000030517578,151.60000610351562,151.60000610351562,14510,151.09716796875,0.0,
PFX,2017-01-17,153.0,153.39999389648438,151.60000610351562,152.0,16125,151.49583435058594,0.0,
PFX,2017-01-18,152.0,152.55999755859375,150.39999389648438,150.8000030517578,11800,150.29981994628906,0.0,
PFX,2017-01-19,150.60000610351562,151.27999877929688,149.8000030517578,149.8000030517578,11850,149.30313110351562,0.0,
PFX,2017-01-20,150.8000030517578,151.39999389648438,149.8000030517578,149.8000030517578,6865,149.30313110351562,0.0,
PFX,2017-01-23,150.60000610351562,150.8000030517578,149.8000030517578,150.1999969482422,13070,149.70179748535156,0.0,
PFX,2017-01-24,150.60000610351562,153.8000030517578,150.60000610351562,153.0,11220,152.49252319335938,0.0,
PFX,2017-01-25,153.8000030517578,154.39999389648438,151.0,151.8000030517578,11900,151.29649353027344,0.0,
PFX,2017-01-26,152.1999969482422,153.0,150.77999877929688,152.39999389648438,15540,151.89450073242188,0.0,
PFX,2017-01-27,152.39999389648438,152.39999389648438,150.60000610351562,151.1999969482422,8230,150.698486328125,0.0,
PFX,2017-01-30,151.0,151.1999969482422,149.8000030517578,150.0,27105,149.50247192382812,0.0,
PFX,2017-01-31,149.60000610351562,150.8000030517578,148.8000030517578,149.1999969482422,13290,148.7051239013672,0.0,
PFX,2017-02-01,149.0,151.1999969482422,149.0,150.39999389648438,10845,149.90113830566406,0.0,
PFX,2017-02-02,151.0,151.8000030517578,150.1999969482422,150.60000610351562,22235,150.10047912597656,0.0,
PFX,2017-02-03,150.8000030517578,153.1999969482422,150.60000610351562,152.60000610351562,21255,152.09385681152344,0.0,
PFX,2017-02-06,152.1999969482422,155.6999969482422,150.8000030517578,155.1999969482422,16900,154.68521118164062,0.0,
PFX,2017-02-07,155.1999969482422,156.10000610351562,153.39999389648438,155.39999389648438,13180,154.88455200195312,0.0,
PFX,2017-02-08,154.60000610351562,156.0,154.1999969482422,155.8000030517578,11215,155.28323364257812,0.0,
PFX,2017-02-09,156.0,157.8000030517578,155.1999969482422,156.39999389648438,22140,155.88124084472656,0.0,
PFX,2017-02-10,157.1999969482422,161.0,156.8000030517578,160.0,32625,159.46929931640625,0.0,
PFX,2017-02-13,160.0,160.77999877929688,157.0,157.60000610351562,47185,157.0772705078125,0.0,
PFX,2017-02-14,157.1999969482422,158.8000030517578,156.8000030517578,157.1999969482422,17710,156.6785888671875,0.0,
PFX,2017-02-15,158.60000610351562,159.60000610351562,157.39999389648438,158.1999969482422,24605,157.67526245117188,0.0,
PFX,2017-02-16,158.60000610351562,158.60000610351562,156.0,157.60000610351562,39465,157.0772705078125,0.0,
PFX,2017-02-17,152.8000030517578,154.1999969482422,150.60000610351562,153.1999969482422,30320,152.6918487548828,0.0,
PFX,2017-02-21,152.39999389648438,155.8000030517578,151.39999389648438,155.60000610351562,26305,155.08389282226562,0.0,
PFX,2017-02-22,154.39999389648438,154.8000030517578,152.60000610351562,153.0,16915,152.49252319335938,0.0,
PFX,2017-02-23,152.60000610351562,153.60000610351562,151.8000030517578,153.60000610351562,18880,153.0905303955078,0.0,
PFX,2017-02-24,153.60000610351562,153.60000610351562,151.8000030517578,153.39999389648438,14505,152.8911895751953,0.0,
PFX,2017-02-27,153.8000030517578,153.8000030517578,151.8000030517578,153.1999969482422,14780,152.6918487548828,0.0,
PFX,2017-02-28,153.60000610351562,153.60000610351562,150.60000610351562,151.60000610351562,13830,151.09716796875,0.0,
PFX,2017-03-01,153.1999969482422,153.39999389648438,151.60000610351562,152.39999389648438,12325,151.89450073242188,0.0,
PFX,2017-03-02,153.0,153.0,150.39999389648438,151.1999969482422,13025,150.698486328125,0.0,
PFX,2017-03-03,151.60000610351562,152.60000610351562,150.60000610351562,152.1999969482422,9395,151.69517517089844,0.0,
PFX,2017-03-06,151.1999969482422,152.1999969482422,149.39999389648438,150.60000610351562,11650,150.10047912597656,0.0,
PFX,2017-03-07,150.39999389648438,150.8000030517578,149.8000030517578,150.1999969482422,9130,149.70179748535156,0.0,
PFX,2017-03-08,150.8000030517578,151.60000610351562,149.8000030517578,150.0,8720,149.50247192382812,0.0,
PFX,2017-03-09,149.8000030517578,150.39999389648438,147.60000610351562,148.0,21520,147.50909423828125,0.0,
PFX,2017-03-10,149.0,150.8000030517578,148.60000610351562,149.1999969482422,14385,148.7051239013672,0.0,
PFX,2017-03-13,149.60000610351562,151.0,149.39999389648438,150.39999389648438,13855,149.90113830566406,0.0,
PFX,2017-03-14,150.1999969482422,150.39999389648438,149.60000610351562,150.0,10510,149.50247192382812,0.0,
PFX,2017-03-15,150.39999389648438,151.0,149.8000030517578,151.0,19010,150.4991455078125,0.0,
PFX,2017-03-16,152.0,152.39999389648438,149.60000610351562,149.60000610351562,19460,149.1038055419922,0.0,
PFX,2017-03-17,150.60000610351562,153.1999969482422,149.8000030517578,152.8000030517578,48935,152.29318237304688,0.0,
PFX,2017-03-20,153.0,153.0,151.60000610351562,152.1999969482422,10310,151.69517517089844,0.0,
PFX,2017-03-21,152.8000030517578,152.8000030517578,150.60000610351562,151.0,15925,150.4991455078125,0.0,
PFX,2017-03-22,150.8000030517578,151.8000030517578,148.39999389648438,148.60000610351562,17700,148.10711669921875,0.0,
PFX,2017-03-23,148.60000610351562,150.8000030517578,148.60000610351562,149.60000610351562,12120,149.1038055419922,0.0,
PFX,2017-03-24,151.0,152.60000610351562,150.0,151.39999389648438,13360,150.89781188964844,0.0,
PFX,2017-03-27,150.8000030517578,151.60000610351562,150.0,151.0,13305,150.4991455078125,0.0,
PFX,2017-03-28,151.1999969482422,151.72000122070312,150.10000610351562,151.0,10410,150.4991455078125,0.0,
PFX,2017-03-29,151.1999969482422,153.0,150.05999755859375,152.8000030517578,11340,152.29318237304688,0.0,
PFX,2017-03-30,152.8000030517578,154.60000610351562,152.1999969482422,154.60000610351562,15820,154.08721923828125,0.0,
PFX,2017-03-31,154.39999389648438,154.8000030517578,153.39999389648438,153.8000030517578,11620,153.2898712158203,0.0,
PFX,2017-04-03,153.8000030517578,154.39999389648438,153.0,153.1999969482422,6055,152.6918487548828,0.0,
PFX,2017-04-04,153.0,153.0,151.5,152.8000030517578,8455,152.29318237304688,0.0,
PFX,2017-04-05,153.60000610351562,153.8000030517578,151.0,151.0,10030,150.4991455078125,0.0,
PFX,2017-04-06,151.8000030517578,153.10000610351562,151.1999969482422,152.60000610351562,6945,152.09385681152344,0.0,
PFX,2017-04-07,152.39999389648438,153.60000610351562,151.1999969482422,153.1999969482422,8540,152.6918487548828,0.0,
