Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.22,0.2,0.33,0.31,0.39,0,0.01
Operating Expenses,0.22,0.2,0.33,0.31,0.39,0,0.01
Operating Income,-0.22,-0.2,-0.33,-0.31,-0.39,0,-0.01
Other Expense / Income,-2.16,-1.16,-0.34,-0.02,-0,-,-
Pretax Income,1.94,0.96,0.01,-0.28,-0.39,0,-0.01
Net Income,1.94,0.96,0.01,-0.28,-0.39,0,-0.01
Shares Outstanding (Basic),34,34,34,34,9,7,7
Shares Outstanding (Diluted),34,34,34,34,9,7,7
Shares Change,265.47%,370.09%,417.10%,-,-,-,-
EPS (Basic),0.06,0.03,-,-0.01,-0.05,-,-
EPS (Diluted),0.06,0.03,-,-0.01,-0.05,-,-
Free Cash Flow Per Share,-0.00,-0.01,-0.00,-0.01,-0.07,-,-
EBITDA,1.94,0.96,0.01,-0.28,-0.39,0,-0.01
EBIT,1.94,0.96,0.01,-0.28,-0.39,0,-0.01
