Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+67 Quarters
Revenue,619.3,661.55,628.11,595.35,309.44,331.92,305.72,315.05,326.27,294.69,271.57,244.48,228.18,296.17,299.17,305.74,301.56,300.29,292.16,282.88,271.92,257.97,256.6,255.09,245.21,243.38,232.36,227.98,222.93,219.22,216.3,210.01,207.9,204.92,198.78,193.47,196.13,189.15,187.74,190.81,Upgrade
Revenue Growth (YoY),100.14%,99.31%,105.45%,88.97%,-5.16%,12.63%,12.58%,28.87%,42.99%,-0.50%,-9.23%,-20.04%,-24.33%,-1.37%,2.40%,8.08%,10.90%,16.41%,13.86%,10.90%,10.89%,6.00%,10.43%,11.89%,9.99%,11.02%,7.42%,8.56%,7.23%,6.98%,8.82%,8.55%,6.00%,8.34%,5.88%,1.39%,5.12%,-1.34%,-0.33%,2.19%,Upgrade
Gross Profit,619.3,661.55,628.11,595.35,309.44,331.92,305.72,315.05,326.27,294.69,271.57,244.48,228.18,296.17,299.17,305.74,301.56,300.29,292.16,282.88,271.92,257.97,256.6,255.09,245.21,243.38,232.36,227.98,222.93,219.22,216.3,210.01,207.9,204.92,198.78,193.47,196.13,189.15,187.74,190.81,Upgrade
"Selling, General & Admin",273.65,274.41,268.32,299.52,315.62,163.25,157.02,163.14,164.05,194.77,159.22,150.89,153.37,151.12,148.67,148.19,147.55,146.42,144.68,142.77,142.11,138.93,133.79,133.01,135,127.85,127.32,122.87,123.45,117.1,113.78,113.16,110.34,104.34,100.33,98.46,100.02,101.65,97.65,98.44,Upgrade
Other Operating Expenses,58.82,73.98,61.75,58.71,44.17,26.61,23.22,23.89,23.94,24.77,24.78,25.7,25.46,28.61,31.22,32.45,28.13,28.34,34.11,37.69,29.5,32.12,28.03,31.41,28.78,34.02,28.78,29.91,28.99,26.68,26.16,24.38,23.75,25.83,24.17,24.02,24.44,24.64,24.63,25.16,Upgrade
Operating Expenses,332.47,348.39,330.07,358.23,359.79,189.85,180.24,187.03,187.98,219.53,184,176.58,178.84,179.73,179.89,180.64,175.69,174.76,178.78,180.46,171.62,171.05,161.82,164.42,163.78,161.87,156.1,152.78,152.45,143.78,139.94,137.54,134.09,130.16,124.5,122.48,124.46,126.29,122.28,123.6,Upgrade
Operating Income,286.83,313.16,298.04,237.12,-50.35,142.07,125.48,128.03,138.29,75.16,87.57,67.9,49.34,116.44,119.28,125.1,125.88,125.54,113.37,102.43,100.3,86.92,94.78,90.67,81.42,81.51,76.26,75.2,70.48,75.44,76.37,72.47,73.81,74.76,74.28,70.99,71.67,62.86,65.46,67.21,Upgrade
Pretax Income,286.83,313.16,298.04,237.12,-50.35,142.07,125.48,128.03,138.29,75.16,87.57,67.9,49.34,116.44,119.28,125.1,125.88,125.54,113.37,102.43,100.3,86.92,94.78,90.67,81.42,81.51,76.26,75.2,70.48,75.44,76.37,72.47,73.81,74.76,74.28,70.99,71.67,62.86,65.46,67.21,Upgrade
Income Tax,65.83,68.41,64.07,54.81,-33.6,31.03,29.77,33.99,30.21,15.12,18.29,14.8,11.14,25.97,25.41,26.45,26.14,26.7,13.7,20.74,20.08,17.03,30.28,29.09,21.95,23.85,24.45,24.6,23.43,23.63,25,20.43,24.09,23.75,23.82,23.16,21.24,19.2,18.16,20.84,Upgrade
Net Income,221,244.75,233.97,182.31,-16.75,111.04,95.71,94.04,108.08,60.04,69.28,53.1,38.2,90.47,93.87,98.65,99.74,98.84,99.67,81.68,80.23,69.89,64.5,61.58,59.47,57.66,51.82,50.6,47.05,51.81,51.37,52.04,49.72,51.01,50.46,47.83,50.43,43.66,47.31,46.37,Upgrade
Preferred Dividends,4.16,4.16,4.16,4.16,3.43,1.97,1.97,1.97,1.97,1.06,2.39,2.37,2.18,0.54,2.42,2.46,2.19,2.18,2.21,2.19,2.14,2.32,2.07,2.09,2.13,2.16,2.18,2.21,2.13,2.17,2.19,2.22,2.79,3.31,2.64,2.64,2.64,3.26,2.64,2.64,Upgrade
Net Income Common,216.84,240.59,229.81,178.15,-20.18,109.07,93.75,92.07,106.11,58.99,66.89,50.73,36.02,89.93,91.44,96.19,97.55,96.66,97.46,79.49,78.08,67.57,62.43,59.49,57.34,55.5,49.63,48.4,44.92,49.65,49.18,49.82,46.94,47.69,47.82,45.2,47.79,40.41,44.67,43.73,Upgrade
Net Income Growth,-,120.58%,145.14%,93.50%,-,84.90%,40.15%,81.49%,194.58%,-34.41%,-26.85%,-47.26%,-63.07%,-6.97%,-6.17%,21.01%,24.93%,43.06%,56.12%,33.63%,36.17%,21.75%,25.77%,22.91%,27.65%,11.78%,0.93%,-2.85%,-4.30%,4.09%,2.84%,10.23%,-1.78%,18.04%,7.06%,3.34%,21.82%,-15.67%,0.65%,7.65%,Upgrade
Shares Outstanding (Basic),174,174,176,178,180,91,91,90,90,90,90,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,91,92,92,91,91,90,90,90,90,90,90,90,Upgrade
Shares Change,-3.11%,92.09%,94.09%,96.97%,98.90%,0.43%,0.44%,0.28%,-1.46%,-1.99%,-2.14%,-2.14%,-0.71%,-0.22%,-0.07%,0.05%,0.19%,0.18%,0.17%,-0.12%,0.10%,0.38%,0.44%,0.59%,0.65%,0.05%,-0.27%,0.97%,1.00%,1.59%,1.84%,0.51%,0.17%,-0.11%,-0.01%,0.07%,5.89%,2.75%,2.72%,2.72%,Upgrade
EPS (Basic),1.24,1.40,1.31,1.00,-0.14,1.20,1.03,1.02,1.18,0.64,0.75,0.57,0.40,0.96,1.00,1.05,1.06,1.06,1.06,0.87,0.85,0.73,0.68,0.65,0.62,0.60,0.54,0.53,0.49,0.54,0.54,0.55,0.52,0.54,0.53,0.50,0.53,0.46,0.50,0.49,Upgrade
EPS (Diluted),1.24,1.40,1.31,1.00,-0.14,1.20,1.03,1.01,1.17,0.65,0.75,0.57,0.39,0.96,1.00,1.05,1.06,1.04,1.06,0.86,0.85,0.73,0.67,0.64,0.62,0.60,0.54,0.53,0.49,0.53,0.53,0.55,0.52,0.53,0.53,0.50,0.53,0.45,0.49,0.48,Upgrade
EPS Growth,-,16.67%,27.18%,-0.99%,-,84.62%,37.33%,77.19%,200.00%,-32.29%,-25.00%,-45.71%,-63.21%,-7.69%,-5.66%,22.09%,24.71%,42.47%,58.21%,34.38%,37.10%,21.67%,24.07%,20.75%,26.53%,13.21%,1.89%,-3.64%,-5.77%,0%,0%,10.00%,-1.89%,17.78%,8.16%,4.17%,20.45%,-13.46%,2.08%,9.09%,Upgrade
Free Cash Flow Per Share,1.17,1.52,2.35,2.35,1.17,2.42,1.63,0.92,2.50,2.35,1.28,1.09,-0.71,1.79,0.30,0.52,0.41,-0.37,2.50,1.24,1.37,1.49,1.23,0.35,1.49,2.19,0.86,0.84,0.02,1.21,0.77,0.63,0.31,0.41,1.00,0.38,0.61,0.86,1.36,1.97,Upgrade
Dividend Per Share,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.330,0.330,0.330,0.330,0.260,0.260,0.260,0.260,0.250,0.250,0.250,0.250,0.230,0.230,0.230,0.230,0.200,0.200,0.200,0.200,0.150,0.150,0.150,0.150,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21.21%,21.21%,21.21%,21.21%,26.92%,26.92%,26.92%,26.92%,4.00%,4.00%,4.00%,4.00%,8.70%,8.70%,8.70%,8.70%,15.00%,15.00%,15.00%,15.00%,33.33%,33.33%,33.33%,33.33%,50.00%,50.00%,50.00%,50.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,46.32%,47.34%,47.45%,39.83%,-16.27%,42.80%,41.04%,40.64%,42.38%,25.51%,32.25%,27.77%,21.62%,39.32%,39.87%,40.92%,41.74%,41.80%,38.81%,36.21%,36.89%,33.69%,36.94%,35.54%,33.21%,33.49%,32.82%,32.99%,31.62%,34.41%,35.30%,34.51%,35.50%,36.48%,37.37%,36.69%,36.54%,33.23%,34.87%,35.22%,Upgrade
Profit Margin,35.01%,36.37%,36.59%,29.92%,-6.52%,32.86%,30.66%,29.22%,32.52%,20.02%,24.63%,20.75%,15.79%,30.36%,30.57%,31.46%,32.35%,32.19%,33.36%,28.10%,28.72%,26.19%,24.33%,23.32%,23.39%,22.80%,21.36%,21.23%,20.15%,22.65%,22.73%,23.72%,22.58%,23.27%,24.06%,23.36%,24.37%,21.36%,23.79%,22.92%,Upgrade
