Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
"Selling, General & Admin",0.33,0.27,0.26,0.29,0.32,0.2,0.1,0.01
Operating Expenses,0.33,0.27,0.26,0.29,0.32,0.2,0.1,0.01
Operating Income,-0.33,-0.27,-0.26,-0.29,-0.32,-0.2,-0.1,-0.01
Other Expense / Income,-2.31,-1.82,-0.97,-0.29,-0.02,-0,-0,-
Pretax Income,1.98,1.54,0.71,0,-0.29,-0.2,-0.1,-0.01
Net Income,1.98,1.54,0.71,0,-0.29,-0.2,-0.1,-0.01
Shares Outstanding (Basic),27,27,27,27,27,14,14,5
Shares Outstanding (Diluted),27,27,27,27,27,14,14,5
Shares Change,-,89.36%,89.91%,437.18%,-,-,-,-
EPS (Basic),0.07,0.05,0.03,-,-0.01,-0.01,-0.01,-
EPS (Diluted),0.07,0.05,0.03,-,-0.01,-0.01,-0.01,-
Free Cash Flow Per Share,-0.00,-0.01,-0.00,-0.01,-0.00,-0.00,-0.04,-0.02
EBITDA,1.98,1.54,0.71,0,-0.29,-0.2,-0.1,-0.01
EBIT,1.98,1.54,0.71,0,-0.29,-0.2,-0.1,-0.01
