Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
"Selling, General & Admin",1.84,1.44,0.78,0.41,1,0.26,0.21,0.34,0.01
Operating Expenses,1.84,1.44,0.78,0.41,1,0.26,0.21,0.34,0.01
Operating Income,-1.84,-1.44,-0.78,-0.41,-1,-0.26,-0.21,-0.34,-0.01
Other Expense / Income,-3.25,-6.21,-3.07,-9.64,3.09,-12.81,2.47,4.12,-
Pretax Income,1.41,4.77,2.29,9.22,-4.09,12.55,-2.68,-4.46,-0.01
Net Income,1.41,4.77,2.29,9.22,-4.09,12.55,-2.68,-4.46,-0.01
Net Income Growth,-,-62.00%,-,-,-,-,-,-,-
Shares Outstanding (Basic),52,52,52,52,52,52,52,33,9
Shares Outstanding (Diluted),52,52,52,52,52,52,52,34,9
Shares Change,-1.20%,-,-,53.06%,481.97%,-,-,-,-
EPS (Basic),0.03,0.09,0.04,0.18,-0.09,0.24,-0.05,-0.13,-
EPS (Diluted),0.03,0.09,0.04,0.18,-0.09,0.24,-0.05,-0.13,-
EPS Growth,-,-62.50%,-,-,-,-,-,-,-
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,-0.01,-0.02,-
EBITDA,1.41,4.77,2.29,9.22,-4.09,12.55,-2.68,-4.46,-0.01
EBIT,1.41,4.77,2.29,9.22,-4.09,12.55,-2.68,-4.46,-0.01
