Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.17,0.22,0.33,-,0,0,0.01,0
Other Operating Expenses,0.01,0.01,0,0,0,0,0,0
Operating Expenses,0.18,0.23,0.33,-,0,0,0.01,0
Operating Income,-0.18,-0.23,-0.33,-,-0,-0,-0.01,-0
Other Expense / Income,-0.62,-0.15,-0.08,-,-,-,-,-
Pretax Income,0.43,-0.08,-0.25,-,-0,-0,-0.01,-0
Income Tax,0.17,0,0,-,0,0,0,0
Net Income,0.26,-0.08,-0.25,-,-0,-0,-0.01,-0
Shares Outstanding (Basic),6,6,6,0,7,7,7,1
Shares Outstanding (Diluted),6,6,6,-,-,-,-,1
Shares Change,-13.21%,-13.21%,-13.21%,-87.40%,-,-,-,-
EPS (Basic),-0.38,-0.37,-0.35,-,-,-,-0.01,-
EPS (Diluted),-0.38,-0.37,-0.35,-,-,-,-0.01,-
Free Cash Flow Per Share,-0.02,-0.04,-0.06,-,-,-,-0.00,-0.00
Effective Tax Rate,39.53%,-,-,-,-,-,-,-
EBITDA,0.43,-0.08,-0.25,-,-0,-0,-0.01,-0
EBIT,0.43,-0.08,-0.25,-,-0,-0,-0.01,-0
