Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-22
"Selling, General & Admin",0.75,1.04,0.54,0.57,0.4,0.01,0,0.02
Operating Expenses,0.75,1.04,0.54,0.57,0.4,0.01,0,0.02
Operating Income,-0.75,-1.04,-0.54,-0.57,-0.4,-0.01,0,-0.02
Other Expense / Income,-1.51,-0.81,-0.25,-0.01,-0.02,-0,-,-
Pretax Income,0.76,-0.23,-0.29,-0.55,-0.38,-0.01,0,-0.02
Net Income,0.76,-0.23,-0.29,-0.55,-0.38,-0.01,0,-0.02
Shares Outstanding (Basic),22,22,22,22,10,8,4,4
Shares Outstanding (Diluted),22,22,22,22,10,8,4,4
Shares Change,116.47%,166.56%,439.81%,483.00%,-,-,-,-
EPS (Basic),0.04,-0.01,-0.01,-0.03,-0.04,-,-,-
EPS (Diluted),0.04,-0.01,-0.01,-0.03,-0.04,-,-,-
Free Cash Flow Per Share,-0.07,-0.01,-0.01,-0.01,-0.06,0.01,-,-0.01
EBITDA,0.76,-0.23,-0.29,-0.55,-0.38,-0.01,0,-0.02
EBIT,0.76,-0.23,-0.29,-0.55,-0.38,-0.01,0,-0.02
