Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,267.1,280.16,235.57,219.54,245.01,272.5,248.54,244.41,300.74,310.9,282.12,297.8,177.81,293.37,298.06,304.2,305.54,252.06,291.91,275.4,250.8,273.36,269.62,258.49,251.28,264.54,255.63,279.77,265.69,140.31,264.56,255.92,238.48,250.45,235.87,232.67,222.9,228.99,223.02,219.72,Upgrade
Revenue Growth (YoY),9.02%,2.81%,-5.22%,-10.18%,-18.53%,-12.35%,-11.90%,-17.93%,69.14%,5.97%,-5.35%,-2.10%,-41.81%,16.39%,2.11%,10.46%,21.83%,-7.79%,8.27%,6.54%,-0.19%,3.33%,5.47%,-7.61%,-5.42%,88.54%,-3.38%,9.32%,11.41%,-43.98%,12.17%,9.99%,6.99%,9.37%,5.76%,5.90%,8.57%,7.35%,7.96%,10.05%,Upgrade
Cost of Revenue,174.6,173.01,182.41,151.51,130.38,118.17,175.44,152.14,206.4,243.3,234.69,204.97,186.5,234.17,211.75,220.01,164.24,204.07,193.67,189.15,144.73,157.36,223.21,188.6,156.55,176.87,169.3,201.55,159.93,48.08,162.88,168.48,140.65,131.02,172.4,158.65,141.05,128.98,148.21,139.39,Upgrade
Gross Profit,92.51,107.16,53.16,68.03,114.64,154.33,73.1,92.27,94.34,67.6,47.43,92.83,-8.7,59.2,86.3,84.19,141.3,47.99,98.24,86.25,106.07,116,46.41,69.89,94.73,87.67,86.32,78.22,105.76,92.23,101.68,87.44,97.84,119.43,63.46,74.03,81.86,100.01,74.82,80.33,Upgrade
"Selling, General & Admin",91.71,83.72,83.59,81.29,79.12,81.24,86.73,74.41,71.63,81.12,87.57,88.59,96.3,87.9,90.83,88.76,86.62,89.5,85.65,88.06,84.49,86.63,78.8,74.22,71.72,73.75,72.29,77.36,76.98,55.05,74.86,67.9,66.01,69.08,66.31,60.97,65.96,62.67,60.42,60.02,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,91.71,83.72,83.59,81.29,79.12,81.24,86.73,74.41,71.63,81.12,102.66,88.59,96.3,87.9,90.83,88.76,86.62,89.5,85.65,88.06,84.49,86.63,78.8,74.22,71.72,73.75,72.29,77.36,76.98,55.05,74.86,67.9,66.01,69.08,66.31,60.97,65.96,62.67,60.42,60.02,Upgrade
Operating Income,0.8,23.44,-30.43,-13.26,35.52,73.09,-13.63,17.87,22.7,-13.52,-55.23,4.24,-105,-28.7,-4.53,-4.57,54.68,-41.51,12.6,-1.81,21.57,29.37,-32.39,-4.33,23.01,13.93,14.04,0.86,28.77,37.18,26.82,19.53,31.83,50.36,-2.85,13.06,15.9,37.34,14.4,20.32,Upgrade
Interest Expense / Income,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-25.4,-0.73,-1.22,-2.85,-1.35,0.04,-0.74,-,-,-3.81,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,-0,22.64,-31.23,-14.06,34.73,72.29,-14.43,16.27,22.7,-13.52,-55.23,4.24,-105,-28.7,-4.53,-4.57,54.68,-41.51,12.6,-1.81,46.97,30.1,-31.18,-1.48,24.36,13.89,14.78,0.86,28.77,40.99,26.82,19.53,31.83,50.36,-2.85,13.06,15.9,37.34,14.4,20.32,Upgrade
