Metrics,2022-12-31,2022-06-30,2022-03-31,2021-12-31,2021-06-30,2021-03-31,2020-12-31,2019-12-31
Revenue,-,11.84,14.86,-,17.5,13.58,-,-
Revenue Growth (YoY),-,-12.85%,-,-,-,-,-,-
Cost of Revenue,-,47.71,13.4,-,23.63,-7.08,-,-
Gross Profit,-,-35.87,1.46,-,-6.13,20.66,-,-
"Selling, General & Admin",-,6.55,3.3,-,1.72,0.58,-,-
Other Operating Expenses,0,1.7,1.12,0,1.02,0.55,0,0
Operating Expenses,-,8.24,4.42,-,2.73,1.13,-,-
Operating Income,-,-44.12,-2.96,-,-8.86,19.53,-,-
Interest Expense / Income,-,1.62,1.86,-,0.19,0.22,-,-
Other Expense / Income,-,-7.36,-6.3,-,-0.48,0.04,-,-
Pretax Income,-,-38.37,1.48,-,-8.57,19.27,-,-
Income Tax,-,-6.3,-0.09,-,3.48,0,-,-
Net Income,-,-32.08,1.57,-,-12.05,19.27,-,-
Shares Outstanding (Basic),469,468,457,457,382,457,303,294
Shares Change,22.88%,2.46%,50.55%,55.52%,-,-,-,-
EPS (Basic),-,-0.07,-,-,0.02,0.00,-,-
EPS (Diluted),-,-0.07,-,-,0.02,0.00,-,-
Gross Margin,-,-303.04%,9.83%,-,-34.99%,152.09%,-,-
Operating Margin,-,-372.67%,-19.90%,-,-50.60%,143.78%,-,-
Profit Margin,-,-270.97%,10.58%,-,-68.87%,141.85%,-,-
Effective Tax Rate,-,-,-6.00%,-,-,-,-,-
EBIT,-,-36.76,3.34,-,-8.38,19.49,-,-
EBIT Margin,-,-310.50%,22.50%,-,-47.88%,143.48%,-,-
