Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+65 Quarters
Revenue,60.52,62.92,61.31,59.95,51.96,52.43,51.39,50.62,49.39,43.79,47.21,39.7,26.26,44.49,43.7,41.14,41.64,39.14,38.63,40.68,37.36,37.54,38.42,32.94,31.01,30.75,29.7,29.42,27.97,26.59,25.72,24.64,24.12,22.39,20.95,21.25,19.24,18.18,17.41,17.18,Upgrade
Revenue Growth (YoY),16.48%,20.02%,19.30%,18.43%,5.21%,19.72%,8.86%,27.52%,88.04%,-1.57%,8.03%,-3.52%,-36.92%,13.67%,13.14%,1.13%,11.45%,4.26%,0.53%,23.50%,20.47%,22.08%,29.35%,11.96%,10.86%,15.64%,15.51%,19.40%,16.00%,18.77%,22.75%,15.99%,25.33%,23.18%,20.37%,23.64%,11.99%,16.63%,4.48%,6.91%,Upgrade
Gross Profit,60.52,62.92,61.31,59.95,51.96,52.43,51.39,50.62,49.39,43.79,47.21,39.7,26.26,44.49,43.7,41.14,41.64,39.14,38.63,40.68,37.36,37.54,38.42,32.94,31.01,30.75,29.7,29.42,27.97,26.59,25.72,24.64,24.12,22.39,20.95,21.25,19.24,18.18,17.41,17.18,Upgrade
"Selling, General & Admin",34.86,32.96,33.05,32.16,33.03,30.41,30.28,30.16,31.01,29.38,27.86,28.56,27.99,26.7,26.54,25.9,25.44,24.88,23.69,24.32,22.76,23.76,21.38,19.49,18.62,18.16,17.35,17.19,17.65,19.17,16.48,16.27,15.77,15.58,14.69,14.93,14.34,14.65,14.17,14.08,Upgrade
Other Operating Expenses,0.71,0.46,0.51,0.5,1.14,1.3,1.91,0.53,0.59,0.67,0.61,0.46,0.25,0,-0.28,0.28,0.28,0.65,0.59,0.63,0.58,0.5,0.58,0.6,0.69,0.8,0.81,1.58,1.56,0.83,0.42,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,35.57,33.41,33.56,32.66,34.17,31.7,32.19,30.68,31.59,30.04,28.46,29.01,28.24,26.7,26.26,26.17,25.72,25.52,24.28,24.94,23.34,24.25,21.96,20.1,19.3,18.97,18.17,18.78,19.21,19.99,16.9,16.27,15.77,15.58,14.69,14.93,14.34,14.65,14.17,14.08,Upgrade
Operating Income,24.95,29.51,27.75,27.29,17.79,20.72,19.21,19.94,17.79,13.75,18.75,10.68,-1.97,17.79,17.44,14.97,15.92,13.62,14.34,15.74,14.02,13.29,16.46,12.85,11.71,11.79,11.54,10.65,8.77,6.6,8.82,8.38,8.35,6.81,6.26,6.32,4.9,3.53,3.24,3.11,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,9.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,24.95,29.51,27.75,27.29,17.79,20.72,19.21,19.94,17.79,4.54,18.75,10.68,-1.97,17.79,17.44,14.97,15.92,13.62,14.34,15.74,14.02,13.29,16.46,12.85,11.71,11.79,11.54,10.65,8.77,6.6,8.82,8.38,8.35,6.81,6.26,6.32,4.9,3.53,3.24,3.11,Upgrade
Income Tax,6.6,8.93,7.62,7.19,4.35,5.87,5.04,5.52,4.62,1.51,5.2,2.44,-3.34,5.56,5.22,3.42,4.5,2.89,3.62,3.83,3.21,2.92,6.26,4.91,3.72,4.48,4.42,4.09,3.28,2.26,3.43,3.14,3.34,2.6,2.39,2.53,1.87,1.14,1.28,1.1,Upgrade
