Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-08-04
"Selling, General & Admin",0.32,0.28,0.27,0.35,0.33,0.15,0.01,0.01
Operating Expenses,0.32,0.28,0.27,0.35,0.33,0.15,0.01,0.01
Operating Income,-0.32,-0.28,-0.27,-0.35,-0.33,-0.15,-0.01,-0.01
Other Expense / Income,-3.88,-2.99,-1.25,-0.37,0.12,-0.01,-,-
Pretax Income,3.56,2.71,0.98,0.02,-0.45,-0.13,-0.01,-0.01
Net Income,3.56,2.71,0.98,0.02,-0.45,-0.13,-0.01,-0.01
Shares Outstanding (Basic),43,43,43,43,43,13,8,6
Shares Outstanding (Diluted),43,43,43,43,43,13,8,6
Shares Change,-,236.18%,468.96%,582.75%,-,-,-,-
EPS (Basic),0.08,0.07,0.02,-,-0.01,-0.01,-,-
EPS (Diluted),0.08,0.07,0.02,-,-0.01,-0.01,-,-
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-,-0.13,-,-
EBITDA,3.56,2.71,0.98,0.02,-0.45,-0.13,-0.01,-0.01
EBIT,3.56,2.71,0.98,0.02,-0.45,-0.13,-0.01,-0.01
