Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
"Selling, General & Admin",0.17,0.5,0.38,0.37,0.22,0.2,0.12,0
Operating Expenses,0.17,0.5,0.38,0.37,0.22,0.2,0.12,0
Operating Income,-0.17,-0.5,-0.38,-0.37,-0.22,-0.2,-0.12,-0
Other Expense / Income,-3.63,-2.75,-3.92,-8.69,-0.96,-1.68,2.93,-
Pretax Income,3.46,2.25,3.54,8.32,0.74,1.48,-3.05,-0
Income Tax,0.6,0.31,0.08,0,0,0,0,0
Net Income,2.87,1.94,3.46,8.32,0.74,1.48,-3.05,-0
Net Income Growth,286.55%,30.98%,-,-,-,-,-,-
Shares Outstanding (Basic),34,34,34,34,22,34,6,8
Shares Outstanding (Diluted),34,34,34,34,22,34,6,8
Shares Change,58.50%,-,506.67%,354.53%,-,-,-,-
EPS (Basic),0.08,0.05,0.08,0.20,-0.20,0.03,2.27,-
EPS (Diluted),0.08,0.05,0.08,0.20,-0.20,0.03,2.27,-
EPS Growth,-,66.67%,-96.48%,-,-,-,-,-
Free Cash Flow Per Share,0.12,-0.01,-0.00,-0.01,0.00,-0.00,-0.17,-
Effective Tax Rate,17.20%,13.88%,2.14%,-,-,-,-,-
EBITDA,3.46,2.25,3.54,8.32,0.74,1.48,-3.05,-0
EBIT,3.46,2.25,3.54,8.32,0.74,1.48,-3.05,-0
