Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Revenue,"2,474","2,553","3,207","2,631","3,167","4,797","3,892","3,854","3,100","3,770","2,976","2,420","1,612","2,362","2,241","2,144","1,722","1,693","2,085","2,123","1,693","1,975","1,986","2,059","1,643",926,"2,267","2,482","2,048",-184,"2,392","2,395","2,061","2,086","2,093","2,059","1,786","2,071","2,174","2,279",Upgrade
Revenue Growth (YoY),-21.88%,-46.78%,-17.60%,-31.73%,2.16%,27.24%,30.78%,59.26%,92.31%,59.61%,32.80%,12.87%,-6.39%,39.52%,7.48%,0.99%,1.71%,-14.28%,4.98%,3.11%,3.04%,113.28%,-12.40%,-17.04%,-19.78%,-,-5.23%,3.63%,-0.63%,-,14.29%,16.32%,15.40%,0.72%,-3.73%,-9.65%,-12.49%,-6.92%,6.94%,31.96%,Upgrade
Cost of Revenue,871,743,592,-418,273,"1,404",185,575,-26,460,251,155,0,0,0,0,0,0,0,0,0,0,0,0,0,-727,237,245,245,-921,302,313,306,321,296,303,300,315,292,295,Upgrade
Gross Profit,"1,603","1,810","2,615","3,049","2,894","3,393","3,707","3,279","3,126","3,310","2,725","2,265","1,612","2,362","2,241","2,144","1,722","1,693","2,085","2,123","1,693","1,975","1,986","2,059","1,643","1,653","2,030","2,237","1,803",737,"2,090","2,082","1,755","1,765","1,797","1,756","1,486","1,756","1,882","1,984",Upgrade
"Selling, General & Admin","1,457","1,669","1,973","2,226","2,109","2,463","2,402","2,336","2,077","2,158","1,980","1,736","1,585","1,800","1,805","1,673","1,357","1,520","1,685","1,732","1,461","1,639","1,624","1,663","1,404","1,352","1,639","1,726","1,486",729,"1,651","1,623","1,422","1,421","1,433","1,425","1,374","1,265","1,357","1,385",Upgrade
Other Operating Expenses,178,79,205,254,199,212,352,202,264,194,177,107,101,112,111,106,89,100,104,105,94,107,110,109,95,-34,126,170,152,-95,167,173,151,160,160,141,170,103,113,114,Upgrade
Operating Expenses,"1,635","1,748","2,178","2,480","2,308","2,675","2,754","2,538","2,341","2,352","2,157","1,843","1,686","1,912","1,916","1,779","1,446","1,620","1,789","1,837","1,555","1,746","1,734","1,772","1,499","1,318","1,765","1,896","1,638",634,"1,818","1,796","1,573","1,581","1,593","1,566","1,544","1,368","1,470","1,499",Upgrade
Operating Income,-32,62,437,569,586,718,953,741,785,958,568,422,-74,450,325,365,276,73,296,286,138,229,252,287,144,335,265,341,165,103,272,286,182,184,204,190,-58,388,412,485,Upgrade
Interest Expense / Income,42,26,28,31,30,31,27,28,28,28,29,21,12,11,12,12,12,12,9,11,11,9,10,13,16,9,18,33,34,-24,34,32,31,31,32,33,31,22,27,21,Upgrade
Other Expense / Income,-29,4,5,-8,-,-4,-19,-15,-14,1,28,3,3,1,4,1,-7,1,-,2,-1,5,-11,-123,-13,-26,3,10,8,-67,25,-4,15,-472,5,-9,-27,257,239,254,Upgrade
