Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+90 Quarters
Revenue,"14,583","13,332","13,291","12,630","12,625","12,353","12,199","12,074","11,780","11,758","11,505","11,370","12,179","13,936","12,696","13,073","12,617","12,997","11,908","12,436","12,373","12,895","12,476","12,446","12,304","11,431","11,440","13,585","9,270","11,127","9,743","10,285","9,907","20,742","9,445","9,258","11,244","17,127","9,680","9,322",Upgrade
Revenue Growth (YoY),15.51%,7.93%,8.95%,4.60%,7.17%,5.06%,6.03%,6.19%,-3.28%,-15.63%,-9.38%,-13.03%,-3.47%,7.22%,6.62%,5.12%,1.97%,0.79%,-4.55%,-0.08%,0.56%,12.81%,9.06%,-8.38%,32.73%,2.73%,17.42%,32.09%,-6.43%,-46.36%,3.16%,11.09%,-11.89%,21.11%,-2.43%,-0.69%,10.29%,66.46%,-4.97%,-16.69%,Upgrade
Gross Profit,"14,583","13,332","13,291","12,630","12,625","12,353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Selling & Marketing,136,152,142,144,121,146,131,115,118,141,0,0,136,196,164,168,157,0,0,0,0,0,0,0,0,205,0,0,0,205,0,0,0,200,0,0,0,195,0,0,Upgrade
General & Administrative,"5,071","5,274","5,078","4,879","4,569","4,635","4,457","4,322","4,177","4,399","3,573","4,714","4,574","4,851","4,700","4,793","4,728","4,082","4,804","5,114","5,151","4,001","5,162","4,381","4,914","3,666","4,692","4,632","4,572","4,469","4,731","4,826","4,785","6,945","4,511","4,466","4,255","7,854","4,302","4,399",Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-432,0,0,0,-526,0,0,0,-642,0,0,0,-215,-369,0,Upgrade
Operating Income,"17,031","14,190","3,586","10,766","8,962","7,562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Interest Income,"23,889","10,159","10,051","9,554","13,972","12,834","11,696","11,180","10,753","10,610","10,632","11,291","13,208","14,027","14,089","14,389","14,280","14,423","12,998","13,564","13,340","13,553","13,856","14,220","14,523","14,108","14,016","13,472","13,560","7,888","14,087","14,875","14,307","14,122","13,954","13,535","13,045","31,788","6,285","13,147",Upgrade
Interest Expense,"13,493","10,953",0,"7,343","5,117","4,118","3,238","2,940","2,797","2,591","2,859","3,576","4,721","5,186","5,283","5,435","5,598","5,362","4,649","5,087","4,886","4,946","5,175","5,614","6,121","6,012","6,217","5,902","5,936",0,"6,105","5,971","6,269","6,409","6,482","6,165","6,053",0,0,"6,426",Upgrade
Other Expense / Income,"23,889","10,159","10,051","9,554","13,972","12,447","5,033","4,842","5,205","7,130","4,931","16,160","6,912","5,371","7,014","6,471","5,485","5,816","5,028","5,681","5,120","6,513","6,142","5,728","5,410","5,763","5,199","5,460","5,181","7,392","5,515","6,517","5,399","5,138","5,217","5,517","4,141","29,968","4,766","5,276",Upgrade
Pretax Income,"3,832","3,489","3,846","3,744","4,171","3,831","3,802","3,812","3,102","1,195","3,139","-8,301","1,891","3,831","2,181","2,929","3,602","3,615","3,687","3,210","3,689","2,595","2,911","3,274","3,311","2,615","2,941","2,481","2,731","2,173","2,778","2,852","2,989","2,884","2,559","2,134","3,102","2,170","1,766","1,708",Upgrade
Income Tax,967,948,"1,164","1,072","1,302","1,169","1,251","1,331","1,143",612,"1,092","2,684","1,244",687,"1,291","1,092","1,357","1,177","1,331","1,098","1,280",552,"1,078","1,129","1,125",735,905,832,810,471,787,-157,922,"1,120",650,400,"1,548",760,464,395,Upgrade
