Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,152.61,163.07,143.87,117.16,138.25,216.67,154.88,222.17,230.38,223.54,202.7,216.02,52.49,235.43,173.17,192.69,217.91,42.49,225.44,174.66,109.02,247.82,203.99,198.23,224.42,184.49,181.85,167.09,148.94,180.58,106.1,155.22,147.89,184.32,159.62,206.84,158,258.18,188.19,182.86,Upgrade
Revenue Growth (YoY),10.39%,-24.74%,-7.11%,-47.27%,-39.99%,-3.07%,-23.59%,2.85%,338.92%,-5.05%,17.06%,12.11%,-75.91%,454.10%,-23.19%,10.32%,99.88%,-82.85%,10.51%,-11.89%,-51.42%,34.33%,12.18%,18.63%,50.67%,2.16%,71.39%,7.65%,0.71%,-2.02%,-33.53%,-24.96%,-6.40%,-28.61%,-15.18%,13.12%,-31.61%,72.81%,-1.46%,43.30%,Upgrade
Cost of Revenue,91.36,71.77,54.9,21.38,-41.07,121.85,82.3,105.88,90.73,123.96,112.82,95.2,5.61,130.41,99.36,93.8,109.11,-26.57,129.89,78.45,19.58,150.02,128.81,100.02,129.65,85.76,85.21,78.34,64.62,80.06,30.44,65.55,68.31,87.06,72.37,117.23,75.9,167.34,104.43,89.89,Upgrade
Gross Profit,61.25,91.29,88.97,95.78,179.32,94.81,72.59,116.29,139.64,99.58,89.88,120.81,46.88,105.02,73.8,98.89,108.8,69.06,95.55,96.21,89.44,97.8,75.18,98.2,94.77,98.73,96.64,88.76,84.32,100.53,75.66,89.67,79.59,97.26,87.25,89.62,82.1,90.85,83.77,92.97,Upgrade
"Selling, General & Admin",45.96,76.47,61.07,58.08,56.02,58.75,22.4,53.59,61.32,58.42,76.55,60.25,49.86,57.59,48.81,56.75,58.21,46.2,50.81,55.86,55.86,61.37,41.32,59.4,59.3,60.7,47.99,48.37,58.53,53.2,50.54,46.87,48.16,55.99,43.92,46.76,52.04,50.58,46.92,53.7,Upgrade
Operating Expenses,45.96,76.47,61.07,58.08,56.02,58.75,22.4,53.59,61.32,58.42,76.55,60.25,49.86,57.59,48.81,56.75,58.21,46.2,50.81,55.86,55.86,61.37,41.32,59.4,59.3,60.7,47.99,48.37,58.53,53.2,50.54,46.87,48.16,55.99,43.92,46.76,52.04,50.58,46.92,53.7,Upgrade
Operating Income,15.3,14.82,27.9,37.7,123.3,36.06,50.18,62.7,78.32,41.16,13.33,60.56,-2.98,47.43,24.99,42.14,50.59,22.86,44.73,40.34,33.57,36.43,33.86,38.8,35.46,38.03,48.65,40.39,25.8,47.33,25.12,42.8,31.42,41.27,43.33,42.86,30.06,40.26,36.85,39.28,Upgrade
Pretax Income,15.3,14.82,27.9,37.7,123.3,36.06,50.18,62.7,78.32,41.16,13.33,60.56,-2.98,47.43,24.99,42.14,50.59,22.86,44.73,40.34,33.57,36.43,33.86,38.8,35.46,38.03,48.65,40.39,25.8,47.33,25.12,42.8,31.42,41.27,43.33,42.86,30.06,40.26,36.85,39.28,Upgrade
Income Tax,2.99,2.39,6.14,6.94,25.74,7.25,10.34,12.8,16.19,6.02,2.5,12.15,-0.92,9.7,5,8.45,10.39,1.08,9.09,7.88,6.7,-3.15,12.05,13.32,11.93,14.42,14.92,14.1,8.54,15.34,8.9,13.94,10.1,13.16,14.86,13.68,10.24,12.42,12.06,12.29,Upgrade
Net Income,12.3,12.43,21.76,30.77,97.56,28.81,39.84,49.9,62.13,35.14,10.83,48.41,-2.06,37.73,19.99,33.7,40.2,21.78,35.64,32.47,26.88,39.59,21.81,25.48,23.54,23.61,33.74,26.29,17.26,31.99,16.22,28.86,21.33,28.11,28.47,29.18,19.83,27.84,24.78,26.99,Upgrade
Net Income Growth,-87.39%,-56.85%,-45.38%,-38.35%,57.03%,-18.00%,268.04%,3.07%,-,-6.88%,-45.85%,43.68%,-,73.28%,-43.92%,3.79%,49.57%,-44.99%,63.39%,27.40%,14.18%,67.66%,-35.34%,-3.05%,36.38%,-26.19%,107.98%,-8.91%,-19.07%,13.79%,-43.02%,-1.11%,7.57%,0.97%,14.87%,8.12%,19.20%,10.27%,1.89%,16.11%,Upgrade
Shares Outstanding (Basic),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Upgrade
Shares Change,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.00%,-0.00%,-0.00%,-0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04%,0.04%,0.04%,0.04%,0.00%,-0.00%,-,-,-,Upgrade
EPS (Basic),3.48,3.52,6.15,8.70,27.59,8.15,11.27,14.11,17.57,9.94,3.06,13.69,-0.58,10.67,5.65,9.53,11.37,6.16,10.08,9.18,7.60,11.19,6.17,7.21,6.66,6.68,9.54,7.43,4.88,9.05,4.59,8.16,6.03,7.95,8.05,8.26,5.61,7.87,7.01,7.64,Upgrade
EPS (Diluted),3.48,3.52,6.15,8.70,27.59,8.15,11.27,14.11,17.57,9.94,3.06,13.69,-0.58,10.67,5.65,9.53,11.37,6.16,10.08,9.18,7.60,11.20,6.17,7.21,6.65,6.68,9.54,7.43,4.88,9.04,4.59,8.16,6.03,7.94,8.05,8.25,5.61,7.87,7.00,7.62,Upgrade
EPS Growth,-87.39%,-56.81%,-45.43%,-38.34%,57.03%,-18.01%,268.30%,3.07%,-,-6.84%,-45.84%,43.65%,-,73.21%,-43.95%,3.81%,49.61%,-45.00%,63.37%,27.32%,14.29%,67.66%,-35.32%,-2.96%,36.27%,-26.11%,107.84%,-8.95%,-19.07%,13.85%,-42.98%,-1.09%,7.49%,0.89%,15.00%,8.27%,19.36%,10.07%,1.74%,15.81%,Upgrade
Free Cash Flow Per Share,12.66,34.02,26.05,18.26,19.93,76.36,-3.23,-14.40,14.65,24.42,17.57,28.25,29.04,23.76,21.15,20.23,24.57,28.73,21.14,19.76,19.34,20.79,16.83,11.23,25.41,3.91,16.71,22.59,28.41,27.22,24.50,18.54,24.96,22.97,21.18,21.93,20.09,16.42,7.60,23.11,Upgrade
Dividend Per Share,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,-,0.360,-,-,Upgrade
Gross Margin,40.14%,55.99%,61.84%,81.75%,129.70%,43.76%,46.87%,52.34%,60.62%,44.55%,44.34%,55.93%,89.32%,44.61%,42.62%,51.32%,49.93%,162.54%,42.38%,55.08%,82.04%,39.46%,36.85%,49.54%,42.23%,53.52%,53.14%,53.12%,56.62%,55.67%,71.31%,57.77%,53.81%,52.77%,54.66%,43.33%,51.96%,35.19%,44.51%,50.84%,Upgrade
Operating Margin,10.02%,9.09%,19.39%,32.18%,89.19%,16.64%,32.40%,28.22%,34.00%,18.41%,6.58%,28.03%,-5.68%,20.15%,14.43%,21.87%,23.22%,53.80%,19.84%,23.10%,30.80%,14.70%,16.60%,19.57%,15.80%,20.61%,26.75%,24.17%,17.32%,26.21%,23.68%,27.57%,21.25%,22.39%,27.14%,20.72%,19.03%,15.59%,19.58%,21.48%,Upgrade
Profit Margin,8.06%,7.63%,15.13%,26.26%,70.57%,13.30%,25.72%,22.46%,26.97%,15.72%,5.34%,22.41%,-3.93%,16.03%,11.54%,17.49%,18.45%,51.25%,15.81%,18.59%,24.65%,15.97%,10.69%,12.86%,10.49%,12.80%,18.55%,15.73%,11.59%,17.72%,15.29%,18.59%,14.42%,15.25%,17.83%,14.11%,12.55%,10.78%,13.17%,14.76%,Upgrade
