Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+67 Quarters
Revenue,312.67,43.53,257.02,590.52,298.91,535.42,232.99,321.46,970.31,683.84,377.83,25.68,630.95,317.7,322.78,322.88,354.63,337.93,200.94,285.22,292.22,231.86,233.25,226.7,248.75,211.56,204.46,186.8,197.94,229.46,157.85,242.09,165.64,132.53,225.14,151.22,141.34,172.39,149.53,190.49,Upgrade
Revenue Growth (YoY),4.60%,-91.87%,10.31%,83.70%,-69.19%,-21.70%,-38.34%,1151.67%,53.78%,115.25%,17.06%,-92.05%,77.92%,-5.99%,60.64%,13.20%,21.36%,45.75%,-13.85%,25.82%,17.48%,9.60%,14.08%,21.36%,25.67%,-7.80%,29.52%,-22.84%,19.50%,73.13%,-29.89%,60.09%,17.19%,-23.12%,50.57%,-20.61%,-82.42%,-,-71.13%,-72.90%,Upgrade
Gross Profit,312.67,43.53,257.02,590.52,298.91,535.42,232.99,321.46,970.31,683.84,377.83,25.68,630.95,317.7,322.78,322.88,354.63,337.93,200.94,285.22,292.22,231.86,233.25,226.7,248.75,211.56,204.46,186.8,197.94,229.46,157.85,242.09,165.64,132.53,225.14,151.22,141.34,172.39,149.53,190.49,Upgrade
"Selling, General & Admin",87.65,67.36,65,66.01,71.98,57.9,66.23,62.62,71.58,63.08,62.74,72.45,84.22,68.02,64.98,66.5,78.74,61.52,62.26,60.25,68.32,55.8,51.05,51.01,55.46,45.34,43.38,44.57,50.21,39.9,39.3,38.57,41.2,36.78,31.6,31.67,29.67,24.18,26.03,26.82,Upgrade
Other Operating Expenses,69.16,72.7,87.29,68.14,60.76,67.6,74.53,65.46,54,60.75,88.87,69.11,63.08,73.66,88.64,72.31,61.41,84.45,88.46,75.07,56.65,62.87,65.21,60.36,47.33,52.86,56.56,50.47,42.94,44.81,54.84,52.34,45.01,51.57,55.71,43.49,36,51.42,44.17,40.57,Upgrade
Operating Expenses,156.81,140.06,152.29,134.15,132.74,125.5,140.76,128.08,125.58,123.83,151.62,141.56,147.3,141.68,153.62,138.81,140.15,145.97,150.72,135.32,124.97,118.67,116.26,111.37,102.79,98.2,99.94,95.04,93.15,84.7,94.14,90.91,86.21,88.35,87.31,75.16,65.67,75.6,70.2,67.39,Upgrade
Operating Income,155.86,-96.54,104.72,456.37,166.17,409.93,92.23,193.38,844.73,560.01,226.22,-115.88,483.65,176.02,169.16,184.08,214.49,191.96,50.21,149.91,167.25,113.19,116.99,115.33,145.95,113.36,104.52,91.76,104.79,144.76,63.71,151.17,79.42,44.18,137.83,76.07,75.67,96.79,79.33,123.1,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.43,-0.33,-0.33,-0.35,Upgrade
Pretax Income,155.86,-96.54,104.72,456.37,166.17,409.93,92.23,193.38,844.73,560.01,226.22,-115.88,483.65,176.02,169.16,184.08,214.49,191.96,50.21,149.91,167.25,113.19,116.99,115.33,145.95,113.36,104.52,91.76,104.79,144.76,63.71,151.17,79.42,44.18,137.83,76.07,76.11,97.13,79.66,123.44,Upgrade
Income Tax,37.34,-19.49,29.55,114.3,37.36,103.66,19.39,53.17,203.53,127.31,55.19,-30.66,121.48,34.67,40.7,33.8,56.3,44.45,-53.67,40.07,41,66.19,40.62,44.71,51.01,43.12,47.56,34.56,38.88,54.92,17.99,60.16,31.72,24.47,54.9,31.94,28.66,36.92,30.27,46.97,Upgrade
Net Income,118.52,-77.04,75.17,342.07,128.81,306.27,72.84,140.2,641.21,432.7,171.03,-85.21,362.17,141.35,128.46,150.28,158.19,147.51,103.88,109.83,126.25,47,76.37,70.62,94.94,70.24,56.97,57.21,65.92,89.85,45.72,91.02,47.7,19.72,82.93,44.13,47.45,60.2,49.39,76.47,Upgrade
